soluzione,definizione
ABBUFFATA,Pasto in cui la misura resta a digiuno
ABERRAZIONE,Deviazione da una forma o condizione normale
ABETE,Conifera che finisce spesso addobbata
ABETE,La conifera dell'albero di Natale
ABI,Codice bancario italiano in tre lettere
ABI,L'associazione delle banche italiane
ABIDJAN,La maggiore città della Costa d'Avorio
ABIGEATO,Furto di bestiame nei pascoli
ABILE,Sa fare senza far rumore
ABILE,Un possibile significato è «capace»
ABILE,Tra i suoi significati: «intelligente»
ABILI,Capace e pronto
ABILITA,Tra i suoi significati: «potere»
ABILITA,Un possibile significato è «arte»
ABILITAZIONE,Può significare «qualifica»
ABILMENTE,Un possibile significato è «sapientemente»
ABILMENTE,Un possibile significato è «magistralmente»
ABISSI,Scendono dove non arriva la luce
ABISSO,Profondità che fa paura
ABISSO,Profondità che mette paura solo a guardarla
ABISSO,Profondità che sembra senza fondo
ABISSO,Vale anche «baratro»
ABITA,Prende dimora
ABITACOLI,Racchiudono piloti e passeggeri
ABITACOLO,Lo spazio chiuso dove siedono pilota e passeggeri
ABITACOLO,Lo spazio interno di auto o aereo
ABITAI,Presi dimora
ABITANTE,Fa numero in un censimento
ABITANTE,Può significare «anima»
ABITARE,Prendere dimora
ABITARE,Tra i suoi significati: «vivere»
ABITARE,Vale anche «occupare»
ABITATO,Dimorato
ABITAZIONE,Vale anche «casa»
ABITAZIONE,Può significare «sede»
ABITI,Vale anche «vestito»
ABITI,Vale anche «abbigliamento»
ABITO,Il vestito elegante da cerimonia
ABITO,"Io risiedo, dimoro"
ABITO,"Non fa il monaco, secondo il proverbio"
ABITO,Prendo dimora
ABITO,Si mette addosso per uscire o per una cerimonia
ABITUALE,Può esserlo un rito consueto
ABITUALE,Un possibile significato è «solito»
ABITUALE,Un possibile significato è «normale»
ABITUALI,Possono esserlo riti consueti
ABITUALMENTE,Un possibile significato è «generalmente»
ABITUALMENTE,Vale anche «solitamente»
ABITUDINE,Tra i suoi significati: «uso»
ABITUDINE,Vale anche «pratica»
ABLAZIONE,"Rimozione da chirurghi, glaciologi o grammatici"
ABOLIRE,Cancellare per legge
ABOLIRE,Può significare «eliminare»
ABOLIRE,Un possibile significato è «rimuovere»
ABOLISCE,Cancella per legge
ABOLISCO,Cancello per legge
ABOLISCONO,Cancellano per legge
ABOLITO,Cancellato per legge
ABOLIZIONE,"In una sua accezione, «soppressione»"
ABOMINIO,Un possibile significato è «infamia»
ABORIGENI,I primi abitanti dell'Australia
ABORTIRE,Tra i suoi significati: «fallire»
ABORTO,L'interruzione della gravidanza
ABORTO,"In una sua accezione, «mostro»"
ABRAMO,Il patriarca padre dei credenti
ABROGAZIONE,Tra i suoi significati: «cassazione»
ABROGAZIONE,Un possibile significato è «cancellazione»
ABRUZZO,Regione dei trabocchi e del Gran Sasso
ABSCISSA,La coordinata orizzontale cartesiana
ABSIDE,La parte semicircolare in fondo alla chiesa
ABU,"...Dhabi, la capitale degli Emirati Arabi Uniti"
ABU,La scimmietta di Aladdin
ABU,Località nubiana dei templi di Ramesse
ABUDHABI,Capitale degli Emirati Arabi Uniti
ABUJA,Capitale nigeriana
ABULIA,"Mancanza di volontà, non semplice pigrizia"
ABULICA,Può esserlo una donna priva di slancio
ABULICHE,Possono esserlo donne prive di slancio
ABULICI,Possono esserlo uomini privi di slancio
ABULICO,Può esserlo un uomo privo di slancio
ABUSAI,Passato remoto: Approfittare indebitamente
ABUSATO,Participio: Approfittare indebitamente
ABUSIMBEL,Tempio egizio salvato dalle acque del Nilo
ABUSIVAMENTE,Vale anche «illegalmente»
ABUSIVE,Non autorizzato
ABUSO,Eccesso che supera il lecito
ABUSO,Può significare «illecito»
AC,Iniziali della scrittrice Christie
AC,Iniziali dello scrittore Camilleri
AC,Iniziali dello scrittore Camus
AC,"La corrente alternata, in sigla"
ACACIA,Albero dai fiori profumati
ACANTO,Foglia scolpita nei capitelli corinzi
ACARO,Minuscolo ospite della polvere
ACCADEMIA,Istituzione dedicata a studi e arti
ACCADEMICO,Può significare «universitario»
ACCADERE,Può significare «succedere»
ACCADERE,Tra i suoi significati: «avvenire»
ACCADUTO,"In una sua accezione, «episodio»"
ACCADUTO,Può significare «avvenimento»
ACCALCARSI,Stiparsi in molti in poco spazio
ACCALDA,Rende caldo
ACCALDARE,Rendere caldo
ACCALDATO,Reso caldo
ACCALDO,Rendo caldo
ACCAMPA,Sistema in tenda
ACCAMPAMENTO,Vale anche «campo»
ACCAMPAMENTO,Può significare «campeggio»
ACCAMPARE,Sistemare in tenda
ACCAMPATO,Sistemato in tenda
ACCAMPO,Sistemo in tenda
ACCANIMENTO,La tenace ostinazione
ACCANIMENTO,Tra i suoi significati: «rabbia»
ACCANIMENTO,Un possibile significato è «furia»
ACCANTO,"Di fianco, lì vicino"
ACCANTO,"In una sua accezione, «presso»"
ACCANTO,Può significare «vicino»
ACCANTONA,Mette da parte
ACCANTONARE,Mettere da parte
ACCANTONATO,Messo da parte
ACCANTONO,Metto da parte
ACCAPIGLIO,Vengo alle mani litigando
ACCAPPATOIO,Avvolge chi esce dalla doccia
ACCAPPATOIO,Si indossa uscendo dalla doccia
ACCAPPONARSI,Venire la pelle d'oca
ACCAREZZO,Sfioro con tenerezza
ACCARTOCCIATO,Arrotolato su sé stesso
ACCASCIARSI,Cadere giù spossati
ACCATASTARE,Ammucchiare in cataste ordinate
ACCAVALLARE,Sovrapporre incrociando
ACCELERARE,Vale anche «velocizzare»
ACCELERATO,Può significare «locale»
ACCELERAZIONE,La variazione della velocità nel tempo
ACCENDERE,"In una sua accezione, «aprire»"
ACCENDERE,Tra i suoi significati: «cominciare»
ACCENDINO,Fa la fiamma in tasca
ACCENNA,Fa capire appena
ACCENNAI,Feci capire appena
ACCENNARE,Far capire appena
ACCENNARE,Vale anche «ricordare»
ACCENNARE,"In una sua accezione, «citare»"
ACCENNATO,Fatto capire appena
ACCENNO,Faccio capire appena
ACCENNO,"In una sua accezione, «riferimento»"
ACCENNO,Un possibile significato è «segno»
ACCENTO,Il segno grafico sulla vocale
ACCENTO,L'inflessione tipica di una parlata
ACCENTO,Può cambiare il senso a una parola
ACCENTO,Segno che cambia suono e talvolta senso
ACCERCHIARE,Circondare da ogni lato
ACCERTAMENTO,"In una sua accezione, «conferma»"
ACCERTAMENTO,Può significare «verifica»
ACCERTARE,Può significare «controllare»
ACCERTARE,Un possibile significato è «verificare»
ACCESA,"Infervorata, animata"
ACCESA,Viva o infiammata
ACCESE,Vive o infiammate
ACCESI,Vivi o infiammati
ACCESO,Vivo o infiammato
ACCESSO,"L'ingresso, il diritto di entrare"
ACCESSO,Vale anche «crisi»
ACCESSO,"In una sua accezione, «attacco»"
ACCESSORIO,Tra i suoi significati: «secondario»
ACCETTA,Dice sì a una proposta
ACCETTA,La piccola scure del boscaiolo
ACCETTA,"In una sua accezione, «ascia»"
ACCETTABILE,Vale anche «ammissibile»
ACCETTABILE,Può significare «tollerabile»
ACCETTAI,Dissi sì a una proposta
ACCETTARE,Dire sì a una proposta
ACCETTARE,Un possibile significato è «assumere»
ACCETTARE,Può significare «ammettere»
ACCETTATO,Detto sì a una proposta
ACCETTAZIONE,Tra i suoi significati: «adozione»
ACCETTAZIONE,Vale anche «adesione»
ACCETTO,Dico sì a una proposta
ACCEZIONE,Significato particolare assunto da una parola
ACCEZIONE,Un possibile significato è «significato»
ACCHIAPPA,Prende al volo
ACCHIAPPARE,Prendere al volo
ACCHIAPPARE,Tra i suoi significati: «afferrare»
ACCHIAPPATO,Preso al volo
ACCHIAPPO,Prendo al volo
ACCIABATTO,Lavoro in modo sciatto
ACCIACCATO,Pieno di malanni
ACCIACCO,Malanno leggero ma fastidioso
ACCIACCO,Piccolo male che ricorda l'età
ACCIAIO,Avere nervi d'...: una calma a tutta prova
ACCIAIO,Lega di ferro e carbonio
ACCIARINO,Accendeva l'esca prima dei fiammiferi
ACCIARINO,Faceva scintille prima degli accendini moderni
ACCIDENTALMENTE,Tra i suoi significati: «casualmente»
ACCIDENTALMENTE,Tra i suoi significati: «incidentalmente»
ACCIDENTE,Ciò che esiste in altro e può mutare
ACCIDENTE,Un...!: l'esclamazione di stizza
ACCIDENTE,Tra i suoi significati: «caso»
ACCIDIA,Pigrizia spirituale fra i vizi capitali
ACCIGLIARSI,Corrugare la fronte
ACCIGLIATO,Dal volto corrucciato
ACCIUGA,Magro come un'...
ACCIUGA,Pesciolino salato da pizza e antipasti
ACCIUGA,Pesciolino saporito sulla pizza
ACCIUGA,Piccolo pesce da pizza e salamoia
ACCIUGHE,Salano pizze e antipasti
ACCLIVE,Sale senza bisogno di scale
ACCLIVI,In salita
ACCOCCOLARSI,Rannicchiarsi su se stessi
ACCOGLIENTE,"In una sua accezione, «buono»"
ACCOGLIENTE,Un possibile significato è «dolce»
ACCOGLIENZA,Fa sentire arrivati nel posto giusto
ACCOGLIENZA,Vale anche «trattamento»
ACCOGLIENZA,Vale anche «benvenuto»
ACCOGLIERE,Vale anche «ricevere»
ACCOGLIERE,Tra i suoi significati: «ospitare»
ACCOGLIMENTO,La buona accoglienza
ACCOGLIMENTO,Tra i suoi significati: «adozione»
ACCOGLIMENTO,Vale anche «adesione»
ACCOLSE,Diede il benvenuto
ACCOLTA,Ricevuta favorevolmente
ACCOLTA,Può significare «riunione»
ACCOMPAGNARE,"In una sua accezione, «guidare»"
ACCOMPAGNARE,"In una sua accezione, «menare»"
ACCOMPAGNATORE,Vale anche «scorta»
ACCOMPAGNATORE,Può significare «hostess»
ACCONCIATURA,Può significare «taglio»
ACCONCIATURA,Tra i suoi significati: «pettinatura»
ACCONTO,La somma versata in anticipo
ACCONTO,Vale anche «anticipo»
ACCONTO,Un possibile significato è «deposito»
ACCOPPIAMENTO,"In una sua accezione, «coito»"
ACCOPPIATA,Vale anche «abbinata»
ACCORATEZZA,La pena profonda del cuore
ACCORDA,Mette in armonia
ACCORDARE,Mettere in armonia
ACCORDARSI,Vale anche «concordare»
ACCORDARSI,Può significare «convenire»
ACCORDATO,Messo in armonia
ACCORDO,Fa suonare insieme strumenti o volontà
ACCORDO,L'insieme di più note suonate insieme
ACCORDO,"L'intesa, il patto raggiunto"
ACCORDO,Metto in armonia
ACCORGERSI,Può significare «notare»
ACCORGERSI,Può significare «osservare»
ACCORSE,Si rese conto all'improvviso
ACCORTEZZA,Prudenza mista ad attenzione
ACCORTEZZA,Tra i suoi significati: «capacità»
ACCORTEZZA,"In una sua accezione, «abilità»"
ACCORTO,Vale anche «avvertito»
ACCORTO,Vale anche «prudente»
ACCOSTA,Mette vicino
ACCOSTAMENTO,"In una sua accezione, «avvicinamento»"
ACCOSTARE,Mettere vicino
ACCOSTARE,Vale anche «avvicinare»
ACCOSTATO,Messo vicino
ACCOSTO,Metto vicino
ACCOUNT,Il profilo personale di un sito
ACCOVACCIARSI,Accucciarsi raccolti
ACCRA,Capitale del Ghana
ACCRESCERE,Un possibile significato è «aumentare»
ACCRESCERE,Vale anche «sviluppare»
ACCRESCIMENTO,Tra i suoi significati: «aumento»
ACCRESCIMENTO,Vale anche «incremento»
ACCUCCIARSI,Sdraiarsi raggomitolati
ACCUDIRE,Prendersi cura
ACCUDISCE,Si prende cura
ACCUDISCO,Mi prendo cura
ACCUDISCONO,Si prendono cura
ACCUDITO,Preso cura
ACCUMULARE,Tra i suoi significati: «raccogliere»
ACCUMULO,Può significare «collezione»
ACCUMULO,Vale anche «mucchio»
ACCURATA,Può esserlo una lama fatta con cura
ACCURATAMENTE,Tra i suoi significati: «piano»
ACCURATAMENTE,Un possibile significato è «attentamente»
ACCURATE,Possono esserlo lame fatte con cura
ACCURATEZZA,Tra i suoi significati: «impegno»
ACCURATEZZA,Un possibile significato è «applicazione»
ACCURATI,Possono esserlo lavori fatti con cura
ACCURATO,Reso preciso
ACCURATO,Può significare «esatto»
ACCURATO,Può significare «attento»
ACCUSA,Attribuisce una colpa
ACCUSA,La parte che incrimina nel processo
ACCUSA,"In una sua accezione, «imputazione»"
ACCUSAI,Attribuii una colpa
ACCUSARE,Attribuire una colpa
ACCUSATO,Incolpato
ACCUSATO,Un possibile significato è «imputato»
ACCUSATO,Tra i suoi significati: «convenuto»
ACCUSO,Attribuisco una colpa
ACE,"...Ventura, il detective interpretato da Jim Carrey"
ACE,"L'asso, nelle carte inglesi"
ACE,Servizio che non si ribatte
ACEFALO,"Senza capo, in anatomia o politica"
ACERBA,Non ancora matura
ACERBE,Non ancora mature
ACERBI,"Francesco, difensore italiano"
ACERBI,Non ancora maturi
ACERBO,"Non maturo, anche nel giudizio"
ACERBO,Vale anche «verde»
ACERBO,"In una sua accezione, «adolescenziale»"
ACERO,Albero dalle foglie palmate
ACERO,L'albero dalla foglia simbolo del Canada
ACETO,Andare in...: inacidirsi
ACETO,Condimento aspro per l'insalata
ACETO,Punzecchia l'insalata con la sua asprezza
ACETONE,Solvente dall'odore pungente
ACHERONTE,Fiume infernale che si attraversa con Caronte
ACHERONTE,Il fiume del dolore degli inferi
ACHILLE,Il tendine d'...: dietro la caviglia
ACHILLE,L'eroe greco dal tallone vulnerabile
ACIDA,Può esserlo una bevanda aspra al gusto
ACIDE,Possono esserlo bevande aspre al gusto
ACIDI,Possono esserlo cibi aspri al gusto
ACIDO,"Lo è il limone, ma anche un commento corrosivo"
ACIDO,Un possibile significato è «aspro»
ACINI,Formano il grappolo
ACINO,Chicco d'uva
ACIREALE,Città siciliana nota per il Carnevale barocco
ACME,Culmine dal sapore grecizzante
ACME,L'azienda dei marchingegni di Wile E. Coyote
ACNE,Eruzione cutanea giovanile
ACOLITO,Aiuta all'altare o segue un potente
ACONCAGUA,Altissima vetta andina
ACQUA,... e sapone: di bellezza naturale e semplice
ACQUA,"Cheta, rovina i ponti"
ACQUA,Quella passata non macina più
ACQUA,Un possibile significato è «pioggia»
ACQUADIGIO,Il profumo maschile di Armani
ACQUAFORTE,Tecnica d'incisione con acido
ACQUAIO,Dove si lavano piatti e bicchieri
ACQUAIO,Lavello di cucina
ACQUAMARINA,Pietra azzurra simile allo smeraldo
ACQUARIO,Vasca per pesci in casa
ACQUARIO,Vasca per pesci o segno zodiacale
ACQUASANTA,Quella benedetta nella pila della chiesa
ACQUAZZONE,Arriva improvviso e svuota le strade
ACQUAZZONE,Breve e intensa pioggia
ACQUAZZONE,Pioggia improvvisa e violenta
ACQUAZZONE,"In una sua accezione, «rovescio»"
ACQUAZZONI,Bagnano tutti all'improvviso
ACQUE,"Riempiono fiumi, laghi e mari"
ACQUEDOTTO,Canale sopraelevato che porta l'acqua
ACQUERELLO,Pittura diluita con l'acqua
ACQUIRENTE,Può significare «compratore»
ACQUIRENTE,Può significare «offerente»
ACQUISIRE,Può significare «ottenere»
ACQUISIRE,Vale anche «ricevere»
ACQUISIZIONE,Tra i suoi significati: «ottenimento»
ACQUISTA,Compra
ACQUISTARE,Comprare
ACQUISTARE,Vale anche «ottenere»
ACQUISTARE,"In una sua accezione, «comprare»"
ACQUISTATO,Comprato
ACQUISTO,Compro
ACQUISTO,"In una sua accezione, «compra»"
ACQUISTO,"In una sua accezione, «ottenimento»"
ACQUITRINO,Il terreno impregnato d'acqua
ACQUOLINA,Viene in bocca davanti a un buon piatto
ACRE,L'unità di superficie dei terreni anglosassoni
ACRE,Pungente all'odore
ACRE,Un possibile significato è «pungente»
ACRI,Pungenti all'odore
ACRI,"San Giovanni d'..., città dei crociati"
ACRILICO,Colore moderno che asciuga in fretta
ACRIMONIOSA,Può esserlo una risposta piena di asprezza
ACRIMONIOSE,Possono esserlo risposte piene di asprezza
ACRIMONIOSI,Possono esserlo toni pieni di asprezza
ACRIMONIOSO,Può esserlo un tono pieno di asprezza
ACROBATA,Artista da trapezio
ACROFOBIA,La paura delle altezze
ACRONIMO,Parola nata da iniziali
ACRONIMO,Può significare «sigla»
ACROPOLI,La cittadella sacra in cima ad Atene
ACROPOLI,Vale anche «cittadella»
ACUFENE,Ronzio percepito nell'orecchio
ACULEO,Punta naturale da difesa
ACUME,Finezza d'ingegno
ACUME,"In una sua accezione, «abilità»"
ACUME,Vale anche «intelligenza»
ACUTA,Pungente o perspicace
ACUTE,Pungenti o perspicaci
ACUTEZZA,La finezza d'ingegno
ACUTEZZA,Un possibile significato è «abilità»
ACUTEZZA,Può significare «intelligenza»
ACUTI,Pungenti o perspicaci
ACUTO,Angolo non ottuso e ingegno pronto
ACUTO,Il suono alto e penetrante
ACUTO,L'angolo minore di 90 gradi
ACUTO,Può significare «alto»
AD,"Anno Domini, nelle date"
AD,Iniziali del calciatore Del Piero
AD,Iniziali dell'attore Driver
AD,Iniziali dell'attore Delon
ADA,La Lovelace pioniera dell'informatica
ADA,Un nome di donna palindromo
ADAGERA,Poserà con cura
ADAGIA,Posa con cura
ADAGIARE,Posare con cura
ADAGIATO,Posato con cura
ADAGIETTO,Breve movimento lento e grazioso
ADAGIO,"Con cautela, lentamente: vacci...!"
ADAGIO,Tempo lento in musica
ADAGIO,Un detto della saggezza popolare
ADAGIO,Un possibile significato è «detto»
ADAM,Il nome dell'attore comico Sandler
ADAM,"Il primo uomo, in inglese"
ADAMO,Il pomo di...: la sporgenza della gola
ADAMO,Il primo uomo della Genesi
ADATTA,Può esserlo una soluzione che va bene allo scopo
ADATTAMENTO,Un possibile significato è «versione»
ADATTAMENTO,Vale anche «riduzione»
ADATTARE,Può significare «riscrivere»
ADATTE,Possono esserlo soluzioni che vanno bene allo scopo
ADATTI,Possono esserlo candidati che vanno bene allo scopo
ADATTO,Può esserlo un mezzo che va bene allo scopo
ADATTO,Vale anche «indicato»
ADATTO,Può significare «corrispondente»
ADDA,Fiume lombardo che esce dal Lario
ADDA,Fiume lombardo di manzoniana memoria
ADDEBITA,Mette sul conto
ADDEBITARE,Mettere sul conto
ADDEBITATO,Messo sul conto
ADDEBITO,Metto sul conto
ADDEBITO,"In una sua accezione, «accusa»"
ADDEBITO,Può significare «passivo»
ADDENTA,Morde con forza
ADDENTARE,Mordere con forza
ADDENTATO,Morso con forza
ADDENTO,Mordo con forza
ADDESTRAMENTO,Vale anche «pratica»
ADDESTRAMENTO,Vale anche «istruzione»
ADDESTRARE,Vale anche «insegnare»
ADDETTO,"In una sua accezione, «uomo»"
ADDETTO,Può significare «inviato»
ADDIO,Il saluto di chi non tornerà
ADDIO,"L'...alle armi, romanzo di Hemingway"
ADDIO,"In una sua accezione, «distacco»"
ADDISABEBA,La capitale dell'Etiopia
ADDIZIONALE,Tra i suoi significati: «altro»
ADDIZIONALE,Un possibile significato è «ulteriore»
ADDOBBA,Orna a festa
ADDOBBARE,Ornare a festa
ADDOBBATO,Ornato a festa
ADDOBBO,Orno a festa
ADDOLCIRE,Rendere meno amaro
ADDOLCIRE,Vale anche «calmare»
ADDOLCIRE,Tra i suoi significati: «placare»
ADDOLCISCE,Rende meno amaro
ADDOLCISCO,Rendo meno amaro
ADDOLCISCONO,Rendono meno amaro
ADDOLCITO,Reso meno amaro
ADDOME,"La pancia, in termine medico"
ADDOME,Un possibile significato è «pancia»
ADDOME,Tra i suoi significati: «ventre»
ADDOMINALE,Un possibile significato è «ventrale»
ADDORMENTARSI,Prendere finalmente sonno
ADE,Il dio greco degli Inferi
ADE,Regno oscuro dei Greci
ADEGUAMENTO,Tra i suoi significati: «adattamento»
ADEGUAMENTO,Vale anche «aggiustamento»
ADEGUATO,Può significare «sufficiente»
ADEGUATO,Vale anche «indicato»
ADELAIDE,Città della costa meridionale australiana
ADELE,La cantante britannica di Someone Like You
ADEMPIERE,Un possibile significato è «finire»
ADEMPIERE,Tra i suoi significati: «sbrigare»
ADEMPIMENTO,Tra i suoi significati: «realizzazione»
ADEMPIMENTO,"In una sua accezione, «attuazione»"
ADEPTO,Seguace più che semplice simpatizzante
ADERENTE,"Attillato, che sta a contatto"
ADERENTE,Un possibile significato è «sostenitore»
ADERENTE,Vale anche «discepolo»
ADERENZA,La presa degli pneumatici sul terreno
ADERENZA,Tra i suoi significati: «adesione»
ADESCO,Attiro con l'inganno
ADESIONE,Il dare il proprio assenso a un'idea
ADESIONE,Tra i suoi significati: «permesso»
ADESIONE,Vale anche «sostegno»
ADESIVO,L'etichetta che si incolla
ADESIVO,Si attacca senza chiodi
ADESSO,In questo preciso istante
ADESSO,Può significare «ora»
ADESSO,Può significare «oggi»
ADIDAS,La casa sportiva tedesca delle tre strisce
ADIGE,Fiume che attraversa Verona
ADIPE,Il grasso accumulato dal corpo
ADIRATA,Può esserlo una donna piena di collera
ADIRATE,Possono esserlo donne piene di collera
ADIRATI,Possono esserlo uomini pieni di collera
ADIRATO,Può esserlo un uomo pieno di collera
ADITO,Può significare «accesso»
ADITO,Vale anche «ingresso»
ADOLESCENTE,Un possibile significato è «teenager»
ADOLESCENZIALE,Può significare «acerbo»
ADOMBRO,Mi insospettisco e mi risento
ADONE,Giovane bellissimo del mito
ADONE,Giovane di proverbiale bellezza
ADONE,L'amato di Venere ucciso dal cinghiale
ADORA,Ama con devozione
ADORAI,Amai con devozione
ADORARE,Amare con devozione
ADORARE,Tra i suoi significati: «amare»
ADORATO,Amato con devozione
ADORAZIONE,Tra i suoi significati: «culto»
ADORNA,Può esserlo una lama ornata
ADORNE,Possono esserlo lame ornate
ADORNI,Possono esserlo lavori ornati
ADORNO,Può esserlo un lavoro ornato
ADORO,Amo con devozione
ADOTTARE,Vale anche «seguire»
ADOTTATO,"In una sua accezione, «adottivo»"
ADOTTIVO,Vale anche «adottato»
ADOZIONE,Vale anche «scelta»
ADOZIONE,Può significare «selezione»
ADRENALINA,Ormone della paura e dello stress
ADRENALINA,Sale quando paura ed entusiasmo accelerano il cuore
ADRIATICO,Mare tra Italia e Balcani
ADULAI,Passato remoto: Lusingare troppo
ADULATO,Participio: Lusingare troppo
ADULAZIONE,La lode interessata e servile
ADULTERIO,Tra i suoi significati: «tradimento»
ADULTERIO,Può significare «infedeltà»
ADULTO,"In una sua accezione, «grande»"
ADUSTA,Può esserlo una terra arida e bruciata dal sole
ADUSTE,Possono esserlo terre aride e bruciate dal sole
ADUSTI,Possono esserlo volti bruciati dal sole
ADUSTO,Può esserlo un volto bruciato dal sole
AEREO,Leggero ed etereo
AEREO,Mezzo che ha pista ma non ruote come fine
AEREO,Tra i suoi significati: «apparecchio»
AEROLITE,Il meteorite caduto a terra
AEROLITO,Meteorite caduto dal cielo
AERONAUTICA,"In una sua accezione, «aviazione»"
AERONAVE,Il dirigibile che vola leggero
AEROPLANI,Attraversano il cielo con le ali
AEROPLANO,"Aereo, con parola un po' rétro"
AEROPLANO,Tra i suoi significati: «apparecchio»
AEROPORTO,Città delle partenze e degli arrivi
AEROPORTO,Stazione dove i viaggi iniziano decollando
AEROSOL,La nebulizzazione per i bronchi
AESOPO,Favolista antico di volpi e corvi
AFA,Caldo umido che pesa sul respiro
AFA,Rende l'estate opprimente e appiccicosa
AFASIA,"Disturbo della parola, non del pensiero"
AFELIO,Punto dell'orbita più lontano dal Sole
AFFABILE,Cordiale nel parlare
AFFABILE,Tra i suoi significati: «compito»
AFFABILE,Tra i suoi significati: «amichevole»
AFFABILI,Cordiali nel parlare
AFFACCIO,Vista offerta da una finestra
AFFANNATA,Può esserlo una persona con il respiro corto
AFFANNATE,Possono esserlo persone con il respiro corto
AFFANNATI,Possono esserlo uomini con il respiro corto
AFFANNATO,Può esserlo un uomo con il respiro corto
AFFANNI,Accorciano il respiro
AFFANNO,Il respiro corto per la fatica
AFFANNO,Toglie fiato in salita o nella fretta
AFFANNO,"In una sua accezione, «pensiero»"
AFFANNOSA,Può esserlo una persona con il respiro affannato
AFFANNOSE,Possono esserlo persone con il respiro affannato
AFFANNOSI,Possono esserlo uomini con il respiro affannato
AFFANNOSO,Può esserlo un uomo con il respiro affannato
AFFARE,Vale anche «attività»
AFFARE,Vale anche «questione»
AFFASCINANTE,Tra i suoi significati: «bellissimo»
AFFASCINANTE,Vale anche «meraviglioso»
AFFATTO,"In una sua accezione, «assolutamente»"
AFFERMARE,Vale anche «dire»
AFFERMARE,Può significare «sostenere»
