soluzione,definizione
BARBIERE,Taglia barba e capelli
BARBIERE,Azione vicina al significato di parrucchiere
BARBIERE,Una manifestazione di parrucchiere
BARBIERI,Lavorano tra rasoi e forbici
BARBIGLIO,Filamento da pesce o da spiga
BARBO,Pesce di fiume con i barbigli
BARBONCINO,La razza canina dal pelo riccio
BARBONE,Ha riccioli da cane o strada da senzatetto
BARBONE,Il cane dal folto pelo riccio
BARBONE,"Il senzatetto, il clochard"
BARBONE,Rientra nel campo di nomade
BARBRA,Il nome della cantante Streisand
BARCA,Natante di piccole dimensioni
BARCA,Una gran quantità: una... di soldi
BARCA,Una nozione collegata a massa
BARCAAVELA,Imbarcazione spinta dal vento
BARCAROLA,Canto dal ritmo di gondola
BARCELLONA,Città catalana della Sagrada Familia
BARCELLONA,Il club catalano blaugrana
BARCHE,Scivolano sull'acqua
BARCONE,Imbarcazione grande e spesso carica
BARCONE,Una manifestazione di barca
BARDANA,Pianta con capolini che si attaccano ai vestiti
BARDEM,Il Javier di Non è un paese per vecchi
BARDO,Autore di versi celtico da nebbie antiche
BARDO,Il sommo poeta inglese: il...di Avon
BARDO,Poeta celtico da nebbie antiche
BARDO,Un tipo particolare di poeta
BARELLA,Letto leggero per trasportare feriti
BARELLA,"Nicolò, centrocampista della Nazionale italiana"
BARESI,"Franco, storico libero e capitano del Milan"
BARGNANI,Il cestista azzurro prima scelta NBA 2006
BARI,Città pugliese di San Nicola
BARI,I truffatori al tavolo da gioco
BARICENTRO,Punto di equilibrio di una figura
BARILE,L'unità di misura del petrolio
BARILE,Recipiente cilindrico
BARILE,Recipiente panciuto da cantina
BARILE,In certi usi corrisponde a botte
BARILLA,Il pastificio di Parla come mangi
BARIO,Metallo del solfato per radiografie
BARIONE,Particella composta da tre quark
BARISTA,"Serve caffè, cappuccini e chiacchiere al banco"
BARISTA,Si può classificare come assunto
BARITE,Minerale di bario
BARITONO,Voce maschile tra tenore e basso
BARLUME,Il debole chiarore
BARLUME,Poca luce e poca speranza
BARLUME,"Un... di speranza, una flebile traccia"
BARLUME,Un esempio riconducibile a lampo
BARMAN,Chi prepara i cocktail al banco
BARMAN,Una manifestazione di assunto
BARNABA,Compagno di viaggio di san Paolo
BARNEY,Il nome del dinosauro viola per bambini
BARNEY,L'amico di Fred Flintstone
BAROCCA,Ricca e stravagante
BAROCCHE,Ricche e stravaganti
BAROCCHI,Ricchi e stravaganti
BAROCCO,Ricco e stravagante
BAROLO,Il pregiato vino rosso delle Langhe
BAROMETRO,Legge la pressione e annuncia cambi di tempo
BARONE,"Il...Rosso, il celebre aviatore"
BARONE,Titolo nobiliare sotto il visconte
BARONE,Nel lessico si avvicina a re
BARRA,Chiude con una linea
BARRA,Quella del timone con cui si governa la nave
BARRA,Può includere fulcro tra i suoi elementi
BARRACUDA,Il predatore marino allungato dai denti aguzzi
BARRAI,Chiusi con una linea
BARRARE,Chiudere con una linea
BARRATO,Chiuso con una linea
BARRIERA,Ostacolo che chiude il passaggio
BARRIERA,Si può classificare come confine
BARRIERA,Può rimandare all’idea di muro
BARRIERE,Bloccano il passaggio a caselli o binari
BARRITO,Il verso dell'elefante
BARRO,Chiudo con una linea
BARRY,Il nome del cantautore White
BART,Il nome del maggiore dei Simpson
BART,"La metropolitana di San Francisco, in sigla"
BARTALI,Il Gino campione del ciclismo
BARTIZZANA,Torretta sporgente d'angolo
BARTOLOMEO,Apostolo martirizzato scorticato
BARYSHNIKOV,Il ballerino russo passato all'Occidente
BARZAGHI,Un Andrea filosofo televisivo
BARZELLETTA,Storiella che cerca la risata
BARZELLETTA,Nel lessico si avvicina a storiella
BASA,Fonda su un appoggio
BASAI,Fondai su un appoggio
BASALTO,Roccia vulcanica scura
BASAMENTO,"Base, in un’accezione meno immediata"
BASAMENTO,Un esempio riconducibile a cornicione
BASARE,Fondare su un appoggio
BASARE,Un modo non sempre letterale di fondare
BASATO,Fondato su un appoggio
BASCO,Copricapo piatto o abitante dei Pirenei
BASCO,Una nozione collegata a berretto
BASE,Il contrario chimico dell'acido
BASE,L'accampamento militare
BASE,Sostegno o punto di partenza
BASE,"Fondamentale, secondo il contesto"
BASILARE,Qualità che si avvicina a base
BASILARE,Qualità che si avvicina a fondamentale
BASILICA,Chiesa grande e forma romana antica
BASILICA,Grande chiesa a navate solenni
BASILICATA,La regione di Matera
BASILICATA,Regione tra Matera e il Pollino
BASILICO,Erba del pesto genovese
BASILICO,Profuma il pesto nel mortaio
BASILISCO,Mostro il cui sguardo uccide
BASKET,Ha tra le sue parti rimbalzo
BASKETBALL,Ha tra le sue parti rimbalzo
BASO,Fondo su un appoggio
BASQUIAT,L'artista newyorkese dei graffiti anni Ottanta
BASSA,La...marea che scopre la spiaggia
BASSA,Poco elevata
BASSANI,Autore del Giardino dei Finzi-Contini
BASSE,Poco elevate
BASSI,Poco elevati
BASSO,"Ivan, scalatore azzurro due volte al Giro"
BASSO,La voce maschile più grave
BASSO,Lo strumento a quattro corde del gruppo rock
BASSO,Poco elevato
BASSORILIEVO,Scultura che sporge appena dal fondo
BASSOTTI,Cani rasoterra dal passo buffo
BASSOTTO,Il cane dalle zampe corte e il corpo lungo
BASTA,La piega cucita per accorciare
BASTA,È sufficiente
BASTAI,Fui sufficiente
BASTARDO,Si può classificare come discendenza
BASTARE,Essere sufficiente
BASTATO,Risultato sufficiente
BASTET,La dea egizia dalla testa di gatto
BASTIONE,Sporgenza difensiva delle mura
BASTIONE,Si può classificare come piazza forte
BASTIONE,Una manifestazione di argine
BASTO,La sella da soma del mulo
BASTO,Sono sufficiente
BASTONCELLO,Cellula della retina per il buio
BASTONCINO,Quello di pesce è impanato
BASTONCINO,Una manifestazione di stoviglie da tavola
BASTONCINO,Un tipo particolare di palo
BASTONE,Il seme delle carte napoletane
BASTONE,Quello del comando di chi guida
BASTONE,Sostegno da passeggio
BASTONE,Sostiene il passo e può finire tra le ruote
BASTONI,"Alessandro, difensore della Nazionale italiana"
BATACCHIO,Fa risuonare la campana dall'interno
BATAVI,Antico popolo germanico dei Paesi Bassi
BATISTA,"Fulgencio, dittatore cubano deposto nel 1959"
BATISTUTA,"Gabriel, Batigol bomber della Fiorentina"
BATMAN,Il supereroe pipistrello di Gotham City
BATRACIO,Anfibio nominato da naturalisti
BATTAGLIA,Rientra nel campo di atto collettivo
BATTAGLIA,"Conflitto, in un’accezione meno immediata"
BATTE,"...la fiacca: poltrisce, fa il pigro"
BATTE,Colpe ripetutamente
BATTELLI,Navigano su fiumi e laghi
BATTELLO,Piccola nave da fiume o lago
BATTELLO,Piccola nave da trasporto
BATTELLO,Piccolo mezzo per navigare
BATTELLO,Può includere forcella tra i suoi elementi
BATTENTE,Il battiporta a martelletto
BATTENTE,Una forma specifica di cortina
BATTENTE,Un tipo particolare di cortina
BATTERE,Colpire ripetutamente
BATTERE,Una particolare maniera di vincere
BATTERE,Una forma specifica del vincere
BATTERIA,Dà energia o ritmo
BATTERIA,Può includere terminale tra i suoi elementi
BATTERIA,Può rimandare all’idea di equipaggiamento
BATTERIOLOGIA,Lo studio dei batteri
BATTERISTA,Tiene il ritmo tra piatti e tamburi
BATTERISTA,Nel lessico si avvicina a tamburo
BATTERSI,Comporta necessariamente il fatto di competere
BATTIATO,Il cantautore siciliano della Cura
BATTICUORE,Accelera nel petto per paura o amore
BATTIPANNI,Bacchetta per spolverare tappeti
BATTIPANNI,Si usava per spolverare i tappeti
BATTISCOPA,Listello alla base del muro
BATTISTA,Il santo che battezzò Gesù nel Giordano
BATTISTERO,Dove l'acqua entra nel rito
BATTISTI,L'autore di Emozioni con Mogol
BATTITO,Il colpo ritmico del cuore
BATTITO,Ritmo del cuore o d'ali
BATTITO,Una forma specifica di suono
BATTO,Colpo ripetutamente
BATTUTA,Colpo che mette la palla in gioco
BATTUTA,Unità ritmica delimitata dalle stanghette in musica
BAUDELAIRE,Autore di versi dei Fiori del male
BAUDELAIRE,Poeta dei Fiori del male
BAUDO,"Il presentatore di Sanremo per antonomasia, Pippo"
BAUHAUS,La scuola tedesca di design del Novecento
BAULE,Cassa da viaggio
BAULE,Grosso contenitore da viaggio
BAULE,Il vano bagagli dell'auto
BAULE,Può assumere il significato di bagagliaio
BAULI,Custodiscono corredi e ricordi
BAVAGLINO,Protegge la pappa dei neonati
BAVAGLIO,Imporre il...: censurare
BAVAGLIO,Panno per il neonato a tavola
BAVAGLIO,Si mette ai bimbi mentre mangiano
BAVIERA,Regione tedesca di castelli e birra
BAZAR,Il mercato coperto orientale
BE,Iniziali del musicista Eno
BE,Iniziali della cantante Eilish
BE,"Sii, in inglese"
BE,Simbolo chimico del berillio
BEA,Un comune diminutivo femminile
BEA,Rende felice in forma letteraria
BEAGLE,Il cane da seguita dalle orecchie lunghe
BEAGLE,Snoopy è un cane di questa razza
BEARZOT,Il ct campione del mondo nel 1982
BEATLES,Il quartetto di Liverpool di Yesterday
BEATO,Chi è un gradino sotto il santo
BEATO,"Felice in terra, ufficiale in cielo"
BEATRICE,La donna guida di Dante
BEBE,"Un figlio giovane, che non ha ancora iniziato a parlare o camminare"
BEBE,Una variante di figlio piccolo
BEBOP,Stile veloce e virtuoso del jazz
BECCA,Afferra col rostro
BECCACCIA,Uccello da caccia dal lungo becco
BECCAFICO,Uccelletto e involtino siciliano
BECCARE,"Cogliere sul fatto, sorprendere"
BECCARE,Prendere col becco
BECCARE,Può rappresentare un modo di cogliere
BECCARIA,Il Cesare di Dei delitti e delle pene
BECCATA,Un esempio riconducibile a commento
BECCATA,Appartiene alla categoria di commento
BECCATO,Preso col becco
BECCHERA,Prenderà col becco
BECCHINO,Si occupa delle sepolture
BECCO,"Il marito tradito, il cornuto"
BECCO,La bocca degli uccelli
BECCO,Non avere il...di un quattrino
BECCO,Una variante di impianto
BECKENBAUER,Il Franz Kaiser del calcio tedesco
BECKHAM,"David, inglese dei cross e delle punizioni"
BECQUEREL,L'unità di radioattività
BEDUINI,Nomadi del deserto arabo
BEETHOVEN,Musicista della Nona e del destino alla porta
BEETHOVEN,Sordo e titanico compositore
BEETLE,Il nome inglese del Maggiolino
BEFANA,Arriva di notte con calze e carbone
BEFANA,Arriva nella notte dell'Epifania
BEFANA,La vecchietta che porta i doni all'Epifania
BEFANA,La vecchina che porta la calza
BEFANE,Arrivano con la scopa e i dolci
BEFFA,Inganno con sorriso amaro
BEFFA,"Oltre al danno, la..."
BEFFA,Può assumere il significato di scherzo
BEFFARDO,Ride dove altri soffrono
BEGONIA,Pianta da vaso con foglie carnose
BEGONIA,Pianta ornamentale dai fiori carnosi
BEHEMOTH,Mostro biblico di immensa forza
BEI,Un esempio riconducibile a governatore
BEIRUT,La capitale del Libano
BEIRUT,Porto libanese affacciato sul Mediterraneo
BELARE,Fare il verso della pecora
BELATO,Il verso della pecora
BELFAST,Capoluogo dell'Irlanda del Nord
BELGIO,Paese di Bruxelles e Bruges
BELGRADO,Capitale serba alla confluenza di Sava e Danubio
BELINELLI,Il cestista italiano campione NBA
BELIZE,Stato centroamericano sulla barriera corallina
BELL,Brevettò il telefono
BELL,"La campana, in inglese"
BELLA,La partita decisiva dello spareggio
BELLA,La...addormentata nel bosco
BELLA,Gradevole alla vista
BELLA,Si può classificare come donna
BELLAGIO,Borgo elegante dove si divide il Lario
BELLE,Le...arti come pittura e scultura
BELLE,Gradevoli alla vista
BELLEROFONTE,Domò Pegaso e affrontò la Chimera
BELLETTO,Trucco da volto e da apparenza
BELLEZZA,Si può classificare come facciata
BELLI,Il poeta romanesco Giuseppe Gioachino...
BELLI,Gradevoli alla vista
BELLINI,Il Vincenzo della Norma
BELLINI,Il cocktail veneziano con prosecco e pesca
BELLINI,Musicista della Norma
BELLISSIMO,Detto di ciò che richiama l’idea di meraviglioso
BELLISSIMO,Può assumere la sfumatura di magico
BELLO,Categoria estetica e complimento facile
BELLO,Sul più...: nel momento culminante
BELLO,Un esempio riconducibile a buono
BELLUCCI,La Monica attrice umbra
BELMOPAN,La capitale del Belize
BELVA,Animale feroce e persona crudele
BELVA,"Animale feroce, anche in senso figurato"
BELVA,La persona crudele e furiosa
BELVE,Ruggiscono in modo feroce
BELVEDERE,Luogo fatto per guardare bene
BELVEDERE,Punto alto da cui si gode il panorama
BELZEBU,Principe dei demoni
BEMOLLE,Abbassa una nota senza far rumore
BEN,Avverbio positivo in forma tronca
BEN,Big...: la grande campana dell'orologio di Londra
BEN,Il nome dell'attore Affleck
BEN,Con una sfumatura che richiama molto
BENDA,La fascia che copre gli occhi o la ferita
BENDA,Nasconde una ferita o un occhio
BENDA,Una nozione collegata a fascia
BENDAGGIO,Fascia una ferita dopo la medicazione
BENDAGGIO,Fasciatura di una ferita
BENDARE,Fasciare con bende
BENDATO,Fasciato con bende
BENDO,Avvolgo con garze
BENE,Lo si oppone al male e lo si vuole
BENE,Star...: godere di buona salute
BENE,Completa la frase: «stringi … il coperchio»
BENEDETTO,Il fondatore del monachesimo occidentale
BENEDETTO,Con un significato vicino a santo
BENEDETTO,Può assumere la sfumatura di sacro
BENEDIZIONE,Si può classificare come sostegno
BENEDIZIONE,Una variante di fortuna
BENEFICENZA,Si può classificare come benevolenza
BENEFICENZA,Aiuto offerto a chi è in difficoltà
BENEFICIARIO,Si può classificare come ricevente
BENEFICIO,Una manifestazione di atto di cortesia
BENEFICIO,Una variante di atto di cortesia
BENEFICO,Si avvicina all’azione di salutare
BENEFICO,Può assumere la sfumatura di vantaggioso
BENESSERE,Una variante di ricchezza
BENETTON,Il marchio veneto dei colori uniti
BENEVOLENZA,Può assumere il significato di grazia
BENFICA,Il club portoghese di Lisbona delle aquile
BENGALA,Fuoco del...: il razzo luminoso di segnalazione
BENGALA,Il gatto domestico dal manto maculato
BENGALESI,Popolo del Bengala
BENIAMINO,Appartiene alla categoria di amante
BENIAMINO,Rientra nel campo di amante
BENIGNI,Il Roberto de La vita è bella
BENIGNO,Può assumere la sfumatura di buono
BENIGNO,"Gentile, secondo il contesto"
BENIN,Stato africano affacciato sul golfo di Guinea
BENJAMIN,Il curioso caso di...Button
BENJAMIN,Il nome dello statista e inventore Franklin
BENJI,Il portiere dei cartoni amico di Holly
BENVENUTO,"Richiesto, secondo il contesto"
BENVENUTO,Una nozione collegata a accoglienza
BENZEMA,"Karim, attaccante francese Pallone d'oro 2022"
BENZINA,Carburante dell'auto
BENZINA,Si può classificare come combustibile
BEOZIA,Antica regione greca di Tebe
BEQUADRO,Segno che annulla diesis e bemolle
BERBERI,Popolo autoctono del Nordafrica
BERE,Darla a...: far credere una frottola
BERE,Disseta senza forchetta
BERE,Portare liquidi alla bocca
BERE,Una particolare maniera di assumere
BERGAMO,Città lombarda con la Città Alta
BERGAMOTTO,Agrume calabrese usato in profumeria
BERGEN,Porto della Norvegia
BERGMAN,"Ingrid..., l'attrice di Casablanca"
BERGMAN,Regista svedese del Settimo sigillo
BERGOGLIO,Il cognome di papa Francesco
