soluzione,definizione
EDWARD,Il nome del pittore americano Hopper
EFEBO,Giovinetto nell'antica Grecia
EFELIDE,La piccola macchia della pelle al sole
EFEMERA,Insetto dalla vita brevissima
EFESO,Città antica del tempio di Artemide
EFESTO,Fabbro zoppo dell'Olimpo
EFFERATA,Crudele oltre misura
EFFERATE,Crudeli oltre misura
EFFERATI,Crudeli oltre misura
EFFERATO,Crudele oltre la misura
EFFETTIVAMENTE,Un possibile significato è «davvero»
EFFETTIVAMENTE,Un possibile significato è «infatti»
EFFETTIVO,Un possibile significato è «forza»
EFFETTIVO,Un possibile significato è «reale»
EFFETTO,Può significare «forza»
EFFETTO,"In una sua accezione, «tratta»"
EFFETTUARE,Vale anche «realizzare»
EFFETTUARE,Può significare «svolgere»
EFFICACE,Vale anche «valido»
EFFICACIA,Vale anche «bontà»
EFFICIENZA,Vale anche «resa»
EFFIGE,Immagine ufficiale da moneta o medaglia
EFFIGE,L'immagine impressa su monete e francobolli
EFFIGIE,Immagine impressa su monete o medaglie
EFFIMERA,Dura poco anche quando non è insetto
EFFIMERE,Di breve durata
EFFIMERI,Di breve durata
EFFIMERO,Di breve durata
EFFIMERO,Un possibile significato è «breve»
EFFIMERO,Un possibile significato è «straordinario»
EGADI,Arcipelago a ovest della Sicilia
EGEMONIA,Vale anche «dominio»
EGEMONIA,"In una sua accezione, «sovranità»"
EGEO,Il mare del mito di Teseo
EGEO,Il re padre di Teseo
EGIDA,Protezione autorevole sotto cui ci si pone
EGIDA,"Protezione autorevole, da scudo divino"
EGIDA,Vale anche «auspicio»
EGITTO,Paese delle piramidi e del Nilo
EGO,L'io quando si mette in analisi
EGO,"L'io, in latino"
EGONU,"Paola, schiacciatrice azzurra del volley"
EGREGIAMENTE,Un possibile significato è «ottimamente»
EGUAGLIANZA,"In una sua accezione, «parità»"
EGUAGLIANZA,Un possibile significato è «uguaglianza»
EIFFEL,L'ingegnere della torre di Parigi
EINAUDI,Il Luigi economista e presidente
EINAUDI,La casa editrice torinese dello struzzo
EINSTEIN,L'Albert della relatività
EIRE,Irlanda in forma poetica e politica
ELABORATA,Può esserlo una lama costruita con cura
ELABORATE,Possono esserlo lame costruite con cura
ELABORATI,Possono esserlo lavori costruiti con cura
ELABORATO,Può esserlo un lavoro costruito con cura
ELABORATO,Può significare «relazione»
ELABORATO,Vale anche «componimento»
ELABORAZIONE,"In una sua accezione, «smaltimento»"
ELABORAZIONE,Può significare «digestione»
ELASTICA,Può esserlo una molla che torna in forma
ELASTICHE,Possono esserlo molle che tornano in forma
ELASTICI,Possono esserlo materiali che tornano in forma
ELASTICITA,Può significare «flessibilità»
ELASTICITA,Può significare «agilità»
ELASTICO,Si allunga e ritorna
ELASTICO,Si allunga e torna indietro
ELASTICO,Torna indietro quando lo tiri
ELBA,Fiume tedesco che passa per Dresda
ELBA,Isola dell'esilio napoleonico
ELBRUS,La vetta più alta d'Europa nel Caucaso
ELEFANTE,Animale dalla proboscide
ELEFANTE,"Ha zanne, proboscide e memoria proverbiale"
ELEFANTE,Pachiderma dalla memoria proverbiale
ELEFANTE,Un...in una cristalleria: il goffo che fa danni
ELEFANTI,Hanno proboscide e memoria proverbiale
ELEGANTE,Può esserlo un abito di buon gusto
ELEGANTE,Un possibile significato è «bene»
ELEGANTE,Tra i suoi significati: «chic»
ELEGANTI,Possono esserlo abiti di buon gusto
ELEGANZA,Sa farsi notare senza gridare
ELEGANZA,"In una sua accezione, «distinzione»"
ELEGANZA,Può significare «finezza»
ELEGIA,Canto malinconico da antichi poeti
ELEGIACO,Tono di malinconia poetica
ELEMENTALE,Spirito legato a un elemento naturale
ELEMENTARE,Un possibile significato è «primitivo»
ELEMENTO,Un possibile significato è «numero»
ELEMENTO,Tra i suoi significati: «originale»
ELEMOSINA,Tra i suoi significati: «carità»
ELENA,"L'isola dove morì Napoleone, Sant'..."
ELENA,La bella causa della guerra di Troia
ELENA,La bellezza che fece muovere mille navi
ELENCA,Mette in lista
ELENCARE,Mettere in lista
ELENCATO,Messo in lista
ELENCHERA,Metterà in lista
ELENCO,Mette nomi o cose uno sotto l'altro
ELENCO,Metto in lista
ELENCO,Quello del telefono con nomi e numeri
ELENCO,Può significare «ruolo»
ELETTRA,Il complesso di...femminile secondo Jung
ELETTRA,La figlia di Agamennone vendicatrice del padre
ELETTRICISTA,Installa e ripara impianti elettrici
ELETTRICITA,Vale anche «luce»
ELETTRO,Lega antica di oro e argento
ELETTROCARDIOGRAMMA,Il tracciato dell'attività del cuore
ELETTRODOMESTICO,Aiuta in casa usando corrente
ELETTROLISI,La scomposizione chimica con la corrente
ELETTRONE,Particella con carica negativa
ELEVA,Porta più in alto
ELEVARE,Portare più in alto
ELEVARE,Tra i suoi significati: «costruire»
ELEVARE,Vale anche «assumere»
ELEVATO,Portato più in alto
ELEVATO,Un possibile significato è «forte»
ELEVATO,Vale anche «maggiore»
ELEVAZIONE,"In una sua accezione, «rialzo»"
ELEVAZIONE,Può significare «innalzamento»
ELEVEN,La ragazzina dai poteri di Stranger Things
ELEVO,Porto più in alto
ELEZIONE,Scelta fatta con il voto
ELEZIONI,Portano gli elettori alle urne
ELFI,Piccoli esseri dei boschi fantastici
ELFO,Creatura a orecchie a punta del Signore degli Anelli
ELFO,Creatura fantastica dei boschi
ELFO,Creatura minuta dei boschi fantastici
ELFO,Piccolo essere da boschi nordici
ELGRECO,Il pittore cretese di Toledo
ELI,Il nome del predicatore biblico
ELI,Il sacerdote che allevò il piccolo Samuele
ELIA,Profeta rapito su un carro di fuoco
ELIAS,Il nome dell'inventore della macchina da cucire Howe
ELICA,Fa avanzare barche e aerei
ELICA,La doppia...del DNA
ELICA,La pala rotante dell'aereo e della nave
ELICA,Spinge aerei e navi
ELICHE,Girano spingendo aria o acqua
ELICONA,"Monte delle Muse, non solo forma a spirale"
ELICOTTERO,Velivolo che si solleva girando
ELICOTTERO,Vola restando sospeso con pale rotanti
ELICRISO,Pianta mediterranea dal profumo di liquirizia
ELIJAH,Il nome dell'attore Wood del Signore degli Anelli
ELIMINA,Toglie di mezzo
ELIMINARE,Togliere di mezzo
ELIMINARE,Tra i suoi significati: «togliere»
ELIMINARE,"In una sua accezione, «cancellare»"
ELIMINATO,Tolto di mezzo
ELIMINO,Tolgo di mezzo
ELIO,Gas nobile dei palloncini
ELIO,Il leader delle Storie Tese
ELIOS,Il dio greco del sole
ELIOT,Il nome dell'agente Ness degli Intoccabili
ELIOT,"T.S. ..., il poeta della Terra desolata"
ELISA,La cantante friulana di Luce
ELISA,Per...: la bagatella di Beethoven
ELISEO,Il palazzo del presidente francese
ELISEO,Profeta discepolo di Elia
ELISI,Il soggiorno beato dei morti virtuosi
ELISIO,Luogo beato oltre la morte classica
ELISIR,Bevanda favolosa di lunga vita
ELISIR,"L'opera comica di Donizetti, l'...d'amore"
ELISIR,La pozione magica di lunga vita
ELISIR,Liquido miracoloso da alchimisti
ELISIR,Pozione che promette salute o giovinezza
ELITE,La cerchia ristretta dei privilegiati
ELITE,"Pochi scelti, spesso molto visibili"
ELIZABETH,Il nome della regina d'Inghilterra II
ELLEBORO,Fiore invernale detto rosa di Natale
ELLEN,Il nome della conduttrice DeGeneres
ELLINGTON,"Il grande compositore e pianista jazz, Duke"
ELLIOTT,Il nome del bimbo amico di E.T
ELLISSE,Curva piana con due fuochi
ELMI,Proteggono teste di guerrieri
ELMO,Antica protezione del capo
ELMO,Il...di Scipio dell'inno di Mameli
ELMO,Proteggeva il capo di guerrieri e cavalieri
ELMO,Proteggeva la testa del guerriero
ELOCUZIONE,Modo di parlare più che contenuto
ELODIE,La cantante romana pop italiana
ELOGIAI,Passato remoto: Dire lodi
ELOGIO,La lode aperta e sincera
ELOGIO,"In una sua accezione, «approvazione»"
ELOGIO,Tra i suoi significati: «congratulazioni»
ELOQUENTE,Tra i suoi significati: «forte»
ELOQUENTE,Vale anche «bello»
ELOQUIO,Modo di parlare più che contenuto
ELSA,Il nome della protagonista di Frozen
ELSA,"L'...della spada, l'impugnatura"
ELSA,La Morante de La Storia
ELSA,Parte della spada che ripara la mano
ELTON,Il John pianista di Your Song
ELUCUBRAZIONE,Ragionamento faticoso e notturno
ELUDERE,"In una sua accezione, «evitare»"
ELUDERE,Può significare «sfuggire»
ELUSE,Sfuggì all'obbligo
ELUSIVE,Che sfugge alla presa
ELVIS,Il nome del re del rock Presley
ELWOOD,Il nome del Blues Brother interpretato da Aykroyd
EMACIATA,Può esserlo una tinta magra e pallida
EMACIATE,Possono esserlo tinte magre e pallide
EMACIATI,Possono esserlo colori magri e pallidi
EMACIATO,Può esserlo un colore magro e pallido
EMAIL,La posta elettronica
EMANARE,"In una sua accezione, «sviluppare»"
EMANARE,Vale anche «diffondere»
EMANAZIONE,Tra i suoi significati: «emissione»
EMANCIPAZIONE,"In una sua accezione, «liberazione»"
EMATITE,Minerale del ferro dal colore rossastro
EMATITE,Minerale del ferro dal riflesso metallico
EMATOLOGIA,La medicina del sangue
EMBLEMA,Figura che rappresenta un'idea o una famiglia
EMBLEMA,Figura simbolica
EMBLEMA,Il simbolo che rappresenta qualcosa
EMBLEMA,"In una sua accezione, «immagine»"
EMBOLIA,Ostruzione improvvisa di un vaso
EMBRICE,La tegola piana dei tetti antichi
EMBRIOLOGIA,Lo studio dello sviluppo dell'embrione
EMBRIONE,Vita all'inizio del suo sviluppo
EMBRIONE,Vita nelle prime fasi
EMENDAMENTO,Correzione che entra in legge
EMERGENCY,L'organizzazione umanitaria fondata da Gino Strada
EMERGERE,Tra i suoi significati: «distinguersi»
EMERSE,Venne in superficie
EMETTERE,Un possibile significato è «mandare»
EMETTERE,Tra i suoi significati: «sviluppare»
EMICICLO,Mezzo cerchio da parlamenti
EMICRANIA,Forte mal di testa a metà del capo
EMICRANIA,Tra i suoi significati: «cefalea»
EMIGRA,Lascia il proprio Paese
EMIGRANTE,Lascia il proprio Paese per vivere altrove
EMIGRARE,Lasciare il proprio Paese
EMIGRARE,Tra i suoi significati: «migrare»
EMIGRATO,Lasciato il proprio Paese
EMIGRATO,Un possibile significato è «esule»
EMIGRAZIONE,Trasferimento stabile verso un altro Paese
EMIGRO,Lascio il proprio Paese
EMIL,Il nome del maratoneta Zatopek
EMILY,Il nome della poetessa americana Dickinson
EMINEM,Il rapper bianco di Detroit
EMINENTE,Tra i suoi significati: «importante»
EMINENTE,Un possibile significato è «insigne»
EMINENZA,"In una sua accezione, «altezza»"
EMINENZA,Vale anche «spicco»
EMIR,Titolo arabo da palazzo
EMIRO,Principe di un paese arabo
EMIS,Il Killa rapper di Parole di ghiaccio
EMISFERO,Metà di globo o di cervello
EMISFERO,"Mezza sfera, anche del cervello"
EMISSIONE,Un possibile significato è «emanazione»
EMISTICHIO,Metà di verso per chi misura poesia
EMITTENTE,Un possibile significato è «rete»
EMITTENTE,Tra i suoi significati: «canale»
EMMA,"...Bovary, l'eroina del romanzo di Flaubert"
EMMA,Il nome dell'attrice Watson di Harry Potter
EMMA,La cantante salentina Marrone
EMMAUS,Villaggio dell'apparizione di Gesù risorto
EMMENTAL,Formaggio svizzero coi buchi
EMMETT,Il nome dello scienziato Doc di Ritorno al Futuro
EMO,Lo stile giovanile dark e malinconico
EMO,Sangue in forma di prefisso
EMOFILIA,Malattia che impedisce la coagulazione
EMOGLOBINA,Proteina che trasporta l'ossigeno
EMOJI,Faccina colorata dei messaggi
EMOLISI,Rottura dei globuli rossi
EMOTICON,Faccina fatta di segni di punteggiatura
EMOZIONANTE,Può significare «eccitante»
EMOZIONANTE,Un possibile significato è «mozzafiato»
EMOZIONE,Il battito forte di un sentimento
EMOZIONE,Moto improvviso dell'animo
EMOZIONE,"In una sua accezione, «commozione»"
EMPIRICO,Si affida all'esperienza prima che alla teoria
EMPIRISMO,La dottrina che fonda il sapere sull'esperienza
EMPORIO,Il grande magazzino fornito di tutto
EMPORIO,Negozio dove si trova un po' di tutto
EMPORIO,Un possibile significato è «deposito»
EMU,Corre in Australia senza prendere il volo
EMU,Grosso uccello australiano che non vola
EMULSIONE,La dispersione di un liquido in un altro
EMUNSE,Trasse fuori
EN,Sigla automobilistica di Enna
ENCAUSTO,Antica tecnica pittorica a cera calda
ENCICLOPEDIA,Raccolta di tutto lo scibile
ENCICLOPEDIA,Un'...ambulante: chi sa tutto
ENCOMIO,"Elogio ufficiale, spesso solenne"
ENCOMIO,Tra i suoi significati: «citazione»
ENCOMIO,Può significare «menzione»
ENDECASILLABO,Verso principe della poesia italiana
ENDEMICO,Proprio di una zona circoscritta
ENDOCRINOLOGIA,La medicina delle ghiandole e degli ormoni
ENDOSCHELETRO,"Scheletro interno, il nostro per esempio"
ENEA,Fuggì da Troia portando il padre sulle spalle
ENEA,L'eroe troiano cantato da Virgilio
ENERGIA,Tra i suoi significati: «forza»
ENERGIA,Può significare «corpo»
ENFASI,Vale anche «rilievo»
ENFASI,Un possibile significato è «accento»
ENFATICA,Può esserlo una frase troppo solenne nel tono
ENFATICHE,Possono esserlo frasi troppo solenni nel tono
ENFATICI,Possono esserlo discorsi troppo solenni nel tono
ENFATICO,Può esserlo un discorso troppo solenne nel tono
ENFISEMA,Dilatazione degli alveoli polmonari
ENI,Il colosso italiano del petrolio e del gas
ENI,Sigla energetica con sei zampe nel marchio
ENIGMA,Domanda che si diverte a restare chiusa
ENIGMA,"Il mistero, l'arcano da svelare"
ENIGMA,Mistero da risolvere
ENIGMA,Quesito oscuro da sciogliere
ENIGMATICA,Può esserlo una frase difficile da decifrare
ENIGMATICHE,Possono esserlo frasi difficili da decifrare
ENIGMATICI,Possono esserlo discorsi difficili da decifrare
ENIGMATICO,Può esserlo un discorso difficile da decifrare
ENIGMI,Mettono alla prova l'ingegno
ENIGMISTICA,L'arte dei rebus e dei cruciverba
ENKI,Il dio sumero delle acque e della saggezza
ENLIL,Il dio sumero del vento
ENNA,Città alta nel cuore della Sicilia
ENOLOGO,L'esperto della produzione del vino
ENORME,Tra i suoi significati: «grande»
ENORME,Può significare «ampio»
ENOTECA,Negozio per chi cerca bottiglie scelte
ENOTECA,Negozio specializzato in vini
ENSEMBLE,Tra i suoi significati: «insieme»
ENSEMBLE,Vale anche «complesso»
ENTALPIA,Il contenuto termico di un sistema
ENTE,L'...lirico che gestisce il teatro d'opera
ENTE,Soggetto giuridico senza corpo
ENTE,Può significare «istituto»
ENTITA,Vale anche «misura»
ENTOMOLOGIA,Scienza degli insetti
ENTOURAGE,Il seguito di persone attorno a un personaggio
ENTOURAGE,Tra i suoi significati: «seguito»
ENTOURAGE,Può significare «cerchia»
ENTRA,Passa verso l'interno
ENTRAI,Passai verso l'interno
ENTRARE,Passare verso l'interno
ENTRARE,"In una sua accezione, «unirsi»"
ENTRATA,Tra i suoi significati: «accesso»
ENTRATA,Un possibile significato è «utile»
ENTRATE,"In una sua accezione, «incasso»"
ENTRATE,Tra i suoi significati: «introito»
ENTRATO,Passato verso l'interno
ENTREE,La portata d'apertura del pasto
ENTRO,...le otto: prima di quell'ora
ENTRO,Passo verso l'interno
ENTROPIA,Disordine che ha dignità fisica
ENTUSIASMANTE,Vale anche «emozionante»
ENTUSIASMANTE,Tra i suoi significati: «eccitante»
ENTUSIASMO,Lo slancio di chi è pieno di voglia
ENTUSIASMO,"In una sua accezione, «amore»"
ENTUSIASMO,Vale anche «esaltazione»
ENTUSIASTA,Può significare «appassionato»
ENTUSIASTA,Può significare «patito»
ENZIMA,Lavora nelle cellule senza consumarsi
EOLIA,Terra mitica dei venti
EOLO,Il dio dei venti
EOLO,Uno dei sette nani di Biancaneve
EOS,La dea greca dell'aurora
EOS,Una nota linea di fotocamere Canon
EPATITE,Infiammazione del fegato
EPATOLOGIA,La medicina del fegato
EPICA,Racconta eroi e imprese leggendarie
EPICA,Vale anche «epopea»
EPICENTRO,Punto in superficie sopra il sisma
EPICUREISMO,La filosofia del piacere misurato
EPICURO,Filosofo del piacere sereno
EPICURO,Il filosofo del Giardino
EPIDAURO,Antica città greca dal celebre teatro
EPIDEMIA,Tra i suoi significati: «contagio»
EPIDEMIA,"In una sua accezione, «morbo»"
EPIDEMIOLOGIA,Lo studio della diffusione delle malattie
EPIDERMIDE,La parte più esterna della pelle
EPIGONO,Seguace venuto dopo i grandi
EPIGRAFE,Parole incise per durare
EPIGRAFE,Scritta breve incisa su pietra
EPIGRAFE,Può significare «dedica»
EPILOGO,Chiude la storia quando tutto sembra fatto
EPILOGO,La conclusione che chiude la vicenda
EPILOGO,Può significare «fine»
EPIRO,Regione storica della Grecia nord-occidentale
EPISCOPALE,Vale anche «vescovile»
EPISCOPALE,Può significare «sacerdotale»
EPISODIO,Un possibile significato è «caso»
EPISODIO,Vale anche «puntata»
EPISTEMOLOGIA,La filosofia della scienza
EPITAFFIO,L'iscrizione sopra una tomba
EPITAFFIO,Parole incise su una tomba
EPITELIO,Tessuto che riveste superfici e cavità
EPITETO,Nome aggiunto per qualità o vizio
EPITETO,Tra i suoi significati: «offesa»
EPITETO,"In una sua accezione, «insulto»"
EPOCA,Periodo riconoscibile a posteriori
EPOCA,Quella geologica della Terra
EPOCA,Vale anche «era»
EPOPEA,Grande narrazione eroica
EPOPEA,"In una sua accezione, «epica»"
EPSILON,Piccola quantità per matematici e greci
EPTATHLON,Prova femminile in sette specialità
EQUAMENTE,Vale anche «ugualmente»
EQUANIME,Giusto e imparziale
EQUANIMI,Giusti e imparziali
EQUATORE,Divide la Terra in due emisferi
EQUATORE,Il parallelo massimo della Terra
EQUILIBRATO,Può significare «bilanciato»
EQUILIBRIO,Tiene in piedi funamboli e bilanci
EQUILIBRIO,Vale anche «misura»
EQUILIBRIO,"In una sua accezione, «armonia»"
EQUINOZIO,Giorno in equilibrio fra luce e buio
EQUIPAGGERA,Fornirà il necessario
EQUIPAGGIA,Fornisce il necessario
EQUIPAGGIAMENTO,Tra i suoi significati: «batteria»
EQUIPAGGIAMENTO,Tra i suoi significati: «corredo»
EQUIPAGGIARE,Fornire il necessario
EQUIPAGGIATO,Fornito del necessario
EQUIPAGGIO,Personale di bordo
EQUIPAGGIO,Può significare «ciurma»
EQUIPE,Tra i suoi significati: «squadra»
EQUIPE,Vale anche «team»
EQUITA,"In una sua accezione, «onestà»"
EQUITA,Vale anche «imparzialità»
EQUIVALENTE,Può significare «indicato»
EQUIVALENTE,Tra i suoi significati: «adatto»
EQUIVOCO,Ambiguo e poco chiaro
EQUIVOCO,"In una sua accezione, «ambiguo»"
EQUIVOCO,Un possibile significato è «incomprensione»
EQUO,Vale anche «giusto»
EQUULEUS,Il Cavallino fra le costellazioni
ER,"Il, nel dialetto romanesco"
ER,La serie tv ambientata in un pronto soccorso
ER,Simbolo chimico dell'erbio
ERA,"L'...glaciale, il film d'animazione coi mammut"
ERA,Tempo lungo o voce del verbo essere
ERA,Tra i suoi significati: «anno»
ERACLE,Il protagonista delle dodici fatiche
ERACLE,L'eroe greco delle dodici fatiche
ERARIO,Cassa dello Stato
ERAT,Era nelle versioni di latino
ERATO,La musa della poesia amorosa
ERATOSTENE,Misurò la circonferenza terrestre
ERBA,Il manto verde del prato
ERBA,La calpestano mucche e calciatori
ERBA,"La marijuana, in gergo"
ERBA,Tappeto verde dei prati
ERBACIPOLLINA,Erba aromatica dal gusto di cipolla
ERBARIO,Raccolta di piante essiccate
ERBORISTA,"Conosce infusi, radici e rimedi vegetali"
ERBORISTERIA,Negozio di tisane e rimedi naturali
ERCOLANO,Città romana sepolta dall'eruzione del 79
ERCOLE,Forza mitologica in sei lettere
ERCOLE,L'eroe mitico dalle dodici fatiche
EREBO,La tenebra degli inferi greci
EREDITA,Beni lasciati da chi muore
EREDITA,Tra i suoi significati: «patrimonio»
EREDITA,Un possibile significato è «legato»
EREMO,Rifugio solitario del religioso
EREMO,Rifugio solitario di chi lascia il mondo
EREMO,Ritiro solitario
ERESIA,Idea religiosa fuori dal solco
ERESIA,"Una vera...: un'enormità, una bestemmia laica"
ERESIA,"In una sua accezione, «maledizione»"
ERETTA,Può esserlo una linea ben diritto
ERETTE,Possono esserlo linee ben diritto
ERETTI,Possono esserlo profili ben diritto
ERETTO,Può esserlo un profilo ben diritto
ERETTO,Tra i suoi significati: «diritto»
EREZIONE,"In una sua accezione, «costruzione»"
EREZIONE,Tra i suoi significati: «edificazione»
ERGASTOLO,Condanna che può durare tutta la vita
ERGASTOLO,Tra i suoi significati: «prigione»
ERGASTOLO,Vale anche «carcere»
ERIC,Il nome del chitarrista Clapton
ERIC,Il principe della Sirenetta Disney
ERICE,Borgo siciliano alto sopra Trapani
ERICE,Borgo siciliano sul monte omonimo
ERIDANO,Il lungo fiume celeste
ERIE,Uno dei Grandi Laghi americani
ERIGERE,Vale anche «creare»
ERIGERE,Tra i suoi significati: «costruire»
ERIK,Il fantasma dell'Opera
ERIK,Il nome del navigatore vichingo il Rosso
ERINNI,Le dee greche della vendetta
ERIS,Dea della discordia nel mito greco
ERITREA,Paese africano sul mar Rosso
ERMA,Pilastro con busto scolpito in cima
ERMELLINO,Pelliccia regale o piccolo mustelide
ERMELLINO,Piccolo carnivoro dalla pelliccia candida d'inverno
ERMENEUTICA,Arte di interpretare testi difficili
ERMES,Il messaggero degli dei greci
ERMETE,Dio dei messaggi e delle soglie
ERMETE,Messaggero degli dei con sandali alati
ERMETICA,Chiusa bene o oscura
ERMETICHE,Chiuse bene o oscure
ERMETICI,Chiusi bene o oscuri
ERMETICO,Chiuso in modo perfetto o difficile da capire
ERMETICO,Chiuso bene o oscuro
ERMITAGE,Il grande museo di San Pietroburgo
ERMO,"Solitario, come il colle leopardiano"
ERNEST,Il nome dello scrittore Hemingway
ERNIE,Il nome del Muppet amico di Bert
ERO,"Fui, in tre lettere"
ERO,La sacerdotessa amata da Leandro
ERODE,Il re della strage degli innocenti
EROE,Fa imprese che altri raccontano
EROE,"L'...dei due mondi, Garibaldi"
EROE,Protagonista coraggioso
EROGARE,Può significare «fornire»
EROGARE,Un possibile significato è «provvedere»
EROGATORE,"Lascia uscire acqua, benzina o sapone"
EROGAZIONE,"In una sua accezione, «distribuzione»"
EROGAZIONE,"In una sua accezione, «riserva»"
EROI,Compiono imprese memorabili
EROINA,Protagonista coraggiosa di romanzi e imprese
EROINA,Vale anche «ero»
EROISMO,Tra i suoi significati: «forza»
EROISMO,Vale anche «valore»
