soluzione,definizione
UGGIOSA,"Triste e monotona, come una giornata grigia"
UGGIOSE,"Tristi e monotone, come certe giornate"
UGGIOSI,"Tristi e monotoni, come certi pomeriggi"
UGGIOSO,"Triste e monotono, privo di vivacità"
UGOLA,Oscilla nella parte posteriore della bocca
UGOLA,Piccola appendice sospesa in fondo al palato
UGUAGLIANZA,Parità di diritti e opportunità
UGUAGLIANZA,Principio che esclude privilegi ingiustificati
UGUALE,Né maggiore né minore
UGUALE,Privo di differenze rispetto a un altro
UGUALI,Identici per valore o caratteristiche
UGUALI,Privi di differenze rilevanti
UGUALMENTE,Nello stesso modo
UIGURI,Popolo turcofono della Cina occidentale
UKULELE,Piccolo strumento hawaiano a quattro corde
ULANBATOR,Capitale della Mongolia
ULCERA,Lesione aperta che guarisce con difficoltà
ULCERA,Piaga persistente della pelle o di una mucosa
ULCERE,Lesioni aperte che guariscono con difficoltà
ULCERE,Piaghe persistenti della pelle o delle mucose
ULISSE,Dà il nome a un programma divulgativo di Alberto Angela
ULISSE,Il re di Itaca celebre per l'astuzia
ULISSE,Impiegò dieci anni a tornare da Troia
ULISSE,L'eroe dell'Odissea
ULIVETO,Terreno coltivato con alberi da olio
ULIVI,Danno frutti destinati spesso al frantoio
ULIVO,Albero mediterraneo da cui si ricava un noto olio
ULIVO,Ha foglie argentee e frutti da frantoio
ULIVO,Il suo ramo è simbolo di pace
ULIVO,Pianta secolare tipica del Mediterraneo
ULNA,Osso dell'avambraccio accanto al radio
ULTERIORE,Che si aggiunge a quanto già considerato
ULTERIORE,Posto oltre un limite già raggiunto
ULTERIORE,Successivo o supplementare
ULTERIORMENTE,Ancora di più o in seguito
ULTIMA,"Che viene dopo tutte le altre, al femminile"
ULTIMA,La più recente o conclusiva di una serie
ULTIMAMENTE,In tempi recenti
ULTIMO,All'estremo di una serie
ULTIMO,Che viene dopo tutti gli altri
ULTIMO,Nome d'arte di Niccolò Moriconi
ULTRAS,Sostenitore organizzato della curva
ULULA,Emette il lungo verso del lupo
ULULA,Lancia un grido prolungato e lamentoso
ULULANO,Emettono versi lunghi e lamentosi
ULULANO,Gridano come un branco nella notte
ULULARE,Emettere un verso lungo e lamentoso
ULULARE,Gridare come un lupo nella notte
ULULATE,Avete emesso grida lunghe e lamentose
ULULATE,Gridate come lupi nella notte
ULULATI,Grida notturne tipiche dei lupi
ULULATI,Versi lunghi e lamentosi
ULULATO,Il verso prolungato del lupo
ULULATO,Voce lunga che rompe il silenzio della notte
UMANA,Comprensiva verso debolezze e sofferenze
UMANA,Propria della nostra specie
UMANE,Comprensive verso debolezze e sofferenze
UMANE,Proprie della nostra specie
UMANESIMO,Movimento culturale che riscoprì i classici
UMANI,Appartenenti alla nostra specie
UMANI,Capaci di compassione e comprensione
UMANITA,Compassione verso chi soffre
UMANITA,Tutte le persone del pianeta
UMANITARIO,Volto ad alleviare sofferenze e bisogni
UMANO,Capace di comprensione e pietà
UMANO,Proprio della nostra specie
UMBRA,Originaria della regione di Perugia
UMBRA,Proveniente dal cuore verde d’Italia
UMBRE,Originarie della regione di Perugia
UMBRE,Provenienti dal cuore verde d’Italia
UMBRI,Antico popolo dell'Italia centrale
UMBRIA,Regione italiana senza sbocco sul mare
UMBRO,Originario della regione di Perugia
UMBRO,Proveniente dal cuore verde d’Italia
UMIDA,Leggermente bagnata
UMIDE,Leggermente bagnate
UMIDI,Leggermente bagnati
UMIDIFICATORE,Apparecchio che aumenta il vapore nell'aria
UMIDO,Contrario di asciutto
UMIDO,Leggermente bagnato
UMILE,Modesto e privo di superbia
UMILE,Non si mette su un piedistallo
UMILIATO,Costretto ad abbassare la testa
UMILIATO,Ferito nell'orgoglio
UMILTA,Assenza di superbia
UMILTA,Virtù di chi non si ritiene superiore
UMORE,Disposizione emotiva del momento
UMORE,Il buono o cattivo stato d'animo
UMORE,Nella medicina antica era anche un liquido corporeo
UMORI,Liquidi organici nella medicina antica
UMORI,Stati d’animo variabili
UMORISMO,Capacità di cogliere il lato comico
UMORISMO,Fa sorridere senza essere per forza una barzelletta
UNCINETTO,Piccolo ferro ad amo per lavori di filo
UNCINI,Estremità adoperate per afferrare o trattenere
UNCINI,Ganci ricurvi e appuntiti
UNCINO,Ferro ricurvo usato per agganciare
UNCINO,Gancio appuntito e ricurvo
UNCINO,Il capitano nemico di Peter Pan
UNDICI,I giocatori schierati da una squadra di calcio
UNDICI,Il numero che segue il dieci
UNESCO,"Agenzia ONU per istruzione, scienza e cultura"
UNGARETTI,Il Giuseppe autore de L'Allegria
UNGE,Cosparge con una sostanza grassa
UNGE,Lubrifica una superficie
UNGERE,Cospargere con una sostanza grassa
UNGERE,Lubrificare una superficie o un meccanismo
UNGHIA,Lamina dura all'estremità delle dita
UNGHIA,Pagare sull'... significa farlo subito
UNGHIA,Può graffiare o spezzarsi
UNGHIATE,Colpi lasciati da artigli o mani
UNGHIATE,Graffi inferti con le estremità delle dita
UNGHIE,Artigli appiattiti che crescono continuamente
UNGHIE,Lamine dure sulle estremità delle dita
UNGI,Cospargi con una sostanza grassa
UNGI,Lubrifica prima di cuocere o muovere
UNGONO,Cospargono con sostanze grasse
UNGONO,Lubrificano superfici o meccanismi
UNGUENTI,Pomate usate per lenire o proteggere
UNGUENTI,Preparati grassi da applicare sulla pelle
UNGUENTO,Pomata impiegata per curare o consacrare
UNGUENTO,Preparato grasso da spalmare sulla pelle
UNGUENTO,Rimedio semisolido per uso esterno
UNICA,Priva di alternative equivalenti
UNICA,Sola nel suo genere
UNICAMENTE,In modo esclusivo
UNICAMENTE,Soltanto e senza eccezioni
UNICEF,Agenzia ONU dedicata all'infanzia
UNICHE,Prive di alternative equivalenti
UNICHE,Sole nel loro genere
UNICI,Privi di alternative equivalenti
UNICI,Soli nel loro genere
UNICITA,Carattere di ciò che non ha eguali
UNICO,Eccezionale e irripetibile
UNICO,Solo nel suo genere
UNICORNI,Animali fantastici con un solo corno
UNICORNO,Creatura fiabesca simile a un cavallo
UNIFICARE,Dare una struttura comune a parti diverse
UNIFICARE,Riunire elementi separati in un solo insieme
UNIFICAZIONE,Processo che riunisce parti separate
UNIFORME,Abito regolamentare di militari o addetti
UNIFORME,Identico in ogni punto
UNIFORME,"Lo indossano agenti, soldati e molte squadre"
UNIFORMI,Divise indossate dai membri di un corpo
UNIFORMI,Uguali per forma e aspetto
UNIONE,"Fa la forza, secondo il proverbio"
UNIONE,L'... Europea con sede a Bruxelles
UNIONE,L'... Sovietica fu dissolta nel 1991
UNIONE,Legame tra elementi o persone
UNIONI,Insiemi ottenuti riunendo più elementi
UNIONI,"Legami tra persone, gruppi o territori"
UNIQLO,Catena giapponese di abbigliamento essenziale
UNIRE,Collegare ciò che era separato
UNIRE,L'... fa la forza
UNIRE,Mettere insieme elementi distinti
UNIRSI,Entrare a far parte di un gruppo
UNIRSI,Mettersi insieme agli altri
UNISCE,Crea un legame tra persone o cose
UNISCE,Mette insieme ciò che era separato
UNISCI,Crea un legame tra persone o cose
UNISCI,Metti insieme ciò che era separato
UNITA,Compattezza priva di divisioni
UNITA,Elemento singolo di un insieme organizzato
UNITE,Compatte attorno a uno scopo comune
UNITE,Congiunte in un solo insieme
UNITI,Compatti attorno a uno scopo comune
UNITI,Congiunti in un solo insieme
UNIVERSITA,Ateneo in cui si conseguono lauree
UNIVERSITARIO,Relativo a un ateneo
UNIVERSO,"Comprende galassie, stelle e pianeti"
UNIVERSO,Il cosmo nel suo complesso
UNIVERSO,Tutto ciò che esiste nello spazio e nel tempo
UNNI,Guerrieri delle steppe giunti in Europa nel V secolo
UNNI,Popolo nomade guidato da Attila
UNNO,Guerriero del popolo guidato da Attila
UNO,Gioco di carte colorate molto popolare
UNO,Il numero che apre la serie dei naturali positivi
UNTA,Cosparsa di grasso o condimento
UNTA,Sporca per una sostanza oleosa
UNTANO,Cospargono di grasso o condimento
UNTANO,Rendono scivolosa una superficie
UNTARE,Cospargere di grasso o condimento
UNTARE,Rendere scivolosa una superficie
UNTATA,Cosparsa di grasso o condimento
UNTATA,Resa scivolosa da una sostanza oleosa
UNTATE,Cosparse di grasso o condimento
UNTATE,Rese scivolose da sostanze oleose
UNTATI,Cosparsi di grasso o condimento
UNTATI,Resi scivolosi da sostanze oleose
UNTI,Cosparsi di grasso o condimento
UNTI,Sporchi per sostanze oleose
UNTO,Consacrato con olio rituale
UNTO,Sporco o cosparso di grasso
UNTUOSA,Viscida e adulatoria nei modi
UNTUOSE,Viscide e adulatorie nei modi
UNTUOSI,Viscidi e adulatori nei modi
UNTUOSO,Viscido e adulatorio nei modi
UOMINI,Esseri adulti di sesso maschile
UOMINI,"Membri della nostra specie, in senso generale"
UOMO,Completa: «Da sempre l'... sogna di volare»
UOMO,Maschio adulto della specie umana
UOVA,Le depone la gallina
UOVA,Si rompono per preparare una frittata
UOVO,Cercare il pelo nell'... significa cavillare
UOVO,"Meglio oggi della gallina domani, secondo il proverbio"
UOVO,Può diventare un pulcino
UOVO,Quello di Colombo indica una soluzione semplice
UPUPA,Uccello crestato dal lungo becco ricurvo
UPUPE,Uccelli dal ciuffo erettile e dal lungo becco
UPUPE,Volatili dal caratteristico richiamo monotono
UR,Antica città sumera legata ad Abramo
URAGANI,Cicloni tropicali dai venti devastanti
URAGANO,Ciclone tropicale di grande violenza
URAGANO,Ha spesso un occhio relativamente calmo al centro
URAGANO,"In senso figurato, persona incontenibile"
URAGANO,Porta venti fortissimi e piogge torrenziali
URAL,Fiume e catena montuosa fra Europa e Asia
URALI,Monti che segnano convenzionalmente un confine continentale
URANIA,Musa dell'astronomia
URANIA,Storica collana italiana di fantascienza
URANICO,"Relativo al cielo, dal greco"
URANIO,Elemento radioattivo usato anche nei reattori
URANO,Dio greco del cielo e padre dei Titani
URANO,Pianeta azzurrognolo scoperto da William Herschel
URBANA,Cortese e civile nei modi
URBANA,Relativa alla città
URBANE,Cortesi e civili nei modi
URBANE,Relative alla città
URBANI,Cortesi e civili nei modi
URBANI,Relativi alla città
URBANO,Nome pontificale del papa che bandì la prima crociata
URBANO,Tipico della città
URBE,La città per eccellenza nella tradizione latina
URBINO,Città marchigiana legata a Raffaello
URBS,"Città in latino, spesso riferita a Roma"
URDU,Lingua nazionale del Pakistan
URETERE,Condotto che porta l'urina dal rene alla vescica
URI,Cantone svizzero legato a Guglielmo Tell
URI,"Il nome di Geller, celebre illusionista israeliano"
URINANO,Espellono un liquido di scarto
URINANO,Svuotano la vescica
URINARE,Espellere un liquido di scarto
URINARE,Svuotare la vescica
URINATO,Espulso un liquido di scarto
URINATO,Svuotata la vescica
URL,Indirizzo di una risorsa sul web
URLA,Grida a piena voce
URLAI,Gridai a piena voce
URLANO,Alzano molto la voce
URLANO,Gridano con grande forza
URLARE,Alzare molto la voce
URLARE,Gridare a squarciagola
URLATE,Avete alzato molto la voce
URLATE,Grida forti rivolte a qualcuno
URLATI,Gridati con rabbia o paura
URLATI,Pronunciati a voce altissima
URLATO,Gridato a piena voce
URLI,Alzi molto la voce
URLI,Grida forti e improvvise
URLO,Grido che rompe il silenzio
URLO,Il celebre dipinto di Edvard Munch
URLO,Può nascere dalla paura o dal dolore
URLO,Voce improvvisa e molto forte
URNA,Contenitore per ceneri o schede elettorali
URNA,Vi si depone la scheda durante una votazione
URNE,Recipienti per ceneri o schede elettorali
URNE,Vasi usati in funerali e votazioni
URTA,Colpisce accidentalmente
URTAI,Diedi un colpo
URTANO,Colpiscono accidentalmente qualcosa
URTANO,Entrano in contrasto con gusti o sensibilità
URTARE,Colpire accidentalmente qualcosa
URTARE,Entrare in contrasto con gusti o sensibilità
URTATA,Colpita accidentalmente
URTATA,Ferita nei sentimenti o nella sensibilità
URTATE,Colpite accidentalmente
URTATE,Ferite nei sentimenti o nella sensibilità
URTATI,Colpiti accidentalmente
URTATI,Feriti nei sentimenti o nella sensibilità
URTATO,Colpito in uno scontro
URTI,Colpi dovuti a incontri improvvisi
URTI,Contrasti che offendono o infastidiscono
URTICA,Erba che provoca prurito al contatto
URTICA,Pianta dalle foglie irritanti
URTICANTE,Che provoca irritazione al contatto
URTICHE,Erbe che provocano prurito al contatto
URTICHE,Piante dalle foglie irritanti
URTO,Colpo improvviso
URTO,Incontro brusco fra due corpi
URTO,Può lasciare un livido
URUGUAY,Stato sudamericano tra Brasile e Argentina
USA,Adopera qualcosa
USA,Gli Stati Uniti in tre lettere
USA,Si serve di qualcosa
USANO,Si servono di qualcosa
USANZA,Consuetudine radicata nel tempo
USANZA,Pratica tradizionale di una comunità
USARE,Adoperare per uno scopo
USARE,Consumare o logorare con l'impiego
USARE,Servirsi di qualcosa
USATE,Adoperate per uno scopo
USATE,Consumate o logore per l’impiego
USATI,Adoperati per uno scopo
USATI,Già appartenuti a qualcun altro
USATO,Già adoperato o di seconda mano
USAVA,Si serviva di qualcosa
USAVO,Mi servivo di qualcosa
USB,Porta standard per collegare periferiche
USBERGO,Antica corazza formata da anelli metallici
USCIERE,Addetto all'ingresso di uffici o tribunali
USCIERE,Controlla accessi e accompagna i visitatori
USCIO,"Porta di casa, in voce popolare"
USCIRE,... di senno significa perdere la ragione
USCIRE,"Essere pubblicato, detto di un libro"
USCIRE,Lasciare un luogo
USCIRONO,Andarono fuori da un luogo
USCIRONO,Vennero pubblicati o comparvero
USCITA,Modo di abbandonare una scena o una situazione
USCITA,Passaggio che conduce all'esterno
USCITE,Andate fuori da un luogo
USCITE,Movimenti verso l’esterno
USCITI,Andati fuori da un luogo
USCITI,Pubblicati o comparsi da poco
USCIVA,Andava fuori da un luogo
USCIVA,Veniva pubblicato con regolarità
USCIVI,Andavi fuori da un luogo
USCIVI,Ti allontanavi dall’interno
USERA,Si servirà di qualcosa
USERAI,Adopererai qualcosa in futuro
USERAI,Ricorrerai a un mezzo o a un metodo
USEREI,Adopererei qualcosa a una condizione
USEREI,Ricorrerei a un mezzo se necessario
USI,Adoperi qualcosa per uno scopo
USI,Consuetudini diffuse in una comunità
USIGNOLO,Canta soprattutto nelle ore notturne
USIGNOLO,Uccello celebre per il canto melodioso
USINO,Adoperino qualcosa per uno scopo
USINO,Ricorrano a un mezzo o a un metodo
USO,Consuetudine con valore normativo
USO,Impiego pratico di un oggetto
USO,Io adopero qualcosa
USTICA,Isola siciliana amata dai subacquei
USTIONA,Brucia gravemente la pelle
USTIONA,Provoca una lesione con calore o sostanze caustiche
USTIONI,Bruciature della pelle di varia gravità
USTIONI,"Lesioni causate da calore, elettricità o sostanze caustiche"
USURA,Consuma il debitore con tassi eccessivi
USURA,Logorio prodotto dal tempo e dall'impiego
USURA,Prestito a interessi illecitamente elevati
USURAI,Consumai lentamente con l'impiego
USURATO,Logorato dal tempo
USURO,Consumo lentamente con l'impiego
UT,Antico nome della nota do
UT,Prima denominazione del do nel sistema medievale
UTAH,Stato americano del Gran Lago Salato
UTE,Pick-up australiano con cassone posteriore
UTENSILE,Attrezzo impiegato in un lavoro manuale
UTENSILI,Attrezzi presenti in officine e cucine
UTENSILI,Strumenti impiegati nei lavori manuali
UTENTE,Chi adopera un servizio o un sistema
UTENTE,Persona registrata su una piattaforma
UTENTI,Iscritti o clienti di una piattaforma
UTENTI,Persone che adoperano un servizio
UTENZE,"Forniture domestiche di acqua, luce o gas"
UTENZE,Insiemi di persone abilitate a un servizio
UTERO,Accoglie l'embrione durante la gestazione
UTERO,Organo in cui si sviluppa il feto
UTERO,Sede della gravidanza nei mammiferi
UTILE,Che serve a uno scopo
UTILE,Ciò che resta quando i ricavi superano le spese
UTILE,Profitto ottenuto dopo aver sottratto i costi
UTILI,Adatti a soddisfare un bisogno
UTILI,Guadagni ottenuti da un’attività economica
UTILIZZARE,Impiegare una risorsa disponibile
UTILIZZARE,Servirsi di qualcosa per uno scopo
UTILIZZAZIONE,Impiego pratico di una risorsa
UTILIZZAZIONE,Messa a frutto di ciò che è disponibile
UTILIZZO,Impiego concreto di qualcosa
UTILIZZO,Modo in cui un oggetto viene adoperato
UTOPIA,Luogo ideale che non esiste
UTOPICA,Basata su una società perfetta immaginaria
UTOPICA,Ideale ma difficilmente realizzabile
UTOPICI,Basati su società perfette immaginarie
UTOPICI,Ideali ma difficilmente realizzabili
UTOPICO,Basato su una società perfetta immaginaria
UTOPICO,Ideale ma difficilmente realizzabile
UTOPIE,Progetti ideali difficili da realizzare
UTOPIE,Società perfette immaginate da filosofi e scrittori
UVA,Frutto a grappoli della vite
UVA,Può diventare vino o mosto
UVA,Si pigia prima della fermentazione
UVE,Grappoli maturi pronti per la vendemmia
UVETTA,Chicchi secchi usati in panettoni e biscotti
UVETTA,Frutto essiccato presente in molti dolci
UVETTE,Ingredienti frequenti in dolci e impasti
UVETTE,Piccoli acini essiccati e dolci
UZBECA,Appartenente a un popolo dell’Asia centrale
UZBECA,Originaria dello Stato con capitale Tashkent
UZBECHE,Appartenenti a un popolo dell’Asia centrale
UZBECHE,Originarie dello Stato con capitale Tashkent
UZBECHI,Appartenenti a un popolo dell’Asia centrale
UZBECHI,Originari dello Stato con capitale Tashkent
UZBECO,Appartenente a un popolo dell’Asia centrale
UZBECO,Originario dello Stato con capitale Tashkent
UZBEKISTAN,Paese dell'Asia centrale lungo l'antica Via della Seta
