soluzione,definizione
LAGUNA,Lo specchio d'acqua salmastra di Venezia
LAGUNA,Specchio d'acqua separato dal mare
LAGUNE,Acque basse tra terraferma e litorale
LAGUNE,Bacini costieri separati dal mare da cordoni sabbiosi
LAHORE,Città storica del Pakistan
LAICA,Estranea all'autorità religiosa
LAICA,Non appartenente al clero
LAICHE,Indipendenti dalle istituzioni ecclesiastiche
LAICHE,Non legate a un ordine religioso
LAICI,Fedeli che non fanno parte del clero
LAICI,Sostenitori della separazione tra Stato e religione
LAICO,Estraneo al clero e agli ordini religiosi
LAIO,Il padre di Edipo
LAKSHMI,La dea indù della fortuna
LALIBELA,Città etiope delle chiese scavate nella roccia
LAMA,Ha un filo tagliente oppure vive sugli altipiani andini
LAMA,Il maestro spirituale tibetano
LAMA,Il mammifero che sputa delle Ande
LAMA,Parte tagliente del coltello
LAMA,"Può essere d'acciaio, di rasoio o delle Ande"
LAMBDA,Greca da lunghezze d'onda
LAMBICCATA,Troppo ricercata
LAMBICCATE,Troppo ricercate
LAMBICCATI,Troppo ricercati
LAMBICCATO,Troppo ricercato per essere naturale
LAMBORGHINI,Ferruccio fondò la casa automobilistica del Toro
LAMBRECCHINO,Drappo ornamentale dello stemma
LAMBRETTA,Il celebre scooter italiano rivale della Vespa
LAMBRUSCO,Il vino rosso frizzante emiliano
LAME,Sottili strisce metalliche affilate
LAME,Taglienti parti di coltelli e rasoi
LAMENTARE,Esprimere dolore o disappunto
LAMENTELA,Protesta espressa a parole
LAMENTI,Espressioni di dolore o disappunto
LAMENTI,Proteste pronunciate in tono afflitto
LAMENTO,Pianto o protesta ripetuta
LAMENTO,Voce di dolore che può diventare protesta
LAMIERA,Foglio metallico sottile usato in rivestimenti e carrozzerie
LAMIERE,Fogli metallici usati in officina
LAMIERE,Piastre sottili ottenute dalla laminazione
LAMINA,Sottile piastra di metallo o altro materiale
LAMINE,Fogli minuti di metallo o altro materiale
LAMINE,Strati molto sottili e piatti
LAMPADA,Dà luce sul tavolo
LAMPADA,Fa luce sul comodino
LAMPADA,"La...di Aladino, che evoca il genio"
LAMPADARIO,Apparecchio luminoso a soffitto
LAMPADARIO,Pende dal soffitto e illumina la stanza
LAMPADINA,Si avvita nel portalampada
LAMPANTE,Chiaro come una prova sotto gli occhi
LAMPANTE,Evidente al punto da non lasciare dubbi
LAMPEDUSA,Isola italiana tra Sicilia e Africa
LAMPI,Bagliori improvvisi nel cielo
LAMPI,Rapidi guizzi di luce
LAMPIONCINO,Piccola luce da esterno
LAMPIONE,Albero di luce stradale
LAMPIONE,Illumina la strada di notte
LAMPO,"Cerniera dei pantaloni, nel parlare comune"
LAMPO,La cerniera che si apre e chiude
LAMPO,Luce brevissima prima del tuono
LAMPO,Rapidissimo: in un...
LAMPONE,Frutto rosso da rovo elegante
LAMPONE,Frutto rosso del sottobosco
LAMPONE,"Frutto rosso di rovo, tenero e profumato"
LAMPONI,Bacche morbide usate per confetture e dolci
LAMPONI,Frutti rossi composti da tante piccole drupe
LAMPUGA,Pesce azzurro dai colori cangianti
LANA,Fibra che fa caldo prima del maglione
LANA,La...di vetro o d'acciaio per pulire
LANCE,Il nome del ciclista Armstrong
LANCE,Le aste lunghe dei cavalieri medievali
LANCETTA,Indica l'ora sul quadrante
LANCETTA,Segna ore o punge un dito
LANCI,Azioni con cui si manda qualcosa lontano
LANCI,Getti fatti con la mano o con un attrezzo
LANCIA,Arma ad asta o piccola imbarcazione
LANCIA,Arma lunga o marchio d'auto italiano
LANCIA,L'arma in asta dei cavalieri
LANCIA,La casa automobilistica torinese
LANCIAFIAMME,Arma che spara fuoco
LANCIANO,Città abruzzese nota per le Feste di settembre
LANCIANO,Scagliano lontano
LANCIARE,Gettare con forza verso un bersaglio
LANCIARE,Scagliare lontano o mettere in circolazione
LANCIARSI,Buttarsi con slancio in un'impresa
LANCIATA,Avviata con grande pubblicità
LANCIATA,Scagliata con forza
LANCIATE,Presentate al pubblico per la prima volta
LANCIATE,Scagliate lontano
LANCIATI,Avviati con slancio verso il successo
LANCIATI,Mandati in aria o a distanza
LANCIATO,Mandato con forza o slancio
LANCIATO,Reso noto e avviato al successo
LANCIERE,Soldato a cavallo armato d'asta
LANCIERI,Cavalieri appartenenti a reparti storici
LANCIERI,Soldati armati di lunga asta
LANCILLOTTO,Il cavaliere innamorato di Ginevra
LANCINANTE,Acutamente doloroso
LANCINANTI,Acutamente dolorosi
LANCIO,Gesto atletico che manda un oggetto lontano
LANCIO,Può inaugurare un prodotto o una campagna
LANCIO,Quello del peso o del disco nell'atletica
LANDA,La distesa brulla e desolata
LANDAU,Elegante carrozza scoperta
LANE,Fibre ricavate dal vello degli ovini
LANE,Filati caldi usati per maglie e coperte
LANOSA,Morbida e simile al vello di una pecora
LANOSA,Ricoperta da una fitta peluria
LANOSE,Coperte da peli soffici e fitti
LANOSE,Morbide come certi filati invernali
LANOSI,Dall'aspetto soffice e vellutato
LANOSI,Ricoperti da una peluria folta
LANOSO,Coperto di lana o di peli morbidi
LANTERNA,"La...di Genova, il celebre faro"
LANTERNA,"La...magica, antenata del cinema"
LANTERNA,Luce portatile da notte
LANTERNA,Luce portatile schermata
LANTERNA,Piccolo faro da mano o da porto
LANTERNE,Fanno luce nei vicoli bui
LANUGINOSO,Coperto di morbida peluria
LANZAROTE,Isola canaria dei vulcani
LAO,Il...Tzu del taoismo
LAO,Lingua e popolo del Sud-est asiatico
LAOCOONTE,Il sacerdote stritolato dai serpenti
LAOS,Paese asiatico sul Mekong
LAPAZ,Sede governativa boliviana in alta quota
LAPIDARI,Brevi e incisivi
LAPIDARIA,Breve e incisiva
LAPIDARIE,Brevi e incisive
LAPIDARIO,Breve e inciso come su pietra
LAPIDE,La pietra tombale incisa
LAPIDE,Pietra con iscrizione commemorativa
LAPIDE,Pietra con parole per ricordare
LAPIDI,Portano nomi e date nel silenzio
LAPILLI,Piccole pietre sputate dal vulcano
LAPIS,"Matita di grafite, in uso scolastico tradizionale"
LAPISLAZZULI,Pietra blu intenso con venature dorate
LAPLACE,"Pierre-Simon, studioso di probabilità e meccanica celeste"
LAPPE,Erbe con capolini muniti di uncini
LAPPE,Piante dai frutti spinosi che si attaccano ai vestiti
LAPPONIA,La regione artica di Babbo Natale
LAPPONIA,Terra artica di renne e aurore
LARA,L'amata del Dottor Zivago
LARA,L'archeologa Croft dei videogiochi
LARARIO,Il sacrario domestico dei Romani
LARDO,Grasso conservato in conca
LARDO,Grasso di maiale usato in cucina
LARDO,Quello pregiato di Colonnata
LARGA,Ampia
LARGA,Stare alla...: tenersi a distanza
LARGAMENTE,"Con abbondanza, senza tirarsi indietro"
LARGHE,Ampie
LARGHEZZA,Ampiezza di vedute o di un passaggio
LARGHEZZA,Misura da un fianco all'altro
LARGHI,Ampi
LARGO,"Ampio, lento in musica"
LARGO,Fare...: lasciar passare la gente
LARGO,Il movimento musicale molto lento
LARGO,"Spazioso, detto di un ambiente o di un abito"
LARI,Divinità domestiche della Roma antica
LARI,La valuta della Georgia
LARICE,Conifera che perde gli aghi d'inverno
LARICI,Alberi alpini dal legno resistente
LARICI,Conifere che perdono gli aghi in autunno
LARINGE,Strumento della voce nascosto in gola
LARINGITE,Infiammazione della laringe
LARRY,Il nome del cestista Bird
LARS,Il batterista dei Metallica
LARS,Il nome del regista danese von Trier
LARVA,Forma provvisoria d'insetto
LARVA,"Lo spettro, il fantasma esangue"
LARVE,Forme immature che precedono la metamorfosi
LARVE,Stadi giovanili di molti insetti
LASAGNA,Strati di pasta che fanno domenica
LASAGNE,Pasta al forno a strati
LASCA,Pesce d'acqua dolce dei nostri fiumi
LASCI,Abbandoni o permetti
LASCI,Non porti con te
LASCIA,Abbandona o permette
LASCIA,Non trattiene con sé
LASCIAI,"Me ne andai o permisi, al passato"
LASCIANO,Abbandonano oppure consentono
LASCIANO,Si allontanano da ciò che avevano
LASCIARE,Andarsene oppure permettere che qualcosa resti
LASCIARE,Dare il permesso
LASCIARSI,"Dividersi, talvolta senza rancore"
LASCIARSI,Separarsi dopo una relazione
LASCIO,Ciò che abbandono oppure dono testamentario
LASCIO,Ciò che consegno ad altri rinunciandovi
LASCITO,Bene trasmesso per testamento
LASCITO,Eredità destinata a una persona o a un ente
LASER,Luce disciplinata in un raggio
LASSA,Stanca e fiacca
LASSE,Stanche e fiacche
LASSI,Stanchi e fiacchi
LASSO,Corda con nodo scorrevole da cowboy
LASSO,Il periodo: un... di tempo
LASSO,Stanco e fiacco
LASTRA,La piastra sottile di pietra o metallo
LASTRA,"Piastra rigida e piatta di vetro, pietra o metallo"
LASTRA,"Può essere fotografica, radiografica o di marmo"
LASTRE,"Pezzi piani di vetro, pietra o metallo"
LASTRE,Piastre larghe e sottili
LATENTE,Nascosto e pronto a emergere
LATENTE,Presente ma non ancora manifesto
LATENTI,Esistenti senza mostrarsi apertamente
LATENTI,Nascosti ma potenzialmente attivi
LATERALE,Giocatore schierato sulla fascia
LATERALE,Posto ai lati rispetto al centro
LATERIZI,Materiali da costruzione come mattoni e tegole
LATERIZI,Prodotti d'argilla cotti in fornace
LATI,I diversi aspetti di una questione
LATI,Le parti che delimitano una figura
LATIFONDO,Proprietà agricola enorme
LATINA,Città nata dalle bonifiche pontine
LATINE,Espresse nella lingua dell'antica Roma
LATINE,Originarie dei popoli dell'area romanizzata
LATINI,Popolo del Lazio antico
LATINO,"Dell'America centro-meridionale, nel linguaggio comune"
LATINO,Dell'antica Roma o dei popoli di lingua neolatina
LATINO,La lingua dell'antica Roma
LATITA,Manca mentre dovrebbe esserci
LATITANO,Restano nascosti per evitare la giustizia
LATITANO,Si sottraggono alla cattura
LATITANTE,Assente per sfuggire alla legge
LATITUDINE,Distanza angolare dall'equatore
LATO,Ciascuna delle facce di un poligono
LATO,Il...positivo: l'aspetto buono di una cosa
LATO,Non è il centro del poligono
LATO,"Punto di vista, prospettiva"
LATRIA,Culto dovuto solo al divino
LATTA,Foglio di ferro rivestito di stagno
LATTA,Recipiente metallico per conserve o vernici
LATTASI,Enzima che scinde il lattosio
LATTE,Avere il...alla bocca: essere immaturi
LATTE,"Liquido bianco, non solo di mucca"
LATTE,Piangere su quello versato è inutile
LATTE,Quello detergente per il viso
LATTERINO,Piccolo pesce da friggere
LATTICE,Succo bianco vegetale o struttura matematica
LATTIERA,Recipiente da tavola per il latte
LATTINA,Contenitore metallico per bibite
LATTINE,Barattoli leggeri spesso chiusi da una linguetta
LATTINE,Piccoli contenitori metallici per bevande
LATTONIERE,Lavora le lamiere e le grondaie
LATTUGA,Insalata a cespo dalle foglie tenere
LATTUGA,Insalata dalle foglie tenere
LATTUGHE,Insalate verdi coltivate negli orti
LATTUGHE,Ortaggi a foglie raccolte in cespi
LAUDA,Il canto religioso del Medioevo
LAUDA,Il pilota austriaco sopravvissuto al Nurburgring
LAUDANO,Oppiaceo da farmacie d'altri tempi
LAURA,Il nome della cantante Pausini
LAURA,La donna cantata da Petrarca
LAUREA,Il traguardo accademico dopo esami e tesi
LAUREA,Titolo ottenuto al termine degli studi universitari
LAUREE,Qualifiche accademiche conseguite dopo un corso di studi
LAUREE,Titoli rilasciati dalle università
LAURENCE,Il nome dell'attore Olivier
LAURI,Alberi sempreverdi detti anche allori
LAURI,Piante le cui foglie profumano molti piatti
LAURO,"Achille..., il cantante di Rolls Royce"
LAURO,Alloro da poeti e arrosti
LAURO,"L'alloro dei poeti, anche come nome proprio"
LAUTARO,"Martínez, attaccante argentino campione del mondo 2022"
LAUTI,Abbondanti e generosi
LAUTI,"Ricchi, soprattutto se riferiti a pasti o guadagni"
LAUTO,"Ricco, detto spesso del pasto"
LAVA,"Lei deterge, pulisce"
LAVA,Roccia che corre prima di indurire
LAVABI,Servono per lavarsi mani e viso
LAVABI,Vaschette del bagno con rubinetto e scarico
LAVABO,"Ha rubinetto, scarico e spesso uno specchio sopra"
LAVABO,Vaschetta del bagno collegata all'acqua corrente
LAVAGNA,Si scriveva col gesso a scuola
LAVAGNA,Superficie per gesso o pennarello
LAVAGNA,Superficie scura per gessi e lezioni
LAVAI,Tolsi sporco con acqua
LAVALLETTA,Capitale maltese con articolo incorporato
LAVANDA,Erba viola che profuma cassetti e saponi
LAVANDA,"La...gastrica, lo svuotamento dello stomaco"
LAVANDA,Pianta profumata viola
LAVANDA,Profuma cassetti e campi viola
LAVANDERIA,Dove si lava la biancheria
LAVANDINO,Vasca con rubinetto usata in cucina o in bagno
LAVANO,Puliscono con acqua e detergente
LAVANO,"Tolto lo sporco, risciacquano"
LAVAPIATTI,Elettrodomestico che risparmia schiuma e discussioni
LAVAPIATTI,Macchina che pulisce piatti e posate
LAVARE,Togliere sporco con acqua
LAVASTOVIGLIE,Lava i piatti al posto nostro
LAVATA,Pulizia energica fatta con molta acqua
LAVATE,Pulite con acqua e sapone
LAVATE,Sottoposte a un ciclo in lavatrice
LAVATI,Puliti con acqua e detergente
LAVATI,Usciti da un ciclo di bucato
LAVATO,Pulito con acqua
LAVATOIO,Vasca pubblica di altri tempi
LAVATRICE,L'elettrodomestico per il bucato
LAVERA,Pulirà usando acqua e sapone
LAVERA,Toglierà lo sporco in futuro
LAVERO,Farò il bucato o le pulizie
LAVERO,Pulirò con acqua e detergente
LAVEZZI,"Ezequiel, attaccante argentino detto il Pocho"
LAVINIA,Promessa latina di Enea
LAVO,Tolgo sporco con acqua
LAVOISIER,Padre della chimica moderna
LAVORA,Impiega fatica e mestiere
LAVORAI,Impiegai fatica e mestiere
LAVORARE,Esercitare un mestiere o trasformare un materiale
LAVORARE,Impastare o battere a lungo un composto
LAVORARE,Impiegare fatica e mestiere
LAVORATO,Qualità che si avvicina a scolpito
LAVORATO,"Rifinito con utensili, spesso con motivi ornamentali"
LAVORATO,Trasformato con cura o sottoposto a finitura
LAVORATORE,Chi presta la propria attività in cambio di salario
LAVORATORE,Persona che ha un lavoro
LAVORATRICE,Persona che ha un lavoro
LAVORAZIONE,Fase in cui una materia viene trasformata
LAVORAZIONE,Processo di fabbricazione o rifinitura
LAVORI,Attività svolte per mestiere o necessità
LAVORI,Opere in corso in una casa o su una strada
LAVORO,Attività che richiede impegno e competenza
LAVORO,Completa la frase: «milioni di persone senza un …»
LAVORO,Un... di precisione e di pazienza
LAWRENCE,"...d'Arabia, il film con Peter O'Toole"
LAWRENCE,La Jennifer di Hunger Games
LAZIO,Regione con Roma e i Castelli
LAZZA,Il rapper milanese di Cenere
LAZZARO,L'uomo risuscitato da Gesù
LC,Iniziali dello scrittore Carroll
LC,Sigla automobilistica di Lecco
LE,Sigla automobilistica di Lecce
LEADER,Figura di riferimento per un gruppo
LEADER,Persona capace di guidare e ispirare gli altri
LEADERSHIP,Autorevolezza che orienta una squadra
LEADERSHIP,Capacità di ottenere fiducia e seguito
LEADERSHIP,La capacità di guidare un gruppo
LEAF,L'auto elettrica della Nissan
LEAF,"La foglia, in inglese"
LEALE,Che mantiene la parola data
LEALE,"Fedele, che non tradisce"
LEALI,Corretti e sinceri nei rapporti
LEALI,Incapaci di tradire la fiducia
LEALTA,Fedeltà dimostrata nei fatti
LEALTA,Virtù di chi non tradisce
LEAO,"Rafael, attaccante portoghese della nazionale"
LEASING,Finanziamento che può concludersi con il riscatto
LEASING,La locazione finanziaria con riscatto
LEASING,Uso di un bene dietro canoni periodici
LEBRON,Il cestista James fuoriclasse NBA
LECCARDA,Teglia bassa del forno
LECCE,Città barocca del Salento
LECCE,Città pugliese del barocco
LECCIO,Quercia sempreverde mediterranea
LECCO,Città lombarda sul ramo orientale del Lario
LECCO,Passo la lingua su qualcosa
LECCORNIA,Boccone che fa brillare gli occhi ai golosi
LECLERC,"Charles, pilota monegasco di Formula 1"
LECORBUSIER,L'architetto svizzero del Modulor
LED,I... Zeppelin del rock
LED,Il diodo che emette luce a basso consumo
LEDA,Fu amata da Zeus in forma di cigno
LEDECKY,La nuotatrice americana regina del fondo
LEDERE,Danneggiare un diritto o un interesse
LEDERE,Recare offesa fisica o giuridica
LEE,Il nome del maestro Bruce delle arti marziali
LEE,Il nome dell'attore Marvin
LEE,"Stan..., il papà dei supereroi Marvel"
LEGA,Il metallo ottenuto fondendone diversi
LEGA,"Lui annoda, unisce"
LEGA,Unione di metalli o di soggetti organizzati
LEGA,"Unisce metalli, squadre o Stati"
LEGALE,Avvocato o consulente del diritto
LEGALE,Conforme alle norme vigenti
LEGALI,Avvocati e consulenti del diritto
LEGALI,Conformi alla legge
LEGALITA,Rispetto delle norme e delle regole
LEGALIZZARE,Rendere conforme alla legge
LEGALIZZAZIONE,Atto che rende valido ciò che prima non lo era
LEGALIZZAZIONE,Procedura che attribuisce valore giuridico
LEGAME,Il rapporto affettivo tra persone
LEGAME,Il vincolo chimico tra gli atomi
LEGAME,"Vincolo affettivo, chimico o materiale"
LEGAME,Vincolo che tiene insieme
LEGANO,Uniscono con nodi o vincoli
LEGANO,Uniscono persone o cose
LEGARE,"Andare d'accordo, fare comunella"
LEGARE,Mettere in relazione idee o persone
LEGARE,Unire con un laccio
LEGATA,Connessa da un rapporto stretto
LEGATA,Unita con un nodo o un vincolo
LEGATI,"Connessi da affetto, interesse o dipendenza"
LEGATI,Uniti da un vincolo o da un nodo
LEGATO,Bene assegnato per testamento
LEGATO,Il rappresentante diplomatico del papa
LEGATO,L'eredità lasciata per testamento
LEGATO,Suonato senza stacchi tra le note
LEGER,Artista cubista delle forme meccaniche
LEGER,Pittore cubista delle forme meccaniche
LEGGE,Comanda anche senza voce
LEGGE,Lui scorre le pagine del libro
LEGGE,Norma stabilita dall'autorità
LEGGENDA,Racconto antico tra storia e fantasia
LEGGENDA,Racconto tramandato o spiegazione di una carta
LEGGENDA,Spiega simboli e colori di una carta geografica
LEGGENDA,Vicenda tramandata che mescola realtà e meraviglia
LEGGERA,Di poco peso
LEGGERA,Non grave né impegnativa
LEGGERE,Decifrare un testo scritto
LEGGERE,"Di poco peso, al femminile plurale"
LEGGEREZZA,"Assenza di peso, anche nel comportamento"
LEGGEREZZA,Qualità di ciò che non grava
LEGGERI,Non severi o impegnativi
LEGGERI,Poco pesanti
LEGGERMENTE,"Appena, con misura"
LEGGERMENTE,"Di poco, senza forte intensità"
LEGGERO,Di peso ridotto o scarsa importanza
LEGGERO,"Non impegnativo, detto di un pasto o di un compito"
LEGGI,Interpreti parole scritte
LEGGI,Norme approvate dallo Stato
LEGGIADRO,Grazia leggera non sempre frivola
LEGGIAMO,Interpretiamo insieme un testo scritto
LEGGIAMO,Scorriamo pagine comprendendone il contenuto
LEGGIO,Il supporto inclinato che regge lo spartito
LEGGIO,Sostiene spartiti o libri aperti
LEGGIO,Supporto da lettori in piedi
LEGGONO,Interpretano un testo scritto
LEGGONO,Scorrono pagine comprendendone il contenuto
LEGHE,Miscele metalliche ottenute combinando elementi diversi
LEGHE,"Unioni tra Stati, squadre o associazioni"
LEGHERA,Unirà con un laccio
LEGHI,Metta in relazione due cose
LEGHI,Unisca saldamente due cose
LEGIONE,"Schiera numerosissima, nell'uso figurato"
LEGIONE,Unità militare dell'antica Roma
LEGISLAZIONE,Complesso delle norme in vigore
LEGISLAZIONE,Insieme di leggi
LEGITTIMARE,Dare validità o giustificazione
LEGITTIMARE,Riconoscere come fondato un diritto
LEGITTIMITA,Conformità a un titolo o a una norma
LEGNA,Combustibile ricavato dai tronchi
LEGNA,Si accatasta vicino al camino
LEGNAIA,Riparo dove si tengono i ceppi
LEGNAME,Il legno da costruzione
LEGNAME,"Materiale da travi, mobili e camini"
LEGNI,Materiali ricavati dai tronchi degli alberi
LEGNI,Tipi diversi usati da falegnami e liutai
LEGNO,Materia viva diventata tavola
LEGNO,Materiale degli alberi usato per mobili e combustibile
LEGNO,Toccare...: per scaramanzia
LEGNO,Toccarlo dovrebbe portare fortuna
LEGO,I mattoncini colorati da costruzione
LEGO,Uno con un laccio
LEGOLAS,L'elfo arciere della Compagnia dell'Anello
LEGUME,"Il fagiolo, il pisello o la lenticchia"
LEGUMI,"Fagioli, ceci e lenticchie"
LEI,Distanza di cortesia in tre lettere
LEI,Il pronome di cortesia: dare del...
LEIA,La principessa di Star Wars dalle trecce a ciambella
LEICA,La pregiata marca tedesca di fotocamere
LEIF,Il nome del vichingo Erikson scopritore d'America
LEMANO,Il lago di Ginevra
LEMANS,Il circuito francese della 24 ore
LEMBI,Estremità pendenti di stoffa o pelle
LEMBI,Margini di una ferita o di un tessuto
LEMBO,"Il bordo, l'angolo di un tessuto"
LEMBO,Parte estrema di una stoffa o di un territorio
LEMBO,Parte marginale di stoffa o terra
LEMMA,Proposizione ausiliaria usata in una dimostrazione
LEMMA,Voce di dizionario e oggetto matematico
LEMMA,Voce registrata in un dizionario
LEMMING,Roditore nordico da leggenda suicida
LEMURE,Primato del Madagascar e spirito latino
LEMURI,Animali arboricoli con lunga coda
LEMURI,Primati del Madagascar dagli occhi grandi
LENA,Forza d'animo e voglia di fare
LENA,Grande fiume della Siberia
LENA,La voglia di fare: lavorare di buona...
LENNON,"John, autore di Imagine e membro dei Beatles"
LENNY,Il nome del comico Bruce
LENTA,Poco veloce
LENTE,Poco veloci
LENTE,Quella d'ingrandimento per i dettagli
LENTE,Quelle a contatto per chi non ci vede
LENTE,Vetro che ingrandisce o corregge
LENTEZZA,Scarsa rapidità nel muoversi o nel procedere
LENTI,Poco veloci
LENTI,Quelle a contatto per la vista
LENTICCHIA,Legume augurale della notte di San Silvestro
LENTICCHIA,Legume portafortuna a Capodanno
LENTICCHIA,Piccolo legume portafortuna
LENTIGGINE,La macchiolina bruna del viso
LENTISCO,Arbusto della macchia mediterranea
LENTO,"Opposto di rapido, ma anche tempo musicale"
LENZA,Il filo con l'amo che cala il pescatore
LENZE,Attrezzature sottili lanciate dai pescatori
LENZE,Fili da pesca con amo e galleggiante
LENZUOLA,Biancheria usata per rifare il letto
LENZUOLA,Teli che rivestono il materasso
LENZUOLO,Il telo del letto
LEO,"Il quinto segno zodiacale, in latino"
LEO,Il Tolstoj di Guerra e pace
LEO,"Il...Messi, fuoriclasse argentino"
LEON,Il nome del sicario del film di Besson
LEON,"Il re della savana, in spagnolo"
LEONARD,Il nome del cantautore Cohen
LEONARDO,"...DiCaprio, l'attore di Titanic"
LEONARDO,Il genio di Vinci
LEONE,Felino e segno di fuoco
LEONE,Il premio del festival di Venezia
LEONE,Il re della savana
LEONE,"Il...alato, simbolo di Venezia e di San Marco"
LEONE,Segno zodiacale di fine luglio e gran parte d'agosto
LEONI,Animali simbolo di forza e regalità
LEONI,Grandi felini dalla criniera
LEONINO,"Da leone, ma anche sbilanciato nei patti"
LEOPARDI,Il Giacomo di Recanati
LEOPARDO,Felino maculato da savana e foresta
LEOPARDO,Felino maculato e veloce
LEOPARDO,In araldica può apparire con il muso rivolto verso chi guarda
LEOPARDO,Un...non cambia le sue macchie
LEPIDOTTERO,Insetto con ali squamose
LEPRE,Animale dalle lunghe orecchie
LEPRE,Chi fa l'andatura nelle gare di mezzofondo
LEPRE,Corre nei campi con orecchie lunghe
LEPRE,Corre veloce nei campi
LEPRECAUNO,Folletto irlandese custode di un tesoro
LEPRI,Corrono nei campi più delle coniglie
LEPRI,Veloci mammiferi dalle lunghe orecchie
LEPTIS,Antica città romana della Libia
LEPTONE,Particella elementare come l'elettrone
LES,Il nome del chitarrista e inventore Paul
LESBO,Isola greca di Saffo
LESENA,Colonna piatta addossata al muro
LESINA,Attrezzo appuntito del calzolaio
LESINA,Punteruolo usato per forare il cuoio
LESINAI,"Fui troppo parsimonioso, al passato"
LESINE,Punteruoli usati per lavorare il cuoio
LESINE,Utensili appuntiti da calzolaio
LESIONE,Danno a un tessuto o a un organo
LESIONE,Ferita o alterazione provocata da trauma
LESLIE,Il nome dell'attore comico Nielsen
