soluzione,definizione
CALLIGRAFIA,Un esempio riconducibile a scrittura
CALLIGRAFIA,Una forma specifica di scrittura
CALLIOPE,La musa della poesia epica
CALLISTO,Antico papa delle catacombe
CALLO,L'abitudine ormai radicata: farci il...
CALLO,L'ispessimento duro della pelle
CALMA,"Lei placa, tranquillizza"
CALMA,Rende meno agitato
CALMA,Una forma specifica di tranquillità
CALMAI,Resi meno agitato
CALMARE,Rendere meno agitato
CALMARE,Un modo particolare di aiutare
CALMARE,Rientra tra i modi di alleviare
CALMATO,Reso meno agitato
CALME,Tranquille
CALMI,Tranquilli
CALMO,"Il mare senza onde, una tavola"
CALMO,Tranquillo come mare senza vento
CALMO,Con un significato vicino a tranquillo
CALO,La diminuzione di peso o di prezzo
CALO,Ribasso che alleggerisce numeri o peso
CALO,In certi usi corrisponde a riduzione
CALORE,Energia che scalda
CALORE,"L'affetto caloroso, il trasporto"
CALORE,Un tipo particolare di passione
CALOROSO,"Entusiasta, secondo il contesto"
CALPESTARE,Premere o schiacciare con i piedi
CALUMET,Pipa cerimoniale dei nativi americani
CALUNNIA,Accusa falsa e dannosa
CALUNNIA,Una manifestazione di detrazione
CALUNNIA,In certi usi corrisponde a detrazione
CALVARIO,Salita di dolore più che di montagna
CALVARIO,Serie lunga e dolorosa di prove
CALVIN,"... e Hobbes, il fumetto del bimbo e la tigre"
CALVIN,Il nome dello stilista Klein
CALVINO,L'Italo delle Città invisibili
CALVINO,Scrittore di città invisibili e baroni rampanti
CALVO,"Privo di chioma, non di idee"
CALYPSO,Genere musicale caraibico di Trinidad
CALYPSO,Uno stile musicale caraibico di Trinidad
CALZA,Indumento che sale dal piede
CALZA,Quella appesa per la Befana
CALZE,Coprono piedi e polpacci
CALZINO,Copre il piede sotto la scarpa
CALZOLAIO,Ripara e confeziona scarpe
CALZONE,L'indumento che copre le gambe
CALZONE,La pizza ripiegata e ripiena
CAMALEONTE,Chi cambia idea secondo la convenienza
CAMALEONTE,Il rettile che cambia colore
CAMARILLA,Gruppo ristretto che manovra nell'ombra
CAMBIA,Rende diverso
CAMBIAI,Resi diverso
CAMBIAMENTO,Nel lessico si avvicina a trasformazione
CAMBIAMENTO,In certi usi corrisponde a modifica
CAMBIARE,Rendere diverso
CAMBIARE,Azione vicina al significato di modificare
CAMBIARE,Può rappresentare un modo di ledere
CAMBIATO,Reso diverso
CAMBIO,Rendo diverso
CAMBIO,Un esempio riconducibile a cambiamento
CAMBRIDGE,Città universitaria sul Cam
CAMELIA,Fiore elegante da romanzo e giardino
CAMELIE,La signora delle...: romanzo di Dumas
CAMELOPARDALIS,La Giraffa celeste vicina alla Polare
CAMEMBERT,Cremoso formaggio francese
CAMERA,Comprende anche soffitto
CAMERA,Può includere soffitto tra i suoi elementi
CAMERAMAN,Una variante di fotografo
CAMERATA,Rientra nel campo di amico
CAMERATA,Un esempio riconducibile a camera da letto
CAMERETTA,Un tipo particolare di buco
CAMERIERA,Completa la frase: «addetta ai lavori di casa; 'fare la … per una famiglia di città»
CAMERIERA,Si può classificare come domestico
CAMERIERE,Un caso particolare di lavoratore
CAMERINO,Stanzetta dove ci si prova l'abito
CAMERINO,Appartiene alla categoria di stanza
CAMERON,Il James di Titanic e Avatar
CAMERUN,Paese africano con capitale Yaounde
CAMICE,Può rimandare all’idea di grembiule
CAMICIA,Si abbottona sul petto
CAMICIA,In certi usi corrisponde a casacca
CAMICIE,Si abbottonano sul petto
CAMILLERI,Creatore del commissario Montalbano
CAMINETTO,Scalda la stanza con fiamme domestiche
CAMINETTO,Può includere frontale tra i suoi elementi
CAMINI,Mandano il fumo sopra i tetti
CAMINO,Canna fumaria o focolare
CAMINO,Fa uscire il fumo dal tetto
CAMINO,Il focolare con la cappa di casa
CAMINO,Ha tra le sue parti mensola del caminetto
CAMION,Il grosso veicolo dei carichi pesanti
CAMMELLI,Attraversano deserti con gobbe e pazienza
CAMMELLO,Animale del deserto a due gobbe
CAMMELLO,Il colore beige chiaro
CAMMELLO,Porta gobbe e pazienza nel deserto
CAMMELLO,"Quello a due gobbe, non il dromedario"
CAMMEO,L'incisione in rilievo su pietra dura
CAMMEO,La breve apparizione di un attore famoso
CAMMEO,Rilievo minuto inciso su pietra
CAMMINA,Procede a passi
CAMMINAI,Procedei a passi
CAMMINARE,Procedere a passi
CAMMINATA,Appartiene alla categoria di portamento
CAMMINATA,Può assumere il significato di passeggiata
CAMMINATO,Proceduto a passi
CAMMINO,Procedo a passi
CAMOGLI,Borgo ligure di case colorate sul mare
CAMOMILLA,Erba officinale dei fiori per tisane
CAMOSCIO,Agile abitante delle rocce alpine
CAMOSCIO,Agile montanaro con corna
CAMPAGNA,In certi usi corrisponde a causa
CAMPAGNA,Appartiene alla categoria di bene immobile
CAMPANA,"A morto, annuncia un lutto"
CAMPANA,A...: la gonna o la manica svasata
CAMPANA,La...di vetro che protegge e isola
CAMPANA,Sentire l'altra...: l'opposta versione
CAMPANA,Suona in cima alla torre
CAMPANARO,Suona le campane
CAMPANELLA,Una forma specifica di dispositivo
CAMPANELLI,Avvisano chi sta alla porta
CAMPANELLO,Avvisa che qualcuno è alla porta
CAMPANELLO,Si suona alla porta
CAMPANIA,La regione di Napoli
CAMPANIA,"Regione di Vesuvio, pizza e Costiera"
CAMPANILE,La torre delle campane
CAMPANILE,Si alza accanto alla chiesa e suona le ore
CAMPANILI,Si alzano accanto alle chiese
CAMPANULA,Fiore a forma di piccola campana
CAMPARE,Una particolare maniera di vivere
CAMPATA,Spazio tra due sostegni di un ponte
CAMPEGGIATORE,Pianta la tenda in vacanza
CAMPEGGIO,Può rimandare all’idea di accampamento
CAMPEGGIO,Una variante di sede
CAMPER,Casa su ruote per vacanze itineranti
CAMPESTRE,Può assumere la sfumatura di rurale
CAMPESTRE,Detto di ciò che richiama l’idea di agricolo
CAMPIDOGLIO,Il più famoso dei colli di Roma
CAMPIERE,Il guardiano delle campagne nel Sud
CAMPIONATO,Il torneo che assegna lo scudetto
CAMPIONATO,Una manifestazione di consorzio
CAMPIONATO,Un tipo particolare di consorzio
CAMPIONE,"Vincitore, esemplare o assaggio"
CAMPIONE,Una manifestazione di esempio
CAMPIONE,Una forma specifica di esempio
CAMPNOU,Lo stadio del Barcellona
CAMPO,"L'ambito, il settore di competenza"
CAMPO,Terreno da gioco
CAMPO,"Terreno di gioco, studio o battaglia"
CAMPO,Completa la frase: «nel mio …»
CAMPOSANTO,Il luogo delle sepolture
CAMPOSANTO,Una forma specifica di sede
CAMPOSANTO,Appartiene alla categoria di sede
CAMUS,Autore dello Straniero
CAMUS,Scrittore dello Straniero
CANADA,Grande Stato nordamericano
CANAGLIA,Rientra nel campo di miserabile
CANAGLIA,Un caso particolare di persona non grata
CANALE,La rete televisiva da sintonizzare
CANALE,Quello di Suez o di Panama
CANALE,Via d'acqua artificiale
CANALE,Appartiene alla categoria di rete di comunicazioni
CANALETTO,Artista delle vedute di Venezia
CANALETTO,Pittore delle vedute di Venezia
CANAPA,Fibra vegetale per corde e tessuti
CANAPA,Fibra vegetale robusta
CANAPA,Nel lessico si avvicina a erba
CANAPE,Divanetto elegante da salotto
CANARIE,Isole spagnole dell'Atlantico
CANARINI,Cantano nelle gabbiette
CANARINO,Uccellino giallo da gabbia
CANASTA,Gioco di carte sudamericano
CANBERRA,Capitale dell'Australia
CANCELLA,Toglie con la gomma
CANCELLARE,Togliere con la gomma
CANCELLARE,Una forma specifica dell’uccidere
CANCELLARE,Può rientrare nell’idea di annullare
CANCELLATA,Inferriata che chiude un ingresso
CANCELLATA,Una manifestazione di sbarramento
CANCELLATO,Tolto con la gomma
CANCELLAZIONE,Una variante di annullamento
CANCELLAZIONE,Nel lessico si avvicina a annullamento
CANCELLERIA,"Carta, penne e materiale da ufficio"
CANCELLO,Chiude un ingresso
CANCELLO,Comprende anche cerniera
CANCRO,Costellazione e segno dello zodiaco
CANCRO,Il segno zodiacale di chi nasce a luglio
CANCRO,Il tumore maligno
CANCRO,Segno zodiacale fra Gemelli e Leone
CANDEGGINA,Sbianca e disinfetta i panni
CANDELA,Consuma cera per dare luce
CANDELA,Fa luce consumando cera
CANDELA,La verticale a corpo disteso in ginnastica
CANDELA,Quella del motore che dà la scintilla
CANDELABRO,Moltiplica candele e ombre
CANDELE,Fanno luce consumandosi
CANDIDA,Bianca o ingenua
CANDIDATO,Un caso particolare di umano
CANDIDATO,Appartiene alla categoria di umano
CANDIDE,Bianche o ingenue
CANDIDI,Bianchi o ingenui
CANDIDO,Bianco o ingenuo
CANDIDO,Può assumere la sfumatura di innocente
CANDIDO,Qualità che si avvicina a ingenuo
CANDY,La piccola orfana bionda dei cartoni
CANDYCRUSH,Il gioco mobile delle caramelle da abbinare
CANE,"Abbaia, ma sta anche nelle armi antiche"
CANE,Il grilletto della vecchia pistola
CANE,"Non va svegliato se dorme, dice il proverbio"
CANE,Scodinzola quando è contento
CANEMINORE,Costellazione di Procione
CANESTRI,Si centrano nel basket
CANESTRO,Cesto o tiro del basket
CANESTRO,L'obiettivo del basket
CANESTRO,Si può classificare come contenitore
CANFORA,Odore pungente da cassetti e balsami
CANFORA,Sostanza profumata antitarme
CANGIANTE,Che muta tonalità
CANGIANTI,Che mutano tonalità
CANGURI,Saltano con i piccoli nel marsupio
CANGURO,Il marsupiale saltatore dell'Australia
CANI,"Da...: pessimo, detto di tempo o lavoro"
CANI,Pluralità che abbaia
CANICOLA,Caldo soffocante d'estate
CANILE,Ricovero per cani
CANILE,Può assumere il significato di cuccia
CANIMAGGIORE,Costellazione di Sirio
CANINO,Centro laziale dell'olio extravergine
CANNA,Fusto sottile o parte della pesca
CANNA,Il fusto cavo della pianta palustre
CANNA,La...fumaria che porta via il fumo
CANNA,Quella da pesca
CANNAVARO,Il capitano azzurro del Mondiale 2006
CANNELLA,Spezia dolce da strudel e vin brulè
CANNELLA,Spezia ricavata da una corteccia
CANNELLA,Comprende anche presa
CANNELLONI,Pasta da farcire e infornare
CANNES,Città francese del festival del cinema
CANNETO,Luogo di canne e fruscii
CANNOCCHIALE,Allunga lo sguardo verso il lontano
CANNOCCHIALE,Allunga lo sguardo verso navi e stelle
CANNOCCHIALE,Fa vedere lontano
CANNOCCHIALE,Può includere oculare tra i suoi elementi
CANNOCCHIALI,Allungano lo sguardo
CANNOLICCHIO,Mollusco bivalve dal guscio allungato
CANNOLO,Dolce siciliano con la ricotta
CANNONE,"Il fuoriclasse, l'asso nel suo campo"
CANNONE,La bocca da fuoco dell'artiglieria
CANNONE,Appartiene alla categoria di competente
CANOA,Imbarcazione leggera a pagaia
CANOCCHIA,Crostaceo detto pannocchia di mare
CANOE,Scivolano sull'acqua a colpi di pagaia
CANON,La marca giapponese di fotocamere e stampanti
CANONE,L'affitto periodico da pagare
CANONE,"La regola, la norma di riferimento"
CANONE,"Regola, affitto o voce che insegue un'altra"
CANONE,Si può classificare come ideale
CANOTTAGGIO,Sport delle imbarcazioni a remi
CANOTTAGGIO,Un tipo particolare di sport
CANOTTIERA,Maglietta senza maniche
CANOVA,L'Antonio scultore di Amore e Psiche
CANOVACCIO,Trama provvisoria o strofinaccio
CANTA,...che ti passa: l'invito a farsi coraggio
CANTA,Dà voce a una melodia
CANTABILE,Da eseguirsi con andamento melodico
CANTAI,Diedi voce a una melodia
CANTANTE,Usa la voce come mestiere
CANTARE,Dare voce a una melodia
CANTARE,"Interpretare, in un uso particolare"
CANTARO,Antico vaso o misura
CANTASTORIE,Portava racconti in piazze e mercati
CANTATA,Composizione vocale e strumentale
CANTATA,Può assumere il significato di oratorio
CANTATO,Intonato
CANTIERE,Luogo dove l'incompiuto è normale
CANTIERE,Può assumere il significato di arsenale
CANTIERE,Può rimandare all’idea di darsena
CANTINA,Il locale interrato dove invecchia il vino
CANTINA,Locale fresco per vini e conserve
CANTINA,Locale per vino e provviste
CANTINA,Stanza fresca per bottiglie e provviste
CANTINE,Conservano vini al fresco
CANTINIERE,Custodisce e cura i vini in cantina
CANTO,"L'angolo, il lato di un luogo"
CANTO,Ognuno dei...della Divina Commedia
CANTO,Voce che diventa musica
CANTO,Voce ordinata in melodia
CANTONA,"Eric, il francese ribelle del Manchester United"
CANTONE,Può rimandare all’idea di angolo
CANTONESE,La lingua cinese di Hong Kong e Canton
CANTUCCI,I biscotti toscani alle mandorle da inzuppare nel vinsanto
CANTUCCIO,Biscotto toscano da inzuppare
CANTUCCIO,Un...appartato: un angolino riservato
CANUTO,Dai capelli ormai bianchi
CANZONO,Prendo in giro scherzando
CAOS,Un tipo particolare di scompiglio
CAOS,"Anarchia, in un’accezione meno immediata"
CAPACE,Abile a fare
CAPACE,"Spazioso, capiente"
CAPACE,"Intelligente, secondo il contesto"
CAPACI,Abili a fare
CAPACITA,L’essere in grado di fare qualcosa
CAPACITA,Si può classificare come potere
CAPANNA,Abitazione rustica
CAPANNA,La rustica dimora di frasche e fango
CAPANNA,Rifugio semplice di legno o paglia
CAPANNA,Un tipo particolare di rifugio
CAPANNE,Ripari semplici di legno o paglia
CAPANNO,Riparo rustico di legno o frasche
CAPANNO,Una manifestazione di rifugio
CAPANNO,Una forma specifica di rifugio
CAPANNONE,Rientra nel campo di magazzino
CAPANNONE,Rientra nel campo di rimessa
CAPARBI,Ostinati
CAPARBIA,Ostinata
CAPARBIE,Ostinate
CAPARBIO,Ostinato
CAPAREZZA,Il rapper pugliese dai testi ironici
CAPARRA,Una nozione collegata a impegno
CAPARRA,Nel lessico si avvicina a garanzia
CAPASANTA,Mollusco bivalve a forma di ventaglio
CAPELLI,Crescono sulla testa
CAPELLO,Cresce sulla testa
CAPELLO,"Fabio, allenatore di Milan, Roma e Juventus"
CAPELLO,Filo che cresce sul capo
CAPELLO,Per un...: per pochissimo
CAPELLO,Spaccare il...in quattro: cavillare
CAPESANTA,Il mollusco bivalve a ventaglio
CAPETOWN,"Città del Capo, in inglese"
CAPI,Comandano o si indossano
CAPIBARA,Grande roditore amante dell'acqua
CAPIBARA,Grande roditore sudamericano
CAPIENZA,Un caso particolare di volume
CAPILLARE,Sottilissimo vaso sanguigno
CAPILLARITA,La risalita dei liquidi nei tubicini sottili
CAPINERA,"Storia di una..., romanzo di Verga"
CAPINERA,Uccello canoro dalla testa scura
CAPIRE,...l'antifona: cogliere l'allusione
CAPIRE,"Realizzare, in un uso particolare"
CAPIRE,Si avvicina all’azione di comprendere
CAPIROSSI,"Loris, pilota azzurro del motomondiale"
CAPITA,Succede per caso
CAPITAI,Mi trovai per caso
CAPITALE,Completa la frase: «Milano è la … economica dell’Italia»
CAPITANHARLOCK,Il pirata dello spazio dei cartoni
CAPITANO,Un tipo particolare di pilota
CAPITANO,Un funzionario responsabile di una imbarcazione
CAPITARE,Accadere per caso
CAPITARE,Un modo non sempre letterale di succedere
CAPITARE,Una particolare maniera di accadere
CAPITATO,Accaduto per caso
CAPITELLO,Testa di colonna più che di libro
CAPITO,Mi trovo per caso
CAPITOLARE,Azione riconducibile al significato di accettare
CAPITOLARE,Una forma specifica dell’accettare
CAPITOLATO,Appartiene alla categoria di descrizione
CAPITOLO,Parte di un libro
CAPITOLO,Rientra nel campo di tutto
CAPITONE,La grossa anguilla delle feste
CAPO,"Estremità, promontorio o superiore"
CAPO,Il promontorio che si protende sul mare
CAPO,"Il superiore, chi comanda"
CAPO,Una forma specifica di estremità
CAPOCORDA,Guida gli alpinisti legati alla stessa fune
CAPODANNI,Si salutano con brindisi e botti
CAPODANNO,La festa del primo gennaio
CAPODANNO,La notte dei brindisi e dei propositi
CAPOEIRA,L'arte marziale-danza brasiliana
CAPOGIRO,Fa ruotare il mondo anche da fermi
CAPOGIRO,Il senso di vertigine
CAPOGIRO,Un tipo particolare di sintomo
CAPOLAVORO,Opera riuscita al massimo grado
CAPOLINEA,Ultima fermata di una corsa
CAPOLINO,In certi usi corrisponde a cesto
CAPONATA,Il piatto siciliano di melanzane in agrodolce
CAPOTRENO,Controlla il viaggio sui binari
CAPOVERDE,Arcipelago al largo del Senegal
CAPOVERSO,Rientro che apre un nuovo blocco di testo
CAPPA,Un esempio riconducibile a manto
CAPPA,Può rimandare all’idea di manto
CAPPELLA,Può rimandare all’idea di coro
CAPPELLAIO,Confeziona e vende cappelli
CAPPELLETTI,Pasta ripiena emiliana del brodo
CAPPELLO,Si leva in segno di rispetto
CAPPELLO,Sta in testa per riparo o eleganza
CAPPELLO,"Testa, in un’accezione meno immediata"
CAPPERI,Danno sapore a pizze e insalate
CAPPERO,Bocciolo saporito della cucina mediterranea
CAPPIO,Nodo che si stringe tirando
CAPPIO,Comprende anche nodo scorsoio
CAPPOTTO,Fare...: vincere senza subire punti
CAPPOTTO,Soprabito caldo da città
CAPPUCCETTO,Andò dalla nonna e incontrò il lupo
CAPPUCCINO,Il caffè con la schiuma di latte
CAPPUCCINO,Tazza del mattino con schiuma di latte
CAPPUCCIO,Copricapo unito a un mantello o a una felpa
CAPRA,"L'ignorante, secondo un noto insulto televisivo"
CAPRA,Ruminante da latte e da salti
CAPRAIA,Isola dell'arcipelago toscano
CAPRARO,Chi pascola le capre
CAPRETTO,Il piccolo della capra
CAPRI,I pantaloni a tre quarti
CAPRI,Isola della Piazzetta e dei faraglioni
CAPRICCIO,Composizione libera e fantasiosa
CAPRICCIO,Un esempio riconducibile a desiderio
CAPRICCIO,Un tipo particolare di desiderio
CAPRICORNO,Segno zodiacale della capra-pesce
CAPRIFOGLIO,Rampicante dai fiori profumati
CAPRIOLO,Cervide agile dei boschi
CAPRIOLO,Salto elegante o piccolo cervide
CAPRIOLO,Un tipo particolare di cervo
CAPRO,Una variante di capra
CAPROESPIATORIO,Colpevole scelto per colpe altrui
CAPSULA,Una manifestazione di coperchio
CAPZIOSA,Ingannevole e sottile
CAPZIOSE,Ingannevoli e sottili
CAPZIOSI,Ingannevoli e sottili
CAPZIOSO,Ingannevole e sottile
CARA,Amata: ...mia
CARA,Preziosa o costosa
CARABINA,Arma lunga più precisa che rumorosa
CARABINA,Fucile corto da tiro o caccia
CARABINIERE,Il militare dell'Arma
CARABO,Coleottero predatore lucente
CARACAS,La capitale venezuelana
CARAFFA,Brocca da tavola
CARAFFA,Recipiente da tavola per l'acqua
CARAFFA,Un caso particolare di bottiglia
CARAFFE,Portano acqua in tavola
CARAIBI,"Mare di isole, pirati e acque turchesi"
CARAMELLA,Dolcetto incartato da succhiare
CARAMELLO,Bruno dorato e caldo
CARAPACE,Scudo dorsale di tartarughe e crostacei
CARATELLO,Piccola botte da vini speciali
CARATO,L'unità di peso delle pietre preziose
CARATO,Unità di peso delle gemme
CARATTERE,Appartiene alla categoria di scrittura
CARATTERE,Completa la frase: «una conferenza di … politico»
CARATTERISTICA,Un tipo particolare di individualità
CARATTERISTICA,Un caso particolare di dimensione
CARATTERISTICO,Con un significato vicino a specifico
CARATTERISTICO,"Tipico, secondo il contesto"
CARAVAGGIO,Il Merisi della luce drammatica
CARAVAGGIO,Pittore di luci violente e santi popolani
CARAVANSERRAGLIO,Sosta orientale per mercanti e animali
CARAVELLA,Veliero delle scoperte geografiche
CARBONAIO,Produce il carbone di legna
CARBONARA,"La pasta romana con uovo, guanciale e pecorino"
CARBONCHIO,Antico nome dell'antrace
CARBONE,Combustibile nero
CARBONE,Il...di Babbo Natale ai bimbi cattivi
CARBONE,Si può classificare come malattia delle piante
CARBONELLA,Fa brace sotto griglie e barbecue
CARBONI,Si accendono nel braciere
CARBONIO,Elemento alla base della vita
CARBURANTE,Un tipo particolare di combustibile
CARBURANTE,Appartiene alla categoria di sostanza
CARCAME,"Resto di corpo, macchina o idea"
CARCERE,Luogo dove la libertà ha muri
CARCERE,Può rimandare all’idea di prigione
CARCERE,Rientra nel campo di detenzione
CARCINOMA,Può assumere il significato di cancro
CARCINOMA,Una nozione collegata a tumore
CARCIOFO,Cuore tenero fra foglie spinose
CARCIOFO,Ortaggio dal cuore tenero
CARDAMOMO,Spezia aromatica da cucina orientale
CARDANO,Il Gerolamo matematico e medico rinascimentale
CARDANO,Il giunto...dell'albero di trasmissione
CARDELLINO,Variopinto uccello canoro
CARDIGAN,Maglia aperta sul davanti coi bottoni
CARDIGAN,Può includere cerniera tra i suoi elementi
CARDINALE,La Claudia del Gattopardo
CARDINALE,Qualità che si avvicina a principale
CARDINALE,Può assumere la sfumatura di essenziale
CARDINE,Perno su cui gira la porta
CARDINE,Un caso particolare di assunzione
CARDINE,Un tipo particolare di assunzione
CARDINI,Permettono alla porta di girare
CARDIOLOGIA,La medicina del cuore
CARDO,La via romana in direzione nord-sud
CARDONE,Ortaggio parente del carciofo
CARDUCCI,Il Giosue delle Odi barbare
CARE,Preziose o costose
CARECA,"Brasiliano, compagno di Maradona a Napoli"
CARENA,La parte immersa dello scafo
CARENZA,Un caso particolare di bisogno
CARENZA,Un tipo particolare di bisogno
