soluzione,definizione
OKAPI,Parente della giraffa dal collo corto
OKLAHOMA,Lo Stato americano del musical omonimo
OLAF,Il nome del pupazzo di neve di Frozen
OLDMAN,Il Gary trasformista del cinema
OLDTRAFFORD,Lo stadio del Manchester United
OLE,Esclamazione da arena spagnola
OLEANDRO,Arbusto dai fiori belli ma velenosi
OLEANDRO,Arbusto fiorito dei viali mediterranei
OLEANDRO,Arbusto ornamentale dai fiori rosa
OLED,La tecnologia degli schermi a diodi organici
OLEZZO,Il profumo gradevole e intenso
OLIERA,Ampolla da tavola per condire
OLIERA,Set da tavola per olio e aceto
OLIGARCA,"Potente di pochi, spesso ricchissimo"
OLIMPIA,Sede antica dei giochi panellenici
OLIMPIADI,I grandi giochi sportivi internazionali
OLIMPICO,Lo stadio di Roma e Lazio
OLIMPO,Monte e dimora degli dei greci
OLIO,Gettarlo sul fuoco peggiora le cose
OLIO,L'...santo dell'estrema unzione
OLIO,L'extravergine che condisce l'insalata
OLIVA,Frutto da olio e aperitivo
OLIVA,Il colore verde scuro tendente al marrone
OLIVA,Verde tendente al bruno
OLIVASTRO,Di carnagione scura e mediterranea
OLIVER,"...Hardy, l'Ollio del duo comico"
OLIVER,Il nome dell'orfanello di Dickens Twist
OLIVETO,Campo di alberi nodosi da olio
OLIVETTI,L'Adriano industriale di Ivrea
OLIVIA,La fidanzata magrissima di Braccio di Ferro
OLIVO,Un possibile significato è «ulivo»
OLMO,Albero da viali e campagne
OLOCAUSTO,"Sacrificio totale, parola di memoria tragica"
OLTRAGGIO,Offesa grave e pubblica
OLTRAGGIO,Un possibile significato è «offesa»
OLTRAGGIO,Tra i suoi significati: «insulto»
OLTRAGGIOSA,Offensiva
OLTRAGGIOSE,Offensive
OLTRAGGIOSI,Offensivi
OLTRAGGIOSO,Offensivo
OLTRANZA,"In una sua accezione, «estremo»"
OLTRANZA,Può significare «eccesso»
OLTRE,Vale anche «ulteriormente»
OLTREMARE,Blu intenso da pigmento prezioso
OLTREMODO,Tra i suoi significati: «molto»
OLTREMODO,Vale anche «grandemente»
OLTREPASSARE,Vale anche «superare»
OLTREPASSARE,"In una sua accezione, «varcare»"
OMAGGIO,Vale anche «presente»
OMAGGIO,Tra i suoi significati: «onore»
OMAN,Sultanato della penisola arabica
OMAR,Il nome dell'attore egiziano Sharif
OMAR,Il poeta persiano Khayyam
OMASO,Uno degli stomaci dei ruminanti
OMBELICO,"Centro del corpo e del mondo, per modo di dire"
OMBELICO,Piccola cicatrice al centro del ventre
OMBRA,Segue il corpo alla luce
OMBRA,Senz'...di dubbio: con assoluta certezza
OMBRA,Ti segue al sole ma non si fa toccare
OMBRA,Tra i suoi significati: «spirito»
OMBRE,Seguono i corpi alla luce
OMBRELLAIO,Ripara e vende ombrelli
OMBRELLI,Si aprono sotto la pioggia
OMBRELLO,Piccolo tetto portatile
OMBRELLO,Ripara dalla pioggia
OMBRELLO,Tetto portatile contro la pioggia
OMBRELLONE,Ripara dal sole in spiaggia
OMBROSA,Può esserlo una donna facile a offendersi
OMBROSE,Possono esserlo donne facili a offendersi
OMBROSI,Possono esserlo uomini facili a offendersi
OMBROSO,Può esserlo un uomo facile a offendersi
OMEGA,La fine di tutto: l'alfa e l'...
OMEGA,Ultima greca e fine simbolica
OMELIA,Discorso sacro dopo il Vangelo
OMERO,Il cantore dell'Iliade
OMERO,L'osso del braccio
OMETTO,La stampella per appendere i vestiti
OMETTO,Può significare «monaco»
OMICIDA,Un possibile significato è «assassino»
OMICIDA,Può significare «micidiale»
OMICIDIO,Può significare «assassinio»
OMICIDIO,Un possibile significato è «uccisione»
OMICRON,Piccola o greca dal nome lungo
OMICRON,Una variante del Covid
OMINO,Piccolo uomo disegnato
OMINO,"In una sua accezione, «nano»"
OMISSIONE,Vale anche «dimenticanza»
OMISSIS,Nasconde parti del testo ufficiale
OMO,Antica voce per l'essere umano
OMO,Storico marchio di detersivi
OMOGENEO,Un possibile significato è «armonico»
OMOGENEO,"In una sua accezione, «armonioso»"
OMOLOGAZIONE,Può significare «ratifica»
OMOSESSUALE,"In una sua accezione, «diverso»"
OMOSESSUALE,Tra i suoi significati: «invertito»
OMS,L'organizzazione mondiale della sanità
ONAGRO,Antica catapulta romana
ONCIA,L'antica unità di peso anglosassone
ONCIA,Vale anche «boccone»
ONCOLOGIA,La medicina dei tumori
ONDA,Movimento del mare
ONDA,Quella che porta la radio nell'etere
ONDA,Si alza e si rompe sulla riva
ONDA,Si muove senza andare lontano
ONDATA,Vale anche «onda»
ONDATA,"In una sua accezione, «impeto»"
ONDE,Si rincorrono verso la riva
ONDINA,Spirito femminile delle acque
ONDIVAGO,Oscilla nelle opinioni come sull'acqua
ONEPIECE,Il manga dei pirati a caccia del tesoro
ONERE,"Il peso, l'obbligo gravoso"
ONERE,Peso più giuridico che fisico
ONEROSA,Costosa o gravosa
ONEROSE,Costose o gravose
ONEROSI,Costosi o gravosi
ONEROSO,Costoso o gravoso
ONESTA,Virtù di chi non inganna
ONESTA,Tra i suoi significati: «equità»
ONESTA,Vale anche «dirittura»
ONESTAMENTE,Un possibile significato è «chiaramente»
ONESTAMENTE,Può significare «franco»
ONESTO,"Corretto, che non imbroglia"
ONESTO,Vale anche «morale»
ONESTO,Tra i suoi significati: «puro»
ONICE,Pietra dura striata
ONIRICO,Appartiene al sogno
ONOMASTICA,Studia i nomi propri
ONOMATOPEA,La parola che imita un suono
ONORAI,Passato remoto: Rendere onore
ONORARE,Un possibile significato è «rispettare»
ONORARIO,Vale anche «tassa»
ONORARIO,"In una sua accezione, «compenso»"
ONORATO,Participio: Rendere onore
ONORE,La reputazione e la dignità da difendere
ONORE,"In una sua accezione, «premio»"
ONORE,Vale anche «omaggio»
ONOREVOLE,"In una sua accezione, «parlamentare»"
ONOREVOLE,Tra i suoi significati: «valido»
ONORI,Fare gli... di casa agli ospiti
ONTA,"La vergogna, il disonore subito"
ONTA,Tra i suoi significati: «vergogna»
ONTA,Vale anche «offesa»
ONTANO,Albero che cresce lungo i corsi d'acqua
ONTARIO,Il più piccolo dei Grandi Laghi
ONTOLOGIA,Lo studio filosofico dell'essere
ONU,Assemblea mondiale in tre lettere
ONU,Ha il Palazzo di Vetro a New York
OPA,Offerta pubblica in Borsa
OPACA,Non trasparente
OPACHE,Non trasparenti
OPACHI,Non trasparenti
OPACO,Non lascia passare chiaramente la luce
OPACO,"Non lucido, senza riflessi"
OPALE,La gemma iridescente di chi nasce in ottobre
OPALE,Pietra dai lampi lattiginosi
OPALE,Pietra dai riflessi cangianti
OPALESCENTE,Lattiginoso con riflessi cangianti
OPEC,L'organizzazione dei Paesi esportatori di petrolio
OPENSPACE,Ambiente di lavoro senza pareti divisorie
OPERA,Il melodramma cantato
OPERA,La buona azione: fare un'... di bene
OPERA,"Lavoro, teatro o prodotto d'artista"
OPERA,Lirica cantata o lavoro compiuto
OPERARE,Agire o eseguire un intervento
OPERARE,Può significare «realizzare»
OPERARE,"In una sua accezione, «intervenire»"
OPERATIVITA,Può significare «attività»
OPERATIVITA,Vale anche «operazione»
OPERATO,Eseguito come intervento
OPERATORE,"In una sua accezione, «agente»"
OPERATORE,Può significare «rappresentante»
OPERAZIONE,"In una sua accezione, «attività»"
OPERAZIONE,Un possibile significato è «funzione»
OPERO,Agisco o eseguo un intervento
OPHIUCHUS,Il Serpentario fra Scorpione e Sagittario
OPIFICIO,Stabilimento produttivo in parola antica
OPINAI,Passato remoto: Avere un parere
OPINATO,Participio: Avere un parere
OPINIONE,Tra i suoi significati: «posizione»
OPINIONE,Tra i suoi significati: «visione»
OPINIONISTA,Vale anche «osservatore»
OPINIONISTA,Tra i suoi significati: «cronista»
OPIUM,Il celebre profumo di Yves Saint Laurent
OPPORTUNAMENTE,"In una sua accezione, «tempestivamente»"
OPPORTUNITA,"In una sua accezione, «momento»"
OPPORTUNITA,"In una sua accezione, «possibilità»"
OPPOSIZIONE,Vale anche «contraddizione»
OPPOSTO,Tra i suoi significati: «contrario»
OPPOSTO,Vale anche «inverso»
OPPRESSE,Schiacciò sotto il peso
OPS,Scusa in tre lettere
OPTIMUS,"Il capo dei robot buoni Autobot, ...Prime"
OPULENTA,Ricca e abbondante
OPULENTE,Ricche e abbondanti
OPULENTI,Ricchi e abbondanti
OPULENTO,Ricco e abbondante
OPUS,"L'...Dei, prelatura cattolica"
OPUS,Opera in latino e in musica
OPUSCOLO,Libretto di poche pagine
OPUSCOLO,Può significare «libretto»
OPUSCOLO,Un possibile significato è «stampato»
OPZIONALE,"In una sua accezione, «libero»"
OPZIONALE,"In una sua accezione, «facoltativo»"
OPZIONE,Tra i suoi significati: «scelta»
OPZIONE,Vale anche «alternativa»
OR,"Adesso, in poesia"
OR,Simbolo araldico dell'oro
ORA,Adesso o sessanta minuti
ORA,In questo preciso momento
ORA,"In una sua accezione, «oggi»"
ORACOLO,Rispondeva oscuro per mestiere
ORACOLO,Risposta degli dèi o persona sapiente
ORACOLO,Risposta divina spesso difficile da capire
ORAFO,Lavora metalli preziosi e pietre
ORALE,Vale anche «interrogazione»
ORAMAI,Vale anche «già»
ORAMAI,Vale anche «quasi»
ORANGETTE,Scorze candite ricoperte di cioccolato
ORANGO,Scimmia antropomorfa del Borneo
ORATA,Il pesce pregiato d'allevamento
ORATA,Pesce pregiato dal riflesso aureo
ORATORE,Vale anche «parlante»
ORATORIO,Luogo parrocchiale o composizione sacra
ORATORIO,Vale anche «cantata»
ORAZIO,Il poeta del carpe diem
ORAZIO,L'amico fidato di Amleto
ORAZIONE,Discorso solenne o preghiera
ORAZIONE,Vale anche «discorso»
ORAZIONE,Tra i suoi significati: «indirizzo»
ORBAI,Passato remoto: Privare della vista
ORBATO,Participio: Privare della vista
ORBETELLO,Laguna toscana stretta tra mare e promontorio
ORBITA,Il giro del pianeta attorno al Sole
ORBITA,"In una sua accezione, «campo»"
ORBITA,Vale anche «portata»
ORBO,Privo di un occhio o accecato
ORCA,Cetaceo che porta un nome ingiusto
ORCA,Il cetaceo protagonista di Free Willy
ORCHESTRA,Può significare «platea»
ORCHIDEA,Fiore elegante da serra
ORCHIDEA,Fiore elegante e delicato
ORCHIDEE,Fiori eleganti da serra
ORCHIS,Orchidea spontanea dal nome greco
ORCIO,Grande vaso di terracotta per l'olio
ORCIO,Il vaso panciuto di coccio per l'olio
ORCO,Cattivo enorme delle fiabe
ORCO,Mostro delle fiabe e spauracchio
ORCO,Shrek è un...buono
ORDA,Folla più minacciosa che ordinata
ORDA,Può significare «esercito»
ORDA,"In una sua accezione, «legione»"
ORDALIA,Prova del giudizio di Dio medievale
ORDIGNO,Il congegno esplosivo
ORDINA,Sistema o comanda
ORDINAI,Misi in ordine o comandai
ORDINAMENTO,Tra i suoi significati: «sistema»
ORDINAMENTO,Vale anche «organizzazione»
ORDINANZA,Può significare «disposizione»
ORDINANZA,Tra i suoi significati: «mandato»
ORDINARE,Mettere in ordine o comandare
ORDINARE,"In una sua accezione, «dire»"
ORDINARE,Tra i suoi significati: «sistemare»
ORDINARIO,"In una sua accezione, «comune»"
ORDINARIO,Un possibile significato è «qualsiasi»
ORDINATO,Messo in ordine o comandato
ORDINATO,Vale anche «pulito»
ORDINAZIONE,Vale anche «commissione»
ORDINAZIONE,Tra i suoi significati: «ricetta»
ORDINE,"In una sua accezione, «famiglia»"
ORDINE,Vale anche «fatta»
ORDINO,Sistemo o comando
ORDITO,La parte ferma della tela
ORE,Si contano sul quadrante dell’orologio
ORE,Pluralizza il tempo dell'orologio
OREADI,Le ninfe dei monti
ORECCHIABILE,Facile da ricordare ascoltandolo
ORECCHIETTE,Pasta pugliese a forma di piccola conca
ORECCHINO,Gioiello appeso al lobo
ORECCHINO,Gioiello da lobo
OREFICE,Artigiano che lavora l'oro
OREGON,Lo Stato americano del Pacifico nord-occidentale
OREO,Il biscotto americano nero col cuore bianco
ORFANO,Il bimbo rimasto senza genitori
ORFEO,"... ed Euridice, l'opera di Gluck"
ORFEO,Cantò tanto bene da commuovere gli inferi
ORFEO,Il cantore che scese agli inferi
ORGANETTO,Piccola fisarmonica popolare
ORGANICO,Vale anche «personale»
ORGANIZZA,Dà struttura a un piano
ORGANIZZAI,Diedi struttura a un piano
ORGANIZZARE,Dare struttura a un piano
ORGANIZZARE,"In una sua accezione, «formare»"
ORGANIZZARE,Può significare «costituire»
ORGANIZZATO,Dato struttura a un piano
ORGANIZZAZIONE,"In una sua accezione, «sistema»"
ORGANIZZAZIONE,Vale anche «potere»
ORGANIZZO,Do struttura a un piano
ORGANZA,Tessuto trasparente e rigido
ORGOGLIOSO,Un possibile significato è «fiero»
ORGOGLIOSO,Vale anche «superbo»
ORICALCO,Leggendaria lega dell'antichità
ORICE,Antilope dalle corna lunghe
ORIENTAMENTO,"In una sua accezione, «tendenza»"
ORIENTAMENTO,"In una sua accezione, «indirizzo»"
ORIENTARE,"In una sua accezione, «dirigere»"
ORIENTE,Un possibile significato è «est»
ORIENTEXPRESS,Il leggendario treno di lusso per Istanbul
ORIFIZIO,Apertura del corpo o della materia
ORIFLAMMA,Antica bandiera dei re di Francia
ORIGAMI,Arte giapponese di piegare la carta
ORIGANO,Erba aromatica della pizza
ORIGANO,"Profuma pizza, pomodoro e focacce"
ORIGINALE,"Non copia, oppure tipo bizzarro"
ORIGINALE,Un possibile significato è «numero»
ORIGINALE,"In una sua accezione, «modello»"
ORIGINALITA,Un possibile significato è «novità»
ORIGINALITA,Tra i suoi significati: «autenticità»
ORIGINARIAMENTE,Tra i suoi significati: «inizialmente»
ORIGINARIAMENTE,Vale anche «dapprima»
ORIGINE,Punto da cui tutto comincia
ORIGINE,Tra i suoi significati: «famiglia»
ORIGINE,Un possibile significato è «causa»
ORIGINI,Tra i suoi significati: «alba»
ORIGINI,Tra i suoi significati: «albori»
ORINOCO,Grande fiume venezuelano
ORIONE,Il cacciatore più vistoso del cielo invernale
ORISTANO,Città sarda della Sartiglia
ORIZZONTE,Linea dove cielo e terra si incontrano
ORIZZONTE,Linea irraggiungibile dello sguardo
ORIZZONTE,Linea lontana dove cielo e terra si toccano
ORLANDO,"...Bloom, l'attore di Legolas"
ORLANDO,Il paladino furioso dell'Ariosto
ORLO,Confine di stoffa o precipizio
ORLO,Il margine: essere sull'... del baratro
ORLO,Può significare «bordo»
ORMA,Firma lasciata dal passo
ORMA,Segno del passo
ORMAI,A questo punto è troppo tardi per cambiare
ORMAI,Un possibile significato è «ora»
ORMAI,Può significare «quasi»
ORME,Restano sul fango dopo il passo
ORMEGGIO,Il fissare la nave al porto
ORMEGGIO,Tiene ferma la barca
ORMONE,Messaggero chimico prodotto dalle ghiandole
ORNAMENTO,Aggiunta che abbellisce senza reggere
ORNAMENTO,Tra i suoi significati: «virtù»
ORNAMENTO,"In una sua accezione, «decorazione»"
ORNITOLOGIA,Scienza degli uccelli
ORNITORINCO,Mammifero con becco e uova
ORNITORINCO,Strano mammifero australiano che depone uova
ORO,Metallo che fa gola e medaglie
ORO,Metallo prezioso del primo posto
ORO,Non è tutto quello che luccica
ORO,Vale la medaglia del primo
OROGENESI,Fa nascere montagne in tempi immensi
OROLOGI,Misurano le ore al polso o al muro
OROLOGIAIO,Aggiusta meccanismi che misurano il tempo
OROLOGIO,...biologico: il ritmo naturale del corpo
OROLOGIO,Misura il tempo
OROLOGIO,Segna l'ora
ORPELLATA,Può esserlo una storia abbellita in modo falso
ORPELLATE,Possono esserlo storie abbellite in modo falso
ORPELLATI,Possono esserlo dati abbelliti in modo falso
ORPELLATO,Può esserlo un dato abbellito in modo falso
ORPELLI,Abbellimenti forse inutili
ORPIMENTO,Minerale giallo d'arsenico
ORRENDO,Può significare «orribile»
ORRENDO,Un possibile significato è «infame»
ORRIBILE,Tra i suoi significati: «infame»
ORRIBILE,Vale anche «orrendo»
ORRIDO,Gola rocciosa o cosa spaventosa
ORRIDO,La gola rocciosa stretta e profonda
ORRORE,Il genere di film che fa rabbrividire
ORRORE,Un possibile significato è «odio»
ORRORE,Vale anche «schifo»
ORSA,Costellazione che aiuta a trovare il nord
ORSA,Costellazione e femmina del plantigrado
ORSA,"L'...Maggiore, la costellazione del Gran Carro"
ORSA,Può significare «orso»
ORSAMAGGIORE,Costellazione del Gran Carro
ORSETTO,Peluche da bambini
ORSI,Dormono d'inverno nelle tane
ORSO,Grande mammifero dei boschi
ORSO,Il plantigrade bianco dei ghiacci polari
ORSO,Il tipo scontroso e poco socievole
ORSO,Plantigrado e uomo poco socievole
ORTENSIA,Arbusto dai grandi fiori a palla
ORTENSIA,Fiore a grandi palle colorate
ORTENSIA,Fiore a grandi sfere azzurre o rosa
ORTICA,Pianta che punge
ORTICA,Punge chi la sfiora senza guanti
ORTICARIA,Eruzione cutanea pruriginosa
ORTICARIA,Mi dà l'...: mi è proprio insopportabile
ORTISEI,Centro gardenese ai piedi delle Dolomiti
ORTO,Il giardino dove crescono le verdure
ORTO,Piccolo campo di verdure
ORTO,Piccolo regno di zappe
ORTO,Quello botanico delle piante rare
ORTOLANO,Coltiva verdure più che fiori
ORTOPEDIA,La medicina di ossa e scheletro
ORVIETO,Città umbra dal celebre duomo
ORVIETO,Città umbra su rupe di tufo
ORVILLE,Il nome del pioniere del volo Wright
ORWELL,Il George di 1984
ORWELL,Scrittore di fattorie allegoriche e Grande Fratello
ORZO,Cereale da zuppe e caffè senza caffè
ORZO,Il cereale che dà la birra
ORZO,Il surrogato del caffè
ORZO,Può significare «avena»
OS,"Il sistema operativo, in sigla"
OS,Simbolo chimico dell'osmio
OSA,Chi non risica non rosica: chi...
OSA,Invito proverbiale a rischiare
OSAI,Ebbi il coraggio di rischiare
OSAKA,Grande città del Giappone
OSAKA,"Naomi..., la tennista giapponese"
OSARE,Avere il coraggio di rischiare
OSATO,Avuto il coraggio di rischiare
OSCAR,La statuetta del cinema di Hollywood
OSCAR,Premio che pesa poco ma vale molto
OSCENITA,Vale anche «volgarità»
OSCI,Antico popolo dell'Italia meridionale
OSCURITA,Può significare «buio»
OSCURITA,Tra i suoi significati: «tenebre»
OSCURO,Poco illuminato o poco chiaro
OSCURO,Vale anche «buio»
OSCURO,Vale anche «vago»
OSIMHEN,"Victor, bomber nigeriano del Napoli scudetto"
OSIRIDE,Il dio egizio dell'oltretomba
OSKAR,Il nome dell'imprenditore della lista Schindler
OSLO,Capitale norvegese sul fiordo
OSMIO,Il più denso degli elementi naturali
OSMOSI,Passaggio del solvente attraverso una membrana
OSO,Ho il coraggio di rischiare
OSO,"L'orso, in spagnolo"
OSPEDALE,Città dei malati e dei turni
OSPITA,Accoglie in casa
OSPITALE,Un possibile significato è «buono»
OSPITALE,Un possibile significato è «dolce»
OSPITARE,Accogliere in casa
OSPITARE,Tra i suoi significati: «accogliere»
OSPITARE,Un possibile significato è «alloggiare»
OSPITATO,Accolto in casa
OSPITE,Chi riceve o viene ricevuto
OSPITE,Tra i suoi significati: «cliente»
OSPITE,Un possibile significato è «invitato»
OSPITO,Accolgo in casa
OSPIZIO,Ricovero d'altri tempi
OSSEO,Di scheletro
OSSERVA,Guarda con attenzione
OSSERVAI,Guardai con attenzione
OSSERVARE,Guardare con attenzione
OSSERVARE,Un possibile significato è «trovare»
OSSERVARE,"In una sua accezione, «guardare»"
OSSERVATO,Guardato con attenzione
OSSERVATORE,Tra i suoi significati: «commentatore»
OSSERVATORE,"In una sua accezione, «opinionista»"
OSSERVATORIO,Da qui si guardano le stelle
OSSERVAZIONE,Può significare «difficoltà»
OSSERVAZIONE,Vale anche «commento»
OSSERVO,Guardo con attenzione
OSSESSIONE,Può significare «fastidio»
OSSESSIONE,"In una sua accezione, «fissa»"
OSSIDAZIONE,La reazione con l'ossigeno
OSSIDIANA,Vetro vulcanico nero
OSSIGENO,Dare...: dare respiro e sollievo
OSSIGENO,Gas necessario alla respirazione
OSSIMORO,Unisce parole che litigano
OSSO,Quello che si dà da rosicchiare al cane
OSSO,Resta quando la polpa se ne va
OSSO,Un...duro: un avversario difficile da battere
OSSO,Vale anche «nocciolo»
OSTACOLARE,Tra i suoi significati: «impedire»
OSTACOLARE,Tra i suoi significati: «bloccare»
OSTACOLI,Corsa con barriere da superare
OSTACOLO,Tra i suoi significati: «difficoltà»
OSTACOLO,Vale anche «barriera»
OSTE,Fare i conti senza l'...: non considerare gli imprevisti
OSTE,Il padrone della trattoria
OSTE,Padrone di tavole e vino
OSTELLO,Alloggio economico per viaggiatori
OSTENSORIO,Mostra il sacro in metallo prezioso
OSTEOPOROSI,Fragilità delle ossa per perdita di calcio
OSTERIA,Locale semplice dove si mangia e beve
OSTERIA,Tra i suoi significati: «taverna»
OSTETRICIA,La disciplina del parto
OSTIA,L'antico porto di Roma
OSTIA,"La città alla foce del Tevere, porto di Roma"
OSTICA,Difficile da capire
OSTICHE,Difficili da capire
OSTICI,Difficili da capire
OSTICO,Difficile da capire
OSTILE,Vale anche «maligno»
OSTILE,Tra i suoi significati: «risentito»
OSTINATO,Disegno musicale ripetuto con insistenza
OSTINATO,"In una sua accezione, «deciso»"
OSTINATO,Può significare «duro»
OSTRACISMO,Esclusione che viene da cocci ateniesi
OSTRICA,Conchiglia pregiata che può custodire una perla
OSTRICA,Mollusco che può custodire perle
OSTRICA,Mollusco da cui nasce la perla
OSTRICHE,Nascondono perle in conchiglia
OSTROGOTI,Popolo germanico che regnò in Italia
OSTRUZIONE,Tra i suoi significati: «ostacolo»
OSTRUZIONE,Vale anche «barriera»
