soluzione,definizione
SALOTTO,Stanza di conversazione e televisore
SALPA,Parte dal porto
SALPANDO,Partendo dal porto
SALPANO,Partono dal porto
SALPARE,Partire dal porto
SALPATO,Partito dal porto
SALPAVA,Partiva dal porto
SALPAVANO,Partivano dal porto
SALPAVO,Partivo dal porto
SALPERA,Partirà dal porto
SALPEREBBE,Partirebbe dal porto
SALPO,Parto dal porto
SALSA,Condimento e ritmo latino
SALSEDINE,Sale che resta sulla pelle dopo il mare
SALSIERA,Recipiente da tavola per le salse
SALTA,Si stacca da terra
SALTAI,Mi staccai da terra
SALTANDO,Staccandosi da terra
SALTANO,Si staccano da terra
SALTARE,Staccarsi da terra
SALTARELLO,Antica danza saltellata italiana
SALTATO,Staccato da terra
SALTAVA,Si staccava da terra
SALTAVANO,Si staccavano da terra
SALTAVO,Mi staccavo da terra
SALTEREI,Mi staccherei da terra
SALTERIO,Strumento antico e libro biblico
SALTERO,Mi staccherò da terra
SALTIAMO,Ci stacchiamo da terra
SALTO,Interruzione o balzo
SALUBRE,Che giova alla salute
SALUMIERE,Vende salumi e formaggi
SALUTA,Dà il segno dell'incontro o dell'addio
SALUTAI,Diedi il segno dell'incontro o dell'addio
SALUTANDO,Dando il segno dell'incontro o dell'addio
SALUTANO,Danno il segno dell'incontro o dell'addio
SALUTARE,Dare il segno dell'incontro o dell'addio
SALUTATO,Dato il segno dell'incontro o dell'addio
SALUTAVA,Dava il segno dell'incontro o dell'addio
SALUTAVANO,Davano il segno dell'incontro o dell'addio
SALUTAVO,Davo il segno dell'incontro o dell'addio
SALUTERA,Rivolgerà un saluto
SALUTEREBBE,Rivolgerebbe un saluto
SALUTEREI,Darei il segno dell'incontro o dell'addio
SALUTERO,Darò il segno dell'incontro o dell'addio
SALUTIAMO,Diamo il segno dell'incontro o dell'addio
SALUTO,Gesto che apre o chiude un incontro
SALVA,Sottrae al pericolo
SALVADANAIO,Custodisce monete risparmiate
SALVADOR,Storica città del Brasile
SALVAI,Sottrassi al pericolo
SALVANDO,Sottraendo al pericolo
SALVANO,Sottraggono al pericolo
SALVARE,Sottrarre al pericolo
SALVATO,Sottratto al pericolo
SALVAVA,Sottraeva al pericolo
SALVAVANO,Sottraevano al pericolo
SALVAVO,Sottraevo al pericolo
SALVERA,Sottrarrà al pericolo
SALVEREBBE,Sottrarrebbe al pericolo
SALVEREI,Sottrarrei al pericolo
SALVERO,Sottrarrò al pericolo
SALVIA,Erba aromatica e officinale
SALVIAMO,Sottraiamo al pericolo
SALVO,Sottraggo al pericolo
SAM,Nome proprio dello zio simbolo degli Stati Uniti
SAMARCANDA,Città uzbeka sulla Via della seta
SAMARIA,Antica regione e città della Palestina
SAMBA,Ritmo brasiliano da carnevale
SAMBUCO,Arbusto da fiori per sciroppi
SAMI,Popolo della Lapponia
SAMO,Isola greca di Pitagora
SAMOA,Arcipelago polinesiano
SAMOSA,Fagottino fritto indiano speziato
SAMOVAR,Recipiente russo per il tè
SAMPAN,Piccola imbarcazione asiatica
SAMUEL,Nome proprio dell'attore Jackson
SAMUELE,Il profeta che unse i primi re
SAN,Titolo davanti a molti nomi sacri
SANA,"In buona salute, al femminile"
SANAA,Capitale yemenita storica
SANAI,Passato remoto: Rendere sano
SANANO,Presente plurale: Rendere sano
SANATO,Participio: Rendere sano
SANAVA,Imperfetto: Rendere sano
SANAVI,Imperfetto: Rendere sano
SANCIO,Scudiero più terra terra del suo padrone
SANDALO,Scarpa aperta o legno profumato
SANDRA,Nome proprio dell'attrice Bullock
SANDRELLI,La Stefania di Divorzio all'italiana
SANDY,Nome proprio della protagonista di Grease
SANE,"In buona salute, al femminile plurale"
SANGALLO,Famiglia di architetti rinascimentali
SANGUIGNA,Matita rossa da disegno
SANI,"In buona salute, al plurale"
SANJOSE,"Capitale costaricana, ma anche città californiana"
SANMARTIN,Liberatore dell'Argentina e del Cile
SANNITI,Popolo italico avversario di Roma
SANO,Integro nel corpo o nel giudizio
SANPIETROBURGO,Città russa degli zar sulla Neva
SANSA,Il residuo della spremitura delle olive
SANSCRITO,Antica lingua sacra dell'India
SANSONE,Perse la forza con i capelli
SANSOVINO,Architetto della libreria di Venezia
SANTA,Nome proprio del Claus che porta i doni
SANTIAGO,Capitale cilena ai piedi delle Ande
SANTOLINA,Arbusto argenteo aromatico
SANTONE,"Guida spirituale, talvolta sospetta"
SANTOREGGIA,Erba aromatica dal nome devozionale
SANTORINI,Isola greca dalle case bianche sulla caldera
SANTUARIO,Il luogo sacro meta di pellegrinaggi
SAPIENTE,Ricco di sapere
SAPIENTI,"Ricco di sapere, al plurale"
SAPIENZA,Sapere con peso morale
SAPONE,Lava facendo schiuma
SAPORE,Giudizio della lingua e della memoria
SAPPORO,Città dell'isola di Hokkaido
SARABANDA,Lenta danza barocca
SARACENO,Arabo medievale nelle cronache cristiane
SARACINESCA,Serranda avvolgibile
SARAGAT,Il Giuseppe presidente socialista
SARAGO,Pesce di scoglio striato
SARAH,Nome proprio dell'attrice francese Bernhardt
SARAJEVO,Capitale bosniaca dal nome storico
SARAMAGO,Scrittore portoghese premio Nobel
SARASVATI,La dea indù del sapere
SARCHIO,L'attrezzo per smuovere il terreno fra le piante
SARCOFAGO,Pietra che custodisce il corpo
SARDEGNA,Grande isola italiana dal mare smeraldo
SARDI,Antica capitale della Lidia
SARDINA,Piccolo pesce da scatola e banco
SARDONICO,Riso amaro e quasi crudele
SARGASSO,Mare famoso per alghe galleggianti
SARI,Abito femminile indiano
SARMATI,Antico popolo nomade delle steppe
SARMENTO,Ramo lungo della vite
SARONNO,Città lombarda nota per gli amaretti
SARTIAME,L'insieme delle funi di sostegno degli alberi
SARTO,Costruisce abiti su corpi reali
SARTRE,Filosofo e scrittore della Nausea
SASHIMI,Pesce crudo giapponese a fette
SASQUATCH,Il bigfoot delle foreste americane
SASSARI,Città sarda del nord dell'isola
SASSO,Piccola pietra
SASSOFONO,Strumento a fiato del jazz
SASSONI,Popolo germanico stanziato in Britannia
SATIRESCO,"Da satiro, quindi lascivo o beffardo"
SATIRO,Creatura boschiva metà uomo e metà capra
SATRAPO,Governatore persiano o despota locale
SATURNO,Il dio romano del tempo
SAUL,Il primo re d'Israele
SAUNA,Caldo secco preso per benessere
SAVANA,Prateria tropicale con alberi sparsi
SAVERIO,Il gesuita missionario in Oriente
SAVOIARDO,Biscotto del tiramisù
SAVOIRFAIRE,L'abilità nel comportarsi a modo
SB,Simbolo chimico dell'antimonio
SBADIGLIO,L'atto di chi ha sonno o noia
SBAGLIA,Prende la via errata
SBAGLIAI,Presi la via errata
SBAGLIANDO,Prendendo la via errata
SBAGLIANO,Prendono la via errata
SBAGLIARE,Prendere la via errata
SBAGLIATO,Preso la via errata
SBAGLIAVA,Prendeva la via errata
SBAGLIAVANO,Prendevano la via errata
SBAGLIAVO,Prendevo la via errata
SBAGLIEREI,Prenderei la via errata
SBAGLIERO,Prenderò la via errata
SBAGLIIAMO,Prendiamo la via errata
SBAGLIO,Prendo la via errata
SBALORDIMENTO,La meraviglia che lascia di stucco
SBALORDISCO,Lascio a bocca aperta
SBALZO,Tecnica che fa emergere il metallo
SBARCA,Forma verbale: Scendere da nave o aereo
SBARCAI,Passato remoto: Scendere da nave o aereo
SBARCO,Forma verbale: Scendere da nave o aereo
SBATTITORE,Elettrodomestico per montare
SBIADITA,"Poco vivace nel colore, al femminile"
SBIADITE,"Poco vivace nel colore, al femminile plurale"
SBIADITI,"Poco vivace nel colore, al plurale"
SBIADITO,Poco vivace nel colore
SBIECO,Il taglio in diagonale della stoffa
SBIGOTTIMENTO,Lo stupore misto a sgomento
SBLOCCA,Forma verbale: Togliere un impedimento
SBLOCCO,Forma verbale: Togliere un impedimento
SBOLLIRE,Calmarsi dopo l'ira
SBORDA,Forma verbale: Uscire oltre il bordo
SBORDAI,Passato remoto: Uscire oltre il bordo
SBORDO,Forma verbale: Uscire oltre il bordo
SBOZZO,Sgrosso la prima forma
SBRAITO,Grido in modo concitato
SBRANA,Forma verbale: Fare a pezzi con violenza
SBRANAI,Passato remoto: Fare a pezzi con violenza
SBRANO,Forma verbale: Fare a pezzi con violenza
SBRINDELLATO,Ridotto a brandelli
SBUCCIA,Forma verbale: Togliere la buccia
SBUCCIO,Forma verbale: Togliere la buccia
SBUFFO,Soffio per l'impazienza
SC,Simbolo chimico dello scandio
SCABRA,"Ruvido o difficile, al femminile"
SCABRE,"Ruvido o difficile, al femminile plurale"
SCABRI,"Ruvido o difficile, al plurale"
SCABRO,Ruvido al tatto o allo stile
SCABROSA,"Difficile e delicato, al femminile"
SCABROSE,"Difficile e delicato, al femminile plurale"
SCABROSI,"Difficile e delicato, al plurale"
SCABROSO,Difficile e delicato
SCACCHI,"Gioco con re, regine e alfieri"
SCACCO,Mossa contro il re
SCACCOMATTO,La mossa che chiude la partita a scacchi
SCAFANDRO,Tuta del palombaro
SCAFATO,Smaliziato dall'esperienza
SCAFO,Il corpo di un'imbarcazione
SCALA,Serie di gradini o suoni
SCALANDO,Salendo una parete o una classifica
SCALANO,Salgono una parete o una classifica
SCALARE,Salire una parete o una classifica
SCALATO,Salito una parete o una classifica
SCALAVA,Saliva una parete o una classifica
SCALAVANO,Salivano una parete o una classifica
SCALAVO,Salivo una parete o una classifica
SCALDA,Rende più caldo
SCALDAI,Resi più caldo
SCALDANDO,Rendendo più caldo
SCALDANO,Rendono più caldo
SCALDARE,Rendere più caldo
SCALDATO,Reso più caldo
SCALDAVA,Rendeva più caldo
SCALDAVANO,Rendevano più caldo
SCALDAVIVANDE,Apparecchio per tenere caldo il cibo
SCALDAVO,Rendevo più caldo
SCALDEREI,Renderei più caldo
SCALDERO,Renderò più caldo
SCALDIAMO,Rendiamo più caldo
SCALDO,Rendo più caldo
SCALENO,Triangolo senza lati uguali
SCALERA,Salirà una parete o una classifica
SCALEREBBE,Salirebbe una parete o una classifica
SCALFARO,L'Oscar Luigi presidente piemontese
SCALFITTURA,Il graffio superficiale
SCALINO,Un gradino quando si fa quotidiano
SCALMO,Sostegno del remo sulla barca
SCALO,Fermata di viaggio o porto secondario
SCALPELLINO,Lavora la pietra con lo scalpello
SCALPELLO,Attrezzo dello scultore
SCALTRA,"Astuto e pratico, al femminile"
SCALTRE,"Astuto e pratico, al femminile plurale"
SCALTRI,"Astuto e pratico, al plurale"
SCALTRO,Astuto e pratico
SCAMARCIO,Il Riccardo attore pugliese
SCAMBIA,Dà in cambio
SCAMBIANDO,Dando in cambio
SCAMBIANO,Danno in cambio
SCAMBIARE,Dare in cambio
SCAMBIATO,Dato in cambio
SCAMBIAVA,Dava in cambio
SCAMBIAVANO,Davano in cambio
SCAMBIAVO,Davo in cambio
SCAMBIERA,Darà in cambio
SCAMBIEREBBE,Darebbe in cambio
SCAMBIO,Do in cambio
SCAMORZA,Formaggio filante spesso affumicato
SCAMPANIO,Il suono festoso delle campane
SCAMPO,Crostaceo dalle chele sottili
SCAMPOLO,Resto di stoffa o di occasione
SCANALATURA,Solco verticale della colonna
SCANDALO,Rumore morale e pubblico
SCANDINAVIA,Regione del nord Europa
SCANSAFATICHE,Chi sfugge ogni lavoro
SCANTINATO,Il piano sotto il livello stradale
SCAPOLA,Osso piatto della spalla
SCAPPA,Fugge
SCAPPANDO,Fuggendo
SCAPPANO,Fuggono
SCAPPARE,Fuggire
SCAPPATO,Fuggito
SCAPPAVA,Fuggiva
SCAPPAVANO,Fuggivano
SCAPPAVO,Fuggivo
SCAPPERA,Fuggirà
SCAPPEREBBE,Fuggirebbe
SCAPPO,Fuggo
SCARABEO,Insetto sacro agli Egizi
SCARAMANZIA,Difesa irrazionale dalla sfortuna
SCARICA,Toglie un carico
SCARICANDO,Togliendo un carico
SCARICANO,Tolgono un carico
SCARICARE,Togliere un carico
SCARICATO,Tolto un carico
SCARICAVA,Toglieva un carico
SCARICAVANO,Toglievano un carico
SCARICAVO,Toglievo un carico
SCARICHERA,Toglierà un carico
SCARICHEREBBE,Toglierebbe un carico
SCARICO,"Vuoto, stanco o tubo d'uscita"
SCARLATINA,Malattia infantile dal nome rosso
SCARLATTI,Il Domenico delle sonate per clavicembalo
SCARLATTO,Rosso vivo e teatrale
SCAROLA,Varietà di insalata dalle foglie larghe
SCARPIERA,Mobile per riporre le scarpe
SCARPONE,Calzatura che non teme sentieri
SCARSA,"Insufficiente, al femminile"
SCARSE,"Insufficiente, al femminile plurale"
SCARSI,"Insufficiente, al plurale"
SCARSO,Insufficiente
SCARTA,Mette da parte
SCARTAMENTO,La distanza tra i due binari
SCARTANDO,Mettendo da parte
SCARTANO,Mettono da parte
SCARTARE,Mettere da parte
SCARTATO,Messo da parte
SCARTAVA,Metteva da parte
SCARTAVANO,Mettevano da parte
SCARTAVO,Mettevo da parte
SCARTERA,Metterà da parte
SCARTEREBBE,Metterebbe da parte
SCARTO,Metto da parte
SCATOLA,Contenitore che promette sorpresa
SCATTA,Parte di colpo o fa una foto
SCATTAI,Partii di colpo o feci una foto
SCATTANDO,Partendo di colpo o facendo una foto
SCATTANO,Partono di colpo o fanno una foto
SCATTARE,Partire di colpo o fare una foto
SCATTATO,Partito di colpo o fotografato
SCATTAVA,Partiva di colpo o faceva una foto
SCATTAVANO,Partivano di colpo o facevano una foto
SCATTAVO,Partivo di colpo o facevo una foto
SCATTEREI,Partirei di colpo o farei una foto
SCATTERO,Partirò di colpo o farò una foto
SCATTIAMO,Partiamo di colpo o facciamo una foto
SCATTO,"Balzo, foto o aumento improvviso"
SCAVA,Toglie terra facendo vuoto
SCAVAI,Tolsi terra facendo vuoto
SCAVANDO,Togliendo terra facendo vuoto
SCAVANO,Tolgono terra facendo vuoto
SCAVARE,Togliere terra facendo vuoto
SCAVATO,Tolto terra facendo vuoto
SCAVATORE,Mezzo che rimuove la terra
SCAVAVA,Toglieva terra facendo vuoto
SCAVAVANO,Toglievano terra facendo vuoto
SCAVAVO,Toglievo terra facendo vuoto
SCAVERA,Farà una buca
SCAVEREBBE,Farebbe una buca
SCAVEREI,Toglierei terra facendo vuoto
SCAVERO,Toglierò terra facendo vuoto
SCAVIAMO,Togliamo terra facendo vuoto
SCAVO,Tolgo terra facendo vuoto
SCELSE,Operò una scelta
SCEMA,Forma verbale: Diminuire
SCEMAI,Passato remoto: Diminuire
SCEMANO,Presente plurale: Diminuire
SCEMATO,Participio: Diminuire
SCEMAVA,Imperfetto: Diminuire
SCEMAVI,Imperfetto: Diminuire
SCEMO,Forma verbale: Diminuire
SCEMPIO,La devastazione crudele
SCENA,Parte del teatro e della vita
SCENDILETTO,Il tappetino accanto al letto
SCETTICISMO,L'atteggiamento del dubbio sistematico
SCETTRO,Bastone che comanda
SCHEDA,"Supporto di dati, voto o gioco"
SCHEHERAZADE,La narratrice delle Mille e una notte
SCHERMA,"Sport con fioretto, spada e sciabola"
SCHERNO,Il dileggio beffardo
SCHERZA,Gioca con le parole
SCHERZAI,Giocai con le parole
SCHERZANDO,Giocando con le parole
SCHERZANO,Giocano con le parole
SCHERZARE,Giocare con le parole
SCHERZATO,Giocato con le parole
SCHERZAVA,Giocava con le parole
SCHERZAVANO,Giocavano con le parole
SCHERZAVO,Giocavo con le parole
SCHERZEREI,Giocherei con le parole
SCHERZERO,Giocherò con le parole
SCHERZIAMO,Giochiamo con le parole
SCHERZO,Gioco con le parole
SCHIACCIANOCI,Utensile per rompere i gusci
SCHIACCIAPATATE,Utensile che riduce in purè
SCHIACCIATA,Spettacolare tiro a canestro dall'alto
SCHIACCIATORE,Attaccante della pallavolo
SCHIANTO,Il rumore secco di qualcosa che si spezza
SCHIAVONA,Spada da fante con elsa a cesto
SCHIDIONE,Asta su cui si infila l'arrosto
SCHIENA,Parte che porta pesi e tradimenti
SCHILLER,Poeta tedesco dell'Inno alla gioia
SCHINIERE,Protezione della gamba dell'armatura
SCHIOPPO,Antico fucile ad avancarica
SCHIUMAROLA,Mestolo forato per scolare
SCHIVA,"Restio ai contatti, al femminile"
SCHIVE,"Restio ai contatti, al femminile plurale"
SCHIVI,"Restio ai contatti, al plurale"
SCHIVO,Restio ai contatti
SCHRODINGER,L'Erwin del gatto quantistico
SCI,Ha lamine e discese
SCIA,"Traccia liquida, aerea o luminosa"
SCIABOLA,Arma da taglio dalla lama ricurva
SCIABORDIO,Lo sciacquio dell'acqua contro la riva
SCIALBA,"Poco vivace, al femminile"
SCIALBE,"Poco vivace, al femminile plurale"
SCIALBI,"Poco vivace, al plurale"
SCIALBO,Poco vivace
SCIALLE,Copre spalle e capo
SCIALUPPA,Piccola barca di salvataggio
SCIAMANO,Medico e mediatore dei mondi arcaici
SCIAME,Folla alata e compatta
SCIANDO,Andando sugli sci
SCIANO,Vanno sugli sci
SCIARADA,Indovinello che scompone una parola
SCIARE,Andare sugli sci
SCIARPA,Striscia di lana per il collo
SCIASCIA,Il Leonardo del Giorno della civetta
SCIATO,Andato sugli sci
SCIATTA,"Trascurato, al femminile"
SCIATTE,"Trascurato, al femminile plurale"
SCIATTI,"Trascurato, al plurale"
SCIATTO,Trascurato
SCIAVA,Andava sugli sci
SCIAVANO,Andavano sugli sci
SCIAVO,Andavo sugli sci
SCICLI,Città barocca del Val di Noto
SCIERA,Andrà sugli sci
SCIEREBBE,Andrebbe sugli sci
SCILLA,Il mostro marino dello stretto
SCIMITARRA,Sciabola ricurva orientale
SCINTILLA,Piccola particella di fuoco
SCIO,Vado sugli sci
SCIOGLIMENTO,La conclusione che scioglie l'intreccio
SCIOLSE,Liberò dai legami
SCIORINO,Stendo ad asciugare
SCIOVIA,Impianto di risalita che traina gli sciatori
SCIPIONE,Il romano che sconfisse Annibale
SCIREA,Il Gaetano libero della Juventus
SCIROCCO,Vento caldo e umido da sud-est
SCIROPPO,Liquido dolce medicinale
SCISTO,Roccia che si sfoglia
SCITI,Popolo nomade delle steppe
SCIVOLA,Perde presa andando via
SCIVOLAI,Persi presa andando via
SCIVOLANDO,Perdendo presa andando via
SCIVOLANO,Perdono presa andando via
SCIVOLARE,Perdere presa andando via
SCIVOLATO,Perso presa andando via
SCIVOLAVA,Perdeva presa andando via
SCIVOLAVANO,Perdevano presa andando via
SCIVOLAVO,Perdevo presa andando via
SCIVOLERA,Perderà aderenza
SCIVOLEREBBE,Perderebbe aderenza
SCIVOLEREI,Perderei presa andando via
SCIVOLERO,Perderò presa andando via
SCIVOLIAMO,Perdiamo presa andando via
SCIVOLO,Perdo presa andando via
SCODINZOLO,Agito la coda per la gioia
SCOIATTOLO,Roditore arboricolo che fa scorte
SCOLA,L'Ettore di Una giornata particolare
SCOLAI,Passato remoto: Far sgocciolare
SCOLANO,Presente plurale: Far sgocciolare
SCOLAPASTA,Recipiente forato per scolare la pasta
SCOLASTICA,Filosofia di scuole medievali
SCOLATO,Participio: Far sgocciolare
SCOLAVA,Imperfetto: Far sgocciolare
SCOLAVI,Imperfetto: Far sgocciolare
SCOLIOSI,Curvatura laterale della colonna
SCOLO,Forma verbale: Far sgocciolare
SCOLOPENDRA,Miriapode dal morso velenoso
SCOLPENDO,Lavorando la pietra o il legno
SCOLPIRA,Lavorerà la pietra o il legno
SCOLPIRE,Lavorare la pietra o il legno
SCOLPIREBBE,Lavorerebbe la pietra o il legno
SCOLPISCE,Lavora la pietra o il legno
SCOLPISCO,Lavoro la pietra o il legno
SCOLPISCONO,Lavorano la pietra o il legno
SCOLPITO,Lavorato la pietra o il legno
SCOLPIVA,Lavorava la pietra o il legno
SCOLPIVANO,Lavoravano la pietra o il legno
SCOLPIVO,Lavoravo la pietra o il legno
SCOMMETTE,Punta su un esito
SCOMMETTENDO,Puntando su un esito
SCOMMETTERA,Punterà su un esito
SCOMMETTERE,Puntare su un esito
SCOMMETTEREBBE,Punterebbe su un esito
SCOMMETTEVA,Puntava su un esito
SCOMMETTEVANO,Puntavano su un esito
SCOMMETTEVO,Puntavo su un esito
SCOMMETTO,Punto su un esito
SCOMMETTONO,Puntano su un esito
SCOMPARVE,Sparì alla vista
SCOMPIGLIO,La confusione disordinata
SCONTA,Riduce il prezzo
SCONTANDO,Riducendo il prezzo
SCONTANO,Riducono il prezzo
SCONTARE,Ridurre il prezzo
SCONTATO,Ridotto il prezzo
SCONTAVA,Riduceva il prezzo
SCONTAVANO,Riducevano il prezzo
SCONTAVO,Riducevo il prezzo
SCONTERA,Ridurrà il prezzo
SCONTEREBBE,Ridurrebbe il prezzo
SCONTO,Riduco il prezzo
SCONTROSO,Poco socievole e ombroso
SCOPA,Attrezzo per spazzare
SCOPO,Fine che orienta i mezzi
SCOPPIO,Rumore breve di esplosione
SCOPRE,Toglie il velo
SCOPRENDO,Togliendo il velo
SCOPRIRA,Toglierà il velo
SCOPRIRE,Togliere il velo
SCOPRIREBBE,Toglierebbe il velo
SCOPRIVA,Toglieva il velo
SCOPRIVANO,Toglievano il velo
SCOPRIVO,Toglievo il velo
SCOPRO,Tolgo il velo
SCOPRONO,Tolgono il velo
SCORBUTICA,"Aspro nei modi, al femminile"
SCORBUTICHE,"Aspro nei modi, al femminile plurale"
SCORBUTICHI,"Aspro nei modi, al plurale"
SCORBUTICO,Aspro nei modi
SCORCIO,Vista parziale o finale di stagione
SCORDA,Forma verbale: Dimenticare
SCORDAI,Passato remoto: Dimenticare
SCORDO,Forma verbale: Dimenticare
SCORFANO,Pesce di scoglio spinoso per la zuppa
SCORGE,Forma verbale: Vedere appena
SCORGI,Forma verbale: Vedere appena
SCORGO,Forma verbale: Vedere appena
SCORPIONE,Aracnide con pungiglione
SCORSE,Vide passare i giorni
SCORTA,Accompagna proteggendo
SCORTAI,Accompagnai proteggendo
SCORTANDO,Accompagnando proteggendo
SCORTANO,Accompagnano proteggendo
SCORTARE,Accompagnare proteggendo
SCORTATO,Accompagnato proteggendo
SCORTAVA,Accompagnava proteggendo
SCORTAVANO,Accompagnavano proteggendo
SCORTAVO,Accompagnavo proteggendo
SCORTEREI,Accompagnerei proteggendo
SCORTERO,Accompagnerò proteggendo
SCORTIAMO,Accompagniamo proteggendo
SCORTO,Accompagno proteggendo
SCORZONERA,Radice commestibile dal nome scuro
SCOSSE,Diede una scrollata
SCOTT,Nome proprio del compositore ragtime Joplin
SCRANNO,Seggio autorevole
SCRICCHIOLIO,Il rumore del legno che cede
SCRIGNO,Cofanetto per tesori
SCRIMINANTE,Toglie il reato pur lasciando il fatto
SCRIPTORIUM,La sala dei copisti nei monasteri
SCRISSE,Mise per iscritto
SCRIVE,Traccia parole
SCRIVENDO,Tracciando parole
SCRIVERA,Traccerà parole
SCRIVERE,Tracciare parole
SCRIVEREBBE,Traccerebbe parole
SCRIVEVA,Tracciava parole
SCRIVEVANO,Tracciavano parole
SCRIVEVO,Tracciavo parole
SCRIVO,Traccio parole
SCRIVONO,Tracciano parole
SCROSCIO,Il rumore dell'acqua che cade con forza
SCROSCO,Caduta improvvisa d'acqua o applausi
SCRUPOLO,Dubbio morale piccolo ma pungente
SCRUTA,Guarda a fondo
SCRUTAI,Guardai a fondo
SCRUTANDO,Guardando a fondo
SCRUTANO,Guardano a fondo
SCRUTARE,Guardare a fondo
SCRUTATO,Guardato a fondo
SCRUTAVA,Guardava a fondo
SCRUTAVANO,Guardavano a fondo
SCRUTAVO,Guardavo a fondo
SCRUTEREI,Guarderei a fondo
SCRUTERO,Guarderò a fondo
SCRUTIAMO,Guardiamo a fondo
SCRUTO,Guardo a fondo
SCUDETTO,Il campo centrale dello stemma araldico
SCUDO,Difesa antica e moneta scomparsa
SCULTORE,Costellazione australe introdotta da Lacaille
SCULTURA,Arte che toglie o aggiunge materia
SCURO,L'imposta interna di legno pieno
SCUTUM,Lo Scudo fra Aquila e Sagittario
SDEGNO,L'indignazione sprezzante
SDEGNOSA,"Pieno di disprezzo, al femminile"
SDEGNOSE,"Pieno di disprezzo, al femminile plurale"
SDEGNOSI,"Pieno di disprezzo, al plurale"
SDEGNOSO,Pieno di disprezzo
SDENTATO,Privo di denti
SDOLCINATA,"Dolce in modo eccessivo, al femminile"
SDOLCINATE,"Dolce in modo eccessivo, al femminile plurale"
SDOLCINATI,"Dolce in modo eccessivo, al plurale"
SDOLCINATO,Dolce in modo eccessivo
SDRUCCIOLO,Scivolo perdendo l'appiglio
SDRUCITO,Logoro e scucito
SDRUSCITO,Strappato e consumato
SE,Simbolo chimico del selenio
SEAN,Nome proprio dell'attore Connery
SEATTLE,Città del nord-ovest americano
SEBASTIANO,Il santo trafitto dalle frecce
SEBO,"Grasso cutaneo, non cucina"
SEBORREA,Eccesso di secrezione grassa della pelle
SECANTE,La retta che taglia una curva
SECCA,"Privo d'acqua, al femminile"
SECCHE,"Privo d'acqua, al femminile plurale"
SECCHI,"Privo d'acqua, al plurale"
