soluzione,definizione
DANNOSO,Con un significato vicino a controproducente
DANNUNZIO,Vate di imprese e parole preziose
DANNY,Il nome dell'attore DeVito
DANTE,Il poeta della Commedia
DANTON,Tribuno della rivoluzione francese
DANUBIO,Fiume europeo da valzer blu
DANUBIO,Fiume europeo dei valzer e delle capitali
DANZA,L'arte del ballo classico o moderno
DANZA,Movimento che obbedisce al ritmo
DANZA,Movimento del corpo a ritmo
DANZA,Può rimandare all’idea di ballo
DANZAI,Mi mossi con arte e ritmo
DANZARE,Muoversi con arte e ritmo
DANZARE,Una forma specifica del muoversi
DANZATO,Mosso con arte e ritmo
DANZE,Muovono i passi a ritmo
DANZICA,Porto polacco sul Baltico
DANZO,Mi muovo con arte e ritmo
DAPPERTUTTO,"Ovunque, secondo il contesto"
DAPPERTUTTO,In un uso avverbiale legato a dovunque
DAPPRIMA,"Inizialmente, secondo il contesto"
DAPPRIMA,In un uso avverbiale legato a originariamente
DARDANELLI,Stretto tra Egeo e mar di Marmara
DARDO,Freccia breve e aggressiva
DARDO,La freccetta appuntita da scagliare
DARE,...nell'occhio: farsi notare
DARE,Il... e l'avere del bilancio
DARE,Verbo generoso o commerciale
DARE,Un modo particolare di produrre
DAREDEVIL,Il supereroe Marvel cieco di Hell's Kitchen
DARIO,"...Argento, maestro dell'horror italiano"
DARIO,Il re persiano sconfitto da Alessandro
DARSENA,Bacino riparato del porto
DARSENA,Bacino riparato per le barche
DARSENA,Specchio d'acqua riparato per barche
DARSENA,Un caso particolare di approdo
DARWIN,Il Charles dell'evoluzione
DARWIN,La capitale del nord dell'Australia
DARYL,Il nome del Dixon di The Walking Dead
DAS,La pasta da modellare che indurisce all'aria
DATA,Il giorno segnato sul calendario
DATA,Numeri che collocano un giorno
DATA,Una fase nel flusso dell’esperienza nel quale gli eventi passano dal futuro al passato attraverso il presente
DATABASE,L'archivio organizzato di dati
DATORE,Si può classificare come leader
DATORE,Un esempio riconducibile a leader
DATTERO,Frutto della palma
DAVANTI,Con una sfumatura che richiama prima
DAVANTI,Può assumere la sfumatura di anteriore
DAVANZALE,Mensola sotto la finestra
DAVANZALE,Ripiano sotto la finestra
DAVID,Il nome del cantautore Bowie
DAVID,Il...di Michelangelo a Firenze
DAVIDS,"Edgar, il pitbull olandese della Juventus"
DAVVERO,Con una sfumatura che richiama veramente
DAVVERO,Con una sfumatura che richiama effettivamente
DAWSON,Il nome del protagonista di una serie sul fiume
DAYAK,Popolo indigeno del Borneo
DAZIO,Una manifestazione di tributo
DAZIO,Una manifestazione di imposta
DB,"Il decibel, in sigla"
DB,Iniziali del calciatore Beckham
DB,Iniziali del musicista Bowie
DEA,La...bendata: la Fortuna
DEA,Una che sull'Olimpo non invecchia
DEADLINE,Il termine ultimo di consegna
DEADMAU,Il dj canadese dal casco da topo
DEADPOOL,Il mercenario chiacchierone Marvel in rosso
DEAL,Appartiene alla categoria di discussione
DEAL,Un caso particolare di discussione
DEAMBULATORIO,Corridoio che gira attorno all'abside
DEAN,Il nome dell'attore ribelle Martin
DEAN,"James..., il ribelle di Gioventù bruciata"
DEANDRE,Il Fabrizio di Bocca di rosa
DEBITO,Con il...rispetto
DEBITO,Somma da restituire
DEBITO,Può rimandare all’idea di responsabilità
DEBOLE,Il punto...: il lato più vulnerabile
DEBOLE,"Il sesso...: le donne, per modo di dire"
DEBOLE,Poco forte
DEBOLE,Una manifestazione di imperfezione
DEBOLEZZA,Si può classificare come imperfezione
DEBOLEZZA,Un caso particolare di imperfezione
DEBOLI,Poco forti
DEBORAH,Il nome dell'attrice Kerr
DEBORAH,La giudice e profetessa della Bibbia
DEBUSSY,Compositore del pomeriggio di un fauno
DEBUSSY,Francese di impressioni sonore
DEBUTTO,Un tipo particolare di inizio
DEBUTTO,Un caso particolare di inizio
DECADE,Comprende anche anno
DECADENZA,Può rimandare all’idea di declino
DECADENZA,Una manifestazione di declino
DECADIMENTO,Può rimandare all’idea di declino
DECADIMENTO,Una variante di declino
DECAEDRO,Solido con dieci facce
DECAGONO,Poligono a dieci lati
DECANO,Una variante di cardinale
DECANTER,Fa respirare il vino prima del brindisi
DECATHLON,Prova di atletica in dieci specialità
DECENNIO,Comprende anche anno
DECENZA,Appartiene alla categoria di convenienza
DECENZA,Un esempio riconducibile a convenienza
DECESSO,Appartiene alla categoria di mutazione
DECHIRICO,Il Giorgio delle piazze metafisiche
DECIBEL,L'unità di livello sonoro
DECIDE,Prende una decisione
DECIDERE,Prendere una decisione
DECIDERE,Completa la frase: «lasciate … a lui»
DECIDERE,Avere valore determinante
DECIDO,Prendo una decisione
DECIFRARE,Una forma specifica del capire
DECIFRARE,Azione riconducibile al significato di capire
DECIMO,Una parte su dieci
DECINA,Il gruppetto di dieci
DECISE,Prese una risoluzione
DECISIONE,Si può classificare come volontà
DECISIONE,Appartiene alla categoria di selezione
DECISIVO,Completa la frase: «un contributo …»
DECISO,Con un significato vicino a determinato
DECISO,Può assumere la sfumatura di ostinato
DECLINARE,Rientra nel campo di conclusione
DECLINARE,Un caso particolare di conclusione
DECLINO,Può rimandare all’idea di degrado
DECLINO,Può assumere il significato di decadenza
DECOLLO,Il distacco dell'aereo dal suolo
DECOMPOSIZIONE,Nel lessico si avvicina a corruzione
DECOMPOSIZIONE,Può rimandare all’idea di carie
DECORA,Orna con gusto
DECORAI,Ornai con gusto
DECORARE,Ornare con gusto
DECORARE,Una forma specifica del modificare
DECORATO,Ornato con gusto
DECORAZIONE,Abbellimento da festa o parete
DECORAZIONE,Appartiene alla categoria di premio
DECORAZIONE,Rientra nel campo di artefatto
DECORO,Dignità delle forme e dei comportamenti
DECORO,Dignità e buon gusto
DECORO,"Io abbellisco, adorno"
DECORO,Una manifestazione di orgoglio
DECORRENZA,Completa la frase: «con … immediata»
DECORRERE,Un modo particolare di andare avanti
DECORRERE,Può essere una maniera di andare avanti
DECREPITA,Molto vecchia e cadente
DECREPITE,Molto vecchie e cadenti
DECREPITI,Molto vecchi e cadenti
DECREPITO,Molto vecchio e cadente
DECRESCENDO,Diminuzione graduale del suono
DECRETO,Nel lessico si avvicina a ordinanza
DECRETO,Può assumere il significato di commessa
DECUMANO,La via romana in direzione est-ovest
DECURIONE,Magistrato municipale dell'antica Roma
DEDALE,Costruì il labirinto di Creta
DEDALO,Costruttore del labirinto
DEDALO,Il mitico architetto del labirinto
DEDALO,Un... di vie: un labirinto
DEDALO,Si può classificare come sistema
DEDICA,La frase d'affetto scritta in cima al libro
DEDICA,Offre a qualcuno
DEDICA,Rientra nel campo di scritta
DEDICARE,Offrire a qualcuno
DEDICARE,Una forma specifica dell’utilizzare
DEDICATO,Offerto a qualcuno
DEDICHERA,Offrirà a qualcuno
DEDICO,Offro a qualcuno
DEDIZIONE,Un tipo particolare di adorazione
DEDIZIONE,Un tipo particolare di cooperazione
DEDUZIONE,Il ragionare dal generale al particolare
DEDUZIONE,Un tipo particolare di riduzione
DEEZER,Piattaforma francese di musica in streaming
DEFENDER,Il fuoristrada robusto della Land Rover
DEFERENTE,Rispettoso e ossequioso
DEFERENTI,Rispettosi e ossequiosi
DEFERENZA,Rispetto che si inchina
DEFIBRILLATORE,L'apparecchio che fa ripartire il cuore
DEFICIENTE,In certi usi corrisponde a stupido
DEFICIENTE,Può assumere il significato di idiota
DEFICIT,Si può classificare come imperfezione
DEFICIT,Una forma specifica di insufficienza
DEFILE,La sfilata di moda
DEFILE,Sfilata di moda alla francese
DEFILIPPI,"La regina dei programmi Mediaset, Maria"
DEFINIRE,Può rappresentare un modo di determinare
DEFINIRE,Una forma specifica del riuscire
DEFINITIVAMENTE,"Stabilmente, secondo il contesto"
DEFINITIVAMENTE,"Permanentemente, secondo il contesto"
DEFINITIVO,Detto di ciò che richiama l’idea di ultimo
DEFINITIVO,Con un significato vicino a finale
DEFINIZIONE,Una variante di patto
DEFINIZIONE,Appartiene alla categoria di patto
DEFOE,Creò il naufrago Robinson
DEFORMAZIONE,Una forma specifica di alterazione
DEFUNTO,Una manifestazione di umano
DEFUNTO,Una variante di umano
DEGAS,Impressionista di ballerine
DEGASPERI,L'Alcide statista trentino
DEGAULLE,Il generale e presidente francese
DEGNA,Meritevole
DEGNE,Meritevoli
DEGNI,Meritevoli
DEGNO,Meritevole
DEGNO,"Composto, secondo il contesto"
DEGNO,Qualità che si avvicina a valido
DEGRADAZIONE,Una manifestazione di umiliazione
DEGRADAZIONE,Rientra nel campo di cambiamento
DEGRADO,Nel lessico si avvicina a declino
DEGRADO,Un caso particolare di declino
DEGUSTATORE,Assaggia con attenzione per mestiere o passione
DEGUSTAZIONE,Si può classificare come alimentazione
DEHORS,Spazio esterno con tavolini da bar
DEI,Di più articolo: la sorte...vinti
DEIEZIONE,Caduta morale o prodotto animale poco nobile
DEISCENZA,Apertura spontanea di un frutto maturo
DEISMO,La credenza in un dio senza religione rivelata
DEITTICO,"Indica qui, ora, io, tu"
DEJAVU,La sensazione di aver già vissuto un momento
DEL,Articolo partitivo o preposizione articolata
DEL,Il tasto che cancella sulla tastiera
DELACROIX,Artista romantico della libertà
DELACROIX,Pittore romantico della libertà
DELEDDA,La Grazia premio Nobel per la letteratura
DELEGATO,Appartiene alla categoria di agente
DELEGATO,Una forma specifica di rappresentante
DELEGAZIONE,Una manifestazione di organizzazione
DELEGAZIONE,Una variante di autorizzazione
DELETERIO,Dannoso in modo non sempre immediato
DELETERIO,Qualità che si avvicina a dannoso
DELETERIO,Con un significato vicino a disastroso
DELFI,Santuario greco dell'oracolo di Apollo
DELFINI,Saltano fuori dal mare
DELFINO,L'erede designato al trono di Francia
DELFINO,Lo stile di nuoto a bracciata simmetrica
DELFINO,Mammifero marino che sembra sorridere
DELFINO,Mammifero marino molto intelligente
DELHI,Grande città indiana del Forte Rosso
DELHI,La capitale dell'India
DELIBERA,Una forma specifica di giudizio
DELIBERA,Si può classificare come giudizio
DELIBERARE,Azione riconducibile al significato di dichiarare
DELIBERARE,Un modo particolare di dichiarare
DELIBERATAMENTE,In un uso avverbiale legato a apposta
DELIBERATAMENTE,"Appositamente, secondo il contesto"
DELIBERATO,Detto di ciò che richiama l’idea di intenzionale
DELIBERAZIONE,Una forma specifica di giudizio
DELIBERAZIONE,Appartiene alla categoria di giudizio
DELICATA,Fine e fragile
DELICATAMENTE,Con valore vicino a dolcemente
DELICATE,Fini e fragili
DELICATEZZA,Completa la frase: «… di un colore»
DELICATEZZA,Una variante di modo di fare
DELICATI,Fini e fragili
DELICATO,Fine e fragile
DELICATO,Qualità che si avvicina a attento
DELICATO,Completa la frase: «l’organismo umano è un apparecchio … e sensibile»
DELIMITA,Segna i confini
DELIMITARE,Segnare i confini
DELIMITATO,Segnato i confini
DELIMITO,Segno i confini
DELINEARE,Rientra tra i modi di descrivere
DELINEARE,Azione vicina al significato di tirare
DELINEO,Traccio i contorni
DELINQUENTE,Una nozione collegata a criminale
DELINQUENTE,Una forma specifica di miserabile
DELINQUENZA,Si può classificare come colpa
DELIRANTE,"Pazzo, secondo il contesto"
DELIRANTE,Con un significato vicino a folle
DELIRIO,Può assumere il significato di frenesia
DELIRIO,"Frenetico, in un’accezione meno immediata"
DELITTO,"Reato, in un’accezione meno immediata"
DELITTO,Una nozione collegata a crimine
DELIVEROO,Servizio di consegna pasti a domicilio
DELIZIA,Rientra nel campo di gradimento
DELIZIA,Completa la frase: «la nuova auto è una …»
DELIZIOSO,Detto di ciò che richiama l’idea di bellissimo
DELIZIOSO,Detto di ciò che richiama l’idea di meraviglioso
DELLAVALLE,L'imprenditore della Tod's
DELO,Isola sacra ad Apollo
DELPHINUS,Il Delfino fra Aquila e Pegaso
DELPIERO,Il Pinturicchio bandiera della Juventus
DELTA,La foce a ventaglio del fiume
DELTA,La quarta lettera dell'alfabeto greco
DELTA,Lettera greca e foce ramificata
DELUSE,Tradì le aspettative
DELUSIONE,L'amarezza per un'attesa tradita
DELUSIONE,Una variante di insoddisfazione
DEMARCAZIONE,Si può classificare come confine
DEMARCAZIONE,Appartiene alla categoria di limite
DEMENTE,Un esempio riconducibile a malato
DEMENTE,Appartiene alla categoria di malato
DEMENZA,Una variante di tratto
DEMENZA,Rientra nel campo di malattia mentale
DEMETER,Dea delle messi e madre di Persefone
DEMETRA,La dea greca delle messi
DEMIURGO,Artefice del mondo nei sistemi antichi
DEMOCRATICO,Un caso particolare di promotore
DEMOCRAZIA,"Potere del popolo, almeno nel nome"
DEMOCRAZIA,Può rimandare all’idea di repubblica
DEMOLIRE,Una forma specifica dell’annientare
DEMOLIRE,Azione riconducibile al significato di distruggere
DEMOLIZIONE,Rientra nel campo di conclusione
DEMOLIZIONE,Un tipo particolare di distruzione
DEMONE,Il...del gioco: la passione sfrenata
DEMONE,Spirito maligno infernale
DEMONE,Può assumere il significato di diavolo
DEMONIO,Rientra nel campo di competente
DEMONIO,Un esempio riconducibile a competente
DENALI,La vetta più alta del Nordamerica
DENARO,Il seme delle carte da gioco napoletane
DENARO,Mezzo di scambio e vecchio seme di carte
DENARO,Può rimandare all’idea di soldi
DENDRITE,Prolungamento ramificato del neurone
DENIRO,"L'attore di Taxi Driver e Toro scatenato, Robert"
DENNIS,Il nome del cestista eccentrico Rodman
DENOMINAZIONE,"Elemento linguistico che permette di designare esseri viventi, oggetti, fatti, concetti"
DENOMINAZIONE,Un caso particolare di nome
DENSA,Fitta e compatta
DENSE,Fitte e compatte
DENSI,Fitti e compatti
DENSITA,La massa per unità di volume
DENSO,Fitto e compatto
DENTE,Al...: la pasta cotta al punto giusto
DENTE,Morde e mastica
DENTE,"Taglia, morde, ingrana"
DENTELLO,Elemento a dadini della cornice
DENTELLO,Piccolo bordo seghettato o merlatura
DENTI,Mordono e sorridono
DENTICE,Pregiato pesce di mare predatore
DENTIFRICIO,La pasta per lavarsi i denti
DENTISTA,Professionista che fa aprire la bocca
DENTRO,"All'interno, il contrario di fuori"
DENTRO,"Completa la frase: «zona che è … qualchecosa, al suo interno»"
DENUNCIARE,Un modo particolare di diffondere
DENUNCIARE,Un modo particolare di informare
DENVER,"John..., il cantautore country"
DENVER,La città americana ai piedi delle Montagne Rocciose
DENZEL,Il Washington attore premio Oscar
DEODORANTE,Tiene lontani i cattivi odori
DEPLIANT,Pieghevole pubblicitario
DEPOSE,Mise giù
DEPOSITA,Posa in custodia
DEPOSITARE,Mettere in deposito
DEPOSITARE,Rientra tra i modi di offrire
DEPOSITARE,Può essere una maniera di porre
DEPOSITATO,Messo in deposito
DEPOSITO,Metto da parte
DEPOSITO,Una nozione collegata a fondo
DEPOSITO,"Atto mediante il quale si deposita un bene presso una persona o un’istituzione, perché venga restituito a richiesta o allo scadere di un determinato periodo di tempo"
DEPOSIZIONE,Una forma specifica di licenziamento
DEPOSIZIONE,Una manifestazione di licenziamento
DEPP,"L'attore di Jack Sparrow, Johnny"
DEPRESSIONE,Può rimandare all’idea di crisi
DEPRESSIONE,"Crollo, in un’accezione meno immediata"
DEPRESSO,Detto di ciò che richiama l’idea di abbattuto
DEPRESSO,Può assumere la sfumatura di sbattuto
DEPRIMENTE,Qualità che si avvicina a desolante
DEPUTATO,Appartiene alla categoria di rappresentante
DEPUTATO,Appartiene alla categoria di legislatore
DERBY,La classica corsa dei purosangue
DERBY,Sfida tra squadre della stessa città
DEREK,Il nome del chitarrista blues Trucks
DERISE,Si fece beffe
DERISORI,Che scherniscono
DERISORIA,Che schernisce
DERISORIE,Che scherniscono
DERISORIO,Che schernisce
DERIVA,Andare alla...: perdere il controllo
DERIVA,Quella dei continenti che si allontanano
DERIVA,Spostamento senza governo
DERIVA,Comprende anche forcella
DERIVARE,Una forma specifica del farsi
DERIVARE,Può essere una maniera di farsi
DERMATITE,Infiammazione della pelle
DERMATOLOGIA,La medicina della pelle
DEROGA,Una forma specifica di variazione
DEROGA,Una manifestazione di variazione
DEROSSI,"Daniele, centrocampista bandiera della Roma"
DERRATA,Provvista alimentare per dispense e viaggi
DERVISCIO,Asceta islamico noto per danze rotanti
DESCRISSE,Tracciò a parole
DESCRIVERE,Si avvicina all’azione di rappresentare
DESCRIVERE,Può essere una maniera di informare
DESERTI,Distese aride di sabbia o rocce
DESERTO,Distesa arida e quasi senza vita
DESERTO,La sterminata distesa di sabbia arida
DESERTO,Luogo dove l'acqua diventa notizia
DESERTO,Terra vasta dove l'acqua è rara
DESERTO,"Vuoto, disabitato, abbandonato"
DESICA,Il Vittorio di Ladri di biciclette
DESIDERA,Vuole con intensità
DESIDERAI,Volli con intensità
DESIDERARE,Volere con intensità
DESIDERARE,"Volere, in un uso particolare"
DESIDERATO,Voluto con intensità
DESIDERIO,"Voglia, in un’accezione meno immediata"
DESIDERIO,"Appetito, in un’accezione meno immediata"
DESIDERO,Voglio con intensità
DESIGN,Può assumere il significato di progettazione
DESIGNARE,Può essere una maniera di fondare
DESIGNARE,Una forma specifica del fondare
DESIGNAZIONE,Un caso particolare di presa di posizione
DESIGNAZIONE,Si può classificare come presa di posizione
DESIO,Una manifestazione di ansia
DESIO,Una forma specifica di ansia
DESISTERE,Può rientrare nell’idea di rinunciare
DESISTERE,Una particolare maniera di mollare
DESSERT,Il dolce che chiude il pasto
DESSERT,La portata dolce del pasto
DESSERT,Appartiene alla categoria di portata
DESTARE,Un modo particolare di creare
DESTARE,Una forma specifica del creare
DESTINATARIO,Un esempio riconducibile a ricevente
DESTINATARIO,Una variante di umano
DESTINAZIONE,Un tipo particolare di punto
DESTINO,Forza sconosciuta e imprevedibile che influisce sugli avvenimenti producendo un esito positivo o negativo
DESTINO,Può rimandare all’idea di fortuna
DESTO,Sveglio e vigile
DESTRA,La mano non mancina
DESTRA,Lo schieramento politico conservatore
DESTRA,Si può classificare come mano
DESTRE,Abili o sul lato opposto al sinistro
DESTRI,Abili o sul lato opposti al sinistro
DESTRO,Il pugno potente del pugile
DESTRO,Abile o sul lato opposto al sinistro
DESTRO,Una manifestazione di possibilità
DESUETA,Fuori dall'uso
DESUETE,Fuori dall'uso
DESUETI,Fuori dall'uso
DESUETO,Fuori dall'uso
DETECTIVE,Nel lessico si avvicina a investigatore
DETENUTO,Può rimandare all’idea di prigioniero
DETENUTO,Nel lessico si avvicina a forzato
DETENZIONE,Una particolare maniera di carcere
DETENZIONE,Si può classificare come reclusione
DETERIORAMENTO,Una nozione collegata a declino
DETERIORAMENTO,Un tipo particolare di declino
DETERMINARE,Azione vicina al significato di trovare
DETERMINARE,"Scoprire, in un uso particolare"
DETERMINATO,"Alcuni, secondo il contesto"
DETERMINATO,Con un significato vicino a deciso
DETERMINAZIONE,La fermezza nel perseguire uno scopo
DETERMINAZIONE,Un caso particolare di volontà
DETERMINAZIONE,Un esempio riconducibile a procedura
DETERMINISMO,La dottrina della causa necessaria di tutto
DETERRENTE,Un esempio riconducibile a difficoltà
DETERRENTE,Una forma specifica di difficoltà
DETERSIVO,Serve a lavare panni o stoviglie
DETRAZIONE,Può assumere il significato di diffamazione
DETRAZIONE,In certi usi corrisponde a calunnia
DETROIT,La città americana dell'automobile e della Motown
DETTAGLIATAMENTE,"Specificatamente, secondo il contesto"
DETTAGLIO,Particolare minuto
DETTAGLIO,Una piccola parte che può essere considerata separatamente rispetto al tutto
DETTO,Completa la frase: «un … largamento accettato»
DETTO,Appartiene alla categoria di lingua
DEUMIDIFICATORE,Toglie umidità dall'aria
DEUS,... ex machina: la soluzione improvvisa
DEUS,Dio nella messa antica
DEVASTAZIONE,Rientra nel campo di fine
DEVASTAZIONE,Completa la frase: «il ciclone ha portato morte e …»
DEVIARE,Una forma specifica del mandare
DEVIARE,Un modo particolare di girarsi
DEVIATOIO,Apparecchio che smista i treni
DEVIAZIONE,Un caso particolare di variazione
DEVIAZIONE,Appartiene alla categoria di variazione
DEVOTO,Qualità che si avvicina a pio
DEVOTO,Una variante di persona religiosa
DEVOZIONE,Un esempio riconducibile a adorazione
DEVOZIONE,Appartiene alla categoria di adorazione
DEXTER,La serie del serial killer forense
DHOW,Veliero arabo a vela latina
DI,"Il giorno, con l'accento: a buon mezzo..."
DI,Preposizione semplice: il libro...Mario
DIABETE,Malattia dello zucchero nel sangue
DIABOLIK,Il ladro mascherato dei fumetti italiani in calzamaglia nera
DIADEMA,Corona più da regina che da re
DIADEMA,Il cerchietto prezioso che cinge il capo
DIADEMA,Ornamento regale per il capo
DIADEMA,Una manifestazione di gioielli della Corona
DIAFANA,Sottile e trasparente
DIAFANE,Sottili e trasparenti
DIAFANI,Sottili e trasparenti
DIAFANO,Trasparente fino quasi a sparire
DIAFRAMMA,Regola la luce dentro la macchina fotografica
DIAGONALE,Segmento che unisce vertici non adiacenti
DIAGRAMMA,Si può classificare come disegno
DIAGRAMMA,Comprende anche curva
DIALEFE,Separa vocali che potrebbero unirsi
DIALETTICA,L'arte del discutere per tesi e antitesi
DIALETTO,Lingua locale che resiste alla scuola
DIALETTO,Può rimandare all’idea di parlata
DIALOGO,Una manifestazione di discorso
DIALOGO,Rientra nel campo di discussione
DIAMANTE,Le nozze di...: i sessant'anni di matrimonio
DIAMANTE,Pietra preziosa durissima
DIAMANTI,Pietre preziose durissime
DIANA,Dea latina della caccia e della luna
DIANA,Il nome della principessa del Galles
DIANA,La dea romana della caccia
DIANA,La sveglia militare del mattino
DIANE,Il nome dell'attrice Keaton
DIAPASON,Al massimo...: al culmine
DIAPASON,Dà il la senza cantare
DIAPASON,Dà la nota per accordare
DIARI,Custodiscono pensieri e giornate
DIARIO,Custodisce pensieri giorno per giorno
DIARIO,Il quaderno dei pensieri giorno per giorno
DIARIO,Quaderno dei giorni vissuti
DIARIO,Quaderno di pensieri quotidiani
DIARREA,Si può classificare come sintomo
DIASPRO,Pietra opaca dai colori vari
DIATRIBA,Discussione aspra e lunga
DIATRIBA,Un tipo particolare di controversia
DIATRIBA,Rientra nel campo di polemica
DIAVOLI,Abitanti infernali con corna e coda
DIAVOLO,Il bambino vivace e scatenato
DIAVOLO,L'avvocato del...: chi sostiene la tesi opposta
DIAVOLO,Lo spirito del male
DIAVOLO,Tentatore con corna e coda
DIAZ,"Cameron..., attrice di Hollywood"
DIAZ,L'Armando del bollettino della Vittoria
DIBATTITO,In certi usi corrisponde a discussione
DIBATTITO,Una forma specifica di discussione
DICAPRIO,"L'attore di Titanic premio Oscar, Leonardo"
DICASTERO,Rientra nel campo di dipartimento ministeriale
DICHIARARE,Esprimere qualcosa verbalmente
DICHIARARE,Un modo particolare di pronunciare
DICHIARATAMENTE,"Apertamente, secondo il contesto"
DICHIARAZIONE,Un esempio riconducibile a contenuto
DICHIARAZIONE,Una nozione collegata a affermazione
DICITURA,Un caso particolare di titolo
DICK,Il nome del detective dei fumetti Tracy
DICK,"Moby..., la balena bianca"
DICKENS,Il Charles di Oliver Twist
DICKENS,"Narrò orfani, nebbie e Londra vittoriana"
DICOTOMIA,Taglio in due del ragionamento
DIDASCALIA,Spiega l'immagine senza farne parte
DIDASCALIA,Una manifestazione di titolo
DIDASCALIA,Una forma specifica di traduzione
DIDO,La cantante inglese di White Flag
DIDO,La pasta morbida da modellare per bambini
DIDONE,La regina di Cartagine amata da Enea
DIECI,Il voto perfetto in pagella
DIECI,Le dita di due mani
DIECIMILA,Può rimandare all’idea di miriade
DIESEL,Il marchio italiano di jeans e moda
DIESEL,Il motore che va a gasolio
DIESEL,Motore e carburante dal nome d'inventore
DIESIS,Segno che alza la nota di un semitono
DIETA,Si può classificare come vitto
DIETA,Appartiene alla categoria di vitto
DIETRO,Con una sfumatura che richiama posteriormente
DIFENDERE,Rientra tra i modi di discutere
DIFENDERE,Si avvicina all’azione di proteggere
DIFENSORE,Un caso particolare di umano
DIFENSORE,Un esempio riconducibile a umano
DIFESA,Una manifestazione di perdono
DIFESE,Prese le parti
DIFETTO,Una manifestazione di imperfezione
DIFETTO,Una forma specifica di imperfezione
DIFFAMAZIONE,Rientra nel campo di detrazione
DIFFAMAZIONE,Nel lessico si avvicina a detrazione
DIFFERENTE,Qualità che si avvicina a altro
DIFFERENTE,Con un significato vicino a diverso
DIFFERENZA,Può rimandare all’idea di diversità
DIFFERENZA,Un tipo particolare di variazione
DIFFERENZIARE,Un modo particolare di caratterizzare
DIFFERENZIARE,Un modo particolare di modificare
DIFFERENZIAZIONE,In certi usi corrisponde a distinzione
DIFFERENZIAZIONE,Appartiene alla categoria di cambiamento
DIFFICILE,Con un significato vicino a duro
DIFFICILE,"Improbabile, secondo il contesto"
DIFFICILMENTE,Con valore vicino a quasi
DIFFICILMENTE,Con una sfumatura che richiama appena
