soluzione,definizione
TETRE,"Cupo e triste, al femminile plurale"
TETRI,"Cupo e triste, al plurale"
TETRO,Cupo e triste
TETTO,Copre la casa e limita la spesa
TETTONICA,Studio delle strutture della crosta terrestre
TH,Simbolo chimico del torio
THAI,Il popolo di Bangkok
THAILANDIA,Regno del Sud-Est asiatico
THEO,Nome proprio del fratello di Vincent van Gogh
THEODORE,Nome proprio del presidente americano Roosevelt
THIERRY,Nome proprio del calciatore francese Henry
THOMAS,Nome proprio dell'inventore Edison
THOR,Il dio nordico del tuono
THOT,Il dio egizio della scrittura
THRILLER,Racconto o film a forte tensione
TI,Simbolo chimico del titanio
TIAMAT,La dea-mostro primordiale babilonese
TIARA,Copricapo prezioso a più corone
TIBETANI,Popolo dell'altopiano dell'Himalaya
TIBIA,Osso anteriore della gamba
TIBURIO,Struttura che racchiude la cupola
TIC,Scatto nervoso e ripetuto
TICCHETTIO,Il rumore ritmico dell'orologio
TIEPIDA,"Appena caldo, al femminile"
TIEPIDE,"Appena caldo, al femminile plurale"
TIEPIDI,"Appena caldo, al plurale"
TIEPIDO,Appena caldo
TIEPOLO,Il Giambattista dei grandi affreschi
TIFA,Forma verbale: Sostenere una squadra
TIFAI,Passato remoto: Sostenere una squadra
TIFATO,Participio: Sostenere una squadra
TIFO,Febbre da stadio o malattia storica
TIFONE,Ciclone tropicale dei mari asiatici
TIGHT,Giacca maschile da cerimonia diurna
TIGLIO,Albero dai fiori usati in tisana
TIGNOSA,"Testardo e puntiglioso, al femminile"
TIGNOSE,"Testardo e puntiglioso, al femminile plurale"
TIGNOSI,"Testardo e puntiglioso, al plurale"
TIGNOSO,Testardo e puntiglioso
TIGRE,Felino rigato e aggressivo
TIGRI,Scorre con l'Eufrate nella Mezzaluna fertile
TIJUANA,Città di confine messicana
TILDE,Segno ondulato sopra certe lettere
TIM,Nome proprio del regista Burton
TIMBALES,I tamburi metallici della musica latina
TIMBRO,Il colore di una voce o di uno strumento
TIMBUCTU,Leggendaria città carovaniera del Mali
TIMO,Aroma mediterraneo e ghiandola
TIMONE,Governa la direzione della nave
TIMONIERA,Cabina di comando della nave
TIMONIERE,Governa il timone dell'imbarcazione
TIMOR,Isola divisa tra Indonesia e uno Stato
TIMORE,Paura con educazione
TIMOTHY,Nome proprio dell'attore Chalamet
TIMPANELLO,Piccolo frontone decorativo
TIMPANO,Membrana dell'orecchio
TINCA,Pesce d'acqua dolce dei fondali melmosi
TINO,Vasca da cantina
TINSE,Diede colore
TINTA,Colore steso o naturale
TINTINNIO,Il suono argentino di campanelli
TINTORE,Colora stoffe e tessuti
TINTORETTO,Il Jacopo Robusti pittore veneziano
TIPO,Individuo generico o modello
TIPOGRAFO,Stampa libri e giornali
TIR,Bestione autostradale
TIRA,Trae verso di sé
TIRABOZZE,Correttore di bozze in forma tradizionale
TIRAMISU,Dolce al mascarpone e caffè
TIRANA,"Capitale albanese, non lontana dall'Adriatico"
TIRANNO,"Governa con paura, non con consenso"
TIRARE,Trarre verso di sé
TIRATO,Tratto verso di sé
TIRESIA,L'indovino cieco di Tebe
TIRISTORE,Dispositivo a semiconduttore controllato
TIRO,"Colpo, lancio o scherzo"
TIROIDE,Ghiandola del collo che regola il metabolismo
TIRRENO,Mare a ovest dell'Italia
TIRSO,Bastone sacro a Dioniso
TISANA,Infuso con ambizioni salutari
TITANIO,Metallo leggero e resistente
TITANO,La maggiore luna di Saturno
TITICACA,Il lago navigabile più alto del mondo
TITUBANZA,Incertezza che rallenta il passo
TIZIANO,Il Vecellio pittore veneziano
TL,Simbolo chimico del tallio
TM,Iniziali dello scrittore Mann
TN,Iniziali dell’inventore Newcomen
TO,Sigla automobilistica di Torino
TOBIA,Protagonista di un libro biblico
TOCCA,Sfiora con mano
TOCCARE,Sfiorare con mano
TOCCATO,Sfiorato con mano
TOCCHERA,Sfiorerà con mano
TOCCO,Sfioro con mano
TODD,Nome proprio del barbiere assassino Sweeney
TODI,Città umbra amata dai turisti
TOFU,Il formaggio di soia
TOGA,Abito di foro e antica Roma
TOGLIATTI,Il Palmiro della svolta di Salerno
TOGO,Piccolo Stato del Golfo di Guinea
TOILETTE,L'abbigliamento curato e i servizi igienici
TOKYO,La capitale del Giappone
TOLDA,Il ponte scoperto della nave
TOLDO,Copertura di tela su barche e terrazze
TOLEDO,Città spagnola del Greco
TOLOMEO,Astronomo del sistema geocentrico
TOLOSA,Città del sud-ovest francese
TOLSTOJ,Il Lev di Guerra e pace
TOM,Nome proprio dell'attore Hanks
TOMASI,Autore del Gattopardo
TOMBA,Casa finale e verbo che precipita
TOMBACCO,Lega di rame e zinco simile all'oro
TOMENTO,Peluria fitta di certe foglie
TOMMASO,L'apostolo incredulo
TONACA,Abito religioso lungo
TONDO,"Circolare, ma anche segno grafico"
TONFO,Caduta che si sente
TONGA,Regno polinesiano
TONNELLATA,Unità di peso di mille chili
TONNO,Pesce grande che finisce in scatola
TONO,Altezza della voce o sfumatura
TONSILLITE,Infiammazione delle tonsille
TONSURA,Rasatura rituale dei chierici
TONY,Nome proprio dello Stark di Iron Man
TOP,"Il massimo, in inglese entrato nell'uso"
TOPAZIO,Pietra gialla o azzurra
TOPIARIA,Arte di potare siepi in figure
TOPINAMBUR,Tubero dal sapore di carciofo
TOPO,Roditore e informatore in gergo
TOPORAGNO,Minuscolo mammifero insettivoro
TOPPA,Riparo di stoffa o errore rimediato male
TORACE,Gabbia che custodisce cuore e polmoni
TORBA,Terra scura da paludi e giardinieri
TORBIDA,"Non limpido, al femminile"
TORBIDE,"Non limpido, al femminile plurale"
TORBIDI,"Non limpido, al plurale"
TORBIDO,Non limpido
TORBIERA,Il terreno paludoso ricco di torba
TORCHIO,"Preme uva, olive o carta"
TORCIA,Luce portatile o fiaccola
TORCIERA,Alto sostegno per fiaccole o lampade
TORDO,Uccello canoro dei boschi
TORERO,Si veste di luce davanti al toro
TORINO,Città della Mole Antonelliana
TORMALINA,Pietra dura dai molti colori
TORMENTO,Dolore che insiste
TORNA,Viene di nuovo
TORNADO,Vortice che alza tetti e polvere
TORNARE,Venire di nuovo
TORNATO,Venuto di nuovo
TORNATORE,Il Giuseppe di Nuovo Cinema Paradiso
TORNEO,Competizione di molti incontri
TORNIO,Macchina che modella girando
TORNITORE,Lavora i pezzi al tornio
TORNO,Vengo di nuovo
TORO,"Segno, bovino e piazza finanziaria"
TORPEDINE,Pesce elettrico e vecchia arma navale
TORRE,Costruzione alta e stretta
TORRENTE,Acqua impetuosa e stagionale
TORRICELLI,L'Evangelista inventore del barometro
TORRIONE,Grande torre di difesa
TORRONE,Dolce di mandorle e miele
TORTA,Dolce da candeline e fette
TORTELLINI,Pasta ripiena emiliana
TORTIERA,Stampo per cuocere le torte
TORTO,Ragione perduta
TORTOLI,Centro sardo vicino ad Arbatax
TORTORA,Grigio tendente al beige
TORVO,Dallo sguardo cupo e minaccioso
TOSCANINI,L'Arturo direttore d'orchestra
TOSI,Ragazzi in parlata veneta
TOSSE,Rumore del raffreddore
TOSSICOLOGIA,Lo studio dei veleni
TOSSICOMANIA,La dipendenza dalle droghe
TOSTAPANE,Apparecchio per abbrustolire il pane
TOT,Quantità imprecisa ma fissata
TOTANO,Mollusco simile al calamaro
TOTI,Lo Scialoja pittore e poeta
TOTO,Il principe della risata
TOTTI,Il Francesco capitano romanista
TOVAGLIOLO,Salvietta di stoffa da tavola
TOZZO,Basso e massiccio
TP,Iniziali dello scrittore Pratchett
TR,Sigla automobilistica di Terni
TRA,Sta in mezzo anche quando è preposizione
TRABALLO,Oscillo come per cadere
TRABEAZIONE,Parte orizzontale sopra le colonne
TRACCERA,Segnerà una linea
TRACCIA,Segna una linea
TRACCIARE,Segnare una linea
TRACCIATO,Segnato una linea
TRACCIO,Segno una linea
TRACHEA,Tubo dell'aria verso i polmoni
TRACI,Antico popolo dei Balcani
TRACINA,Pesce velenoso che si infossa nella sabbia
TRACOMA,Malattia infettiva dell'occhio
TRACOTANZA,L'arroganza sfacciata
TRADIRE,Venir meno alla fiducia
TRADISCE,Venir meno alla fiducia
TRADISCO,Venir meno alla fiducia
TRADISCONO,Venir meno alla fiducia
TRADITO,Venuto meno alla fiducia
TRADUSSE,Volse in altra lingua
TRAFFICO,Mi agito in mille faccende
TRAFISSE,Colpì da parte a parte
TRAGHETTO,Nave breve fra due rive
TRAIANO,Imperatore delle massime conquiste romane
TRALATICIO,"Ripetuto per tradizione, non per verifica"
TRALCIO,Ramo della vite
TRAM,Rotaie urbane in breve
TRAMA,Intreccio di fili o di storia
TRAMAI,Passato remoto: Ordire di nascosto
TRAMATO,Participio: Ordire di nascosto
TRAMBUSTO,L'agitazione rumorosa
TRAMITE,Mezzo o persona che fa passare
TRAMO,Forma verbale: Ordire di nascosto
TRAMONTA,Scende oltre l'orizzonte
TRAMONTANA,Vento freddo da nord
TRAMONTARE,Scendere oltre l'orizzonte
TRAMONTATO,Sceso oltre l'orizzonte
TRAMONTO,Momento in cui il giorno si spegne
TRAMORTIRE,Stordire con un colpo
TRANCE,Genere elettronico ipnotico
TRANI,Città pugliese dalla cattedrale sul mare
TRANSATLANTICO,Grande nave da passeggeri oceanica
TRANSENNA,Barriera provvisoria da folla
TRANSETTO,Il braccio trasversale della chiesa a croce
TRANSEUNTE,"Passa, quindi non resta"
TRAP,Genere rap dai bassi profondi
TRAPANI,Città siciliana tra due mari
TRAPANO,Fa buchi girando
TRAPEZIO,Figura geometrica e attrezzo da acrobati
TRAPEZISTA,Acrobata sospeso
TRAPUNTA,La coperta imbottita e cucita a punti
TRASCENDENTE,Ciò che è oltre il mondo sensibile
TRASCORSE,Passò il tempo
TRASECOLO,Rimango di stucco
TRASFORMA,Muta forma
TRASFORMARE,Mutare forma
TRASFORMATO,Mutato forma
TRASFORMO,Muto forma
TRASLATO,Spostato dal senso proprio
TRASMISE,Mandò in onda
TRASSE,Tirò a sé
TRATTA,Ha a che fare
TRATTARE,Avere a che fare
TRATTATO,Avuto a che fare
TRATTO,Ho a che fare
TRATTORE,Motore lento che lavora la terra
TRAVE,Elemento portante orizzontale
TRAVERSA,La parte orizzontale della porta
TRAVERSINA,Sostegno trasversale dei binari
TRAVERTINO,Pietra chiara di tanti monumenti romani
TRAVIS,Nome proprio del Bickle di Taxi Driver
TRAVOLSE,Trascinò via con forza
TRE,Numero dispari dopo il due
TREBBIA,La macchina che separa il grano dalla paglia
TREBBIATURA,La separazione del grano dalla paglia
TREBUCCHETTO,Macchina da assedio a leva
TREBUCHET,Macchina d'assedio medievale
TREMITI,Arcipelago dell'Adriatico
TREMOLO,La rapida ripetizione di una nota
TREMOTINO,Folletto che fila l'oro nella fiaba
TRENCH,Impermeabile con cintura
TREND,La tendenza del momento
TRENO,Serpente di vagoni
TRENTO,Città del Concilio
TREPIDAZIONE,L'ansia di chi attende
TRESETTE,Gioco di carte di abilità
TREVISO,Città veneta sul Sile
TREVOR,Nome proprio del comico Noah
TRIANGOLO,Tre lati bastano a chiuderlo
TRIANGULUMAUSTRALE,Il Triangolo Australe
TRIBU,Comunità regolata da parentela
TRIBUNA,Posto rialzato per guardare o parlare
TRIBUNO,Voce del popolo o oratore da piazza
TRICLINIO,Sala da pranzo romana con letti
TRIDENTE,Forcone a tre punte di Nettuno
TRIESTE,Città della bora e del caffè
TRIFOGLIO,Pianta dalle tre foglioline
TRIFORA,Finestra a tre aperture
TRIFORIO,Galleria a tre aperture delle cattedrali
TRIGLIA,Pesce di scoglio rossastro
TRIGLIFO,Elemento scanalato del fregio dorico
TRILLINI,La Giovanna schermitrice olimpica
TRILLO,La rapida alternanza di due note
TRILOBITE,Fossile a tre lobi
TRINCEA,Fossa dove la guerra si ferma
TRINCETTO,Il coltello ricurvo del calzolaio
TRINIDAD,Isola caraibica del carnevale
TRIO,Tre che fanno gruppo
TRIPOLI,Capitale della Libia
TRIREME,Antica nave da guerra a tre file di remi
TRISTANO,L'amante di Isotta
TRITATUTTO,Apparecchio che trita gli alimenti
TRITONE,Divinità marina con coda di pesce
TRITTICO,Opera in tre parti pieghevoli
TROCHEO,Piede poetico che batte e poi alleggerisce
TROFEO,Oggetto che ricorda una vittoria
TROFIE,Pasta ligure da condire al pesto
TROGLODITA,Abitante delle caverne o rozzo figurato
TROIA,La città assediata dagli Achei
TROIKA,Slitta russa a tre cavalli
TROISI,Il Massimo del Postino
TROLL,Mostruosa creatura delle fiabe nordiche
TROMBA,Strumento d'ottone
TROMBADARIA,Vortice di vento che tocca terra
TROMBONE,Ottone che scorre per cambiare nota
TROMBOSI,Formazione di un coagulo in un vaso
TRONFIO,Gonfio di vanità
TRONO,Sedia che vale un regno
TROPO,Figura che devia il senso ordinario
TROPPO,Eccedenza in una parola
TROTA,Pesce da torrente e lenza
TROTTOLA,Giocattolo che gira su una punta
TROVA,Scopre cercando
TROVARE,Scoprire cercando
TROVATO,Scoperto cercando
TROVO,Scopro cercando
TROY,Nome proprio inglese della città di Ettore
TRUCE,Feroce nell'aspetto
TRUCI,"Feroce nell'aspetto, al plurale"
TRUFFA,Inganno con tornaconto
TRUMEAU,Mobile-scrittoio con ribalta
TS,Iniziali della cantante Swift
TU,Pronome confidenziale
TUAREG,Nomadi del Sahara dal velo blu
TUBA,Cappello alto o basso strumento
TUBAI,Passato remoto: Fare versi da colomba
TUBARE,Il verso del colombo
TUBATO,Participio: Fare versi da colomba
TUBO,"Cilindro che porta acqua, gas o suoni"
TUCANO,Costellazione australe dal nome d'uccello
TUFFI,Disciplina del salto dal trampolino
TUFO,Pietra leggera nata dal fuoco
TULIPANO,Fiore simbolo d'Olanda
TULLE,Velo leggerissimo da spose e teatri
TUMORE,Crescita patologica da diagnosticare
TUMULO,Il cumulo di terra sopra una tomba
TUMULTUOSA,"Agitato e confuso, al femminile"
TUMULTUOSE,"Agitato e confuso, al femminile plurale"
TUMULTUOSI,"Agitato e confuso, al plurale"
TUMULTUOSO,Agitato e confuso
TUNDRA,Pianura fredda senza alberi
TUNGSTENO,Metallo dei filamenti delle lampadine
TUNICA,Veste semplice e lunga
TUNISI,Capitale nordafricana sul golfo omonimo
TUNISIA,Paese nordafricano di Cartagine
TUNNEL,Galleria sotterranea
TUOI,Possessivo plurale da confidenza
TUONO,Voce del temporale
TUPI,Popolo indigeno del Brasile
TURBA,Folla agitata
TURBAMENTO,Il profondo sconvolgimento dell'animo
TURBANTE,Copricapo di stoffa avvolta
TURBINA,Motore a palette rotanti
TURBINA,Macchina mossa da fluido
TURCHESE,Pietra azzurra e colore
TURCHIA,Paese tra Anatolia e una fetta d'Europa
TURCHINO,Azzurro intenso e profondo
TURGENEV,Autore di Padri e figli
TURGIDA,"Gonfio e teso, al femminile"
TURGIDE,"Gonfio e teso, al femminile plurale"
TURGIDI,"Gonfio e teso, al plurale"
TURGIDO,"Gonfio, anche nello stile"
TURIBOLO,Brucia incenso nelle funzioni
TURING,L'Alan padre dell'informatica moderna
TURKMENISTAN,Paese centroasiatico ricco di gas
TURNER,Pittore inglese di luce e tempeste
TURNO,Quota di tempo in ordine
TURNOVER,Il ricambio del personale o delle merci
TUTA,Abito intero da lavoro o palestra
TUTOLO,Il torsolo della pannocchia
TUTORE,"Sostegno, legale o ortopedico"
TUUS,"Tuo, al maschile latino"
TV,Il piccolo schermo in due lettere
TWAIN,Autore di Tom Sawyer
TWEED,Ruvido tessuto di lana scozzese
TYLER,Nome proprio del Durden di Fight Club
TANATO,La personificazione greca della morte
TALETE,Il filosofo greco che previde un'eclissi
TARABUSO,Airone dal verso simile a un muggito
TEVERE,Il fiume di Roma
TRASIMENO,Il lago umbro della battaglia annibalica
TEORBA,Liuto barocco dal lungo manico
THOTH,Il dio egizio della scrittura
TRUFFAUT,Il regista francese dei Quattrocento colpi
TABLET,Computer piatto a schermo tattile
TACOS,Tortillas messicane ripiene e ripiegate
TAPAS,Gli stuzzichini della cucina spagnola
TARDELLI,Autore dell'urlo nella finale del 1982
TENCO,Il cantautore di Ciao amore ciao
THANOS,Il titano viola nemico degli Avengers
TERMINATOR,Il cyborg interpretato da Schwarzenegger
TITANIC,Il kolossal di Cameron sul transatlantico
TETRIS,Il videogioco russo dei mattoncini che cadono
TOYOTA,Il colosso automobilistico giapponese
TIKTOK,Il social dei video brevi e dei balletti
TEQUILA,Il distillato messicano dell'agave
TWIST,Il ballo anni Sessanta che si torce sui fianchi
TRIENNALE,L'istituzione milanese del design
TATE,La galleria d'arte moderna di Londra
TAJMAHAL,Il mausoleo di marmo bianco in India
TYRION,Il nano astuto del Trono di Spade
TANZANITE,La rara gemma blu-violetta della Tanzania
TOTORO,Lo spirito gigante del bosco di Miyazaki
TUPAC,Il rapper Shakur leggenda dell'hip hop
TIESTO,Il famoso dj olandese di musica trance
TELEGRAM,L'app di messaggistica rivale di WhatsApp
TWITCH,La piattaforma streaming dei videogiocatori
TINDER,L'app degli incontri con lo swipe
TAMBERI,Il saltatore in alto azzurro oro a Tokyo
THORPE,Il nuotatore australiano Thorpedo
TRAPIANTO,Il trasferimento di un organo da un donatore
TSUNAMI,L'onda anomala provocata dai terremoti
TERREMOTO,La scossa che fa tremare la terra
TENNESSEE,Lo Stato americano di Nashville e Memphis
TIMON,Il suricato del Re Leone
THREEPIO,Il droide dorato protocollare C-3PO
TRINITY,L'eroina in pelle nera di Matrix
TITTI,Il canarino giallo dei cartoni
TINTIN,Il giovane reporter belga del ciuffo
TEX,"Il ranger dei fumetti western italiani, ...Willer"
TAMAGOTCHI,Il cucciolo virtuale giapponese da tasca
TRUDI,La marca italiana di peluche
TWINGO,La piccola city car della Renault
TOBLERONE,Il cioccolato svizzero a forma di montagna
TWIX,La barretta col biscotto in due dita
