soluzione,definizione
MAELSTROM,Gorgo marino leggendario e pauroso
MAELSTROM,Gorgo nordico diventato metafora
MAESTOSO,Indicazione musicale solenne
MAESTRA,Insegna ai bambini
MAESTRA,Una persona abile nel fare qualcosa
MAESTRA,Una persona la cui occupazione è l’insegnamento
MAESTRALE,Vento di nord-ovest e guida marinaresca
MAESTRANZE,Riunisce anche squadra di operai
MAESTRIA,Si può classificare come mestiere
MAESTRIA,Una variante di mestiere
MAESTRO,Si può classificare come musicista
MAESTRO,Una persona abile nel fare qualcosa
MAGA,Nel lessico si avvicina a strega
MAGALLI,"Lo storico conduttore Rai, Giancarlo"
MAGARI,"Fosse vero!, lo desiderassi tanto"
MAGARI,In un uso avverbiale legato a forse
MAGARI,"Possibilmente, secondo il contesto"
MAGAZZINO,Locale per scorte e merci
MAGAZZINO,Una variante di rimessa
MAGAZZINO,Un tipo particolare di scorta
MAGELLANO,Il navigatore della prima circumnavigazione del globo
MAGELLANO,Stretto all'estremo sud dell'America
MAGENTA,La battaglia del 1859 del Risorgimento
MAGENTA,Rosso violaceo acceso
MAGGESE,Campo lasciato a riposo
MAGGIO,Il mese delle rose e degli sposi
MAGGIO,Il...francese del 1968
MAGGIOLINO,Coleottero bruno che vola di sera
MAGGIOLINO,Insetto di primavera o piccola auto storica
MAGGIOLINO,L'iconica utilitaria Volkswagen
MAGGIORANA,Erba aromatica simile all'origano
MAGGIORANZA,Una manifestazione di numero
MAGGIORDOMO,Il capo della servitù di una casa nobile
MAGGIORDOMO,"Nei gialli, spesso è lui l'assassino"
MAGGIORDOMO,Servitore capo di una casa signorile
MAGGIORE,Può assumere la sfumatura di grande
MAGGIORE,Qualità che si avvicina a importante
MAGIA,Effetto senza spiegazione apparente
MAGIA,"L'incanto, il fascino irresistibile"
MAGIA,Appartiene alla categoria di estetica
MAGIARI,Popolo che fondò l'Ungheria
MAGIARO,Sinonimo di ungherese
MAGICAEMI,La piccola maga dei cartoni
MAGICO,"Bellissimo, secondo il contesto"
MAGICO,Con un significato vicino a meraviglioso
MAGISTERO,Nel lessico si avvicina a controllo
MAGISTERO,Una nozione collegata a insegnamento
MAGISTRALE,Può assumere la sfumatura di scelto
MAGISTRALE,Detto di ciò che richiama l’idea di eccellente
MAGISTRATO,"Ufficiale, in un’accezione meno immediata"
MAGISTRATO,Rientra nel campo di ufficiale
MAGLIA,"Indumento, rete o punto lavorato"
MAGLIA,Ognuno dei buchi della rete
MAGLIA,Quella rosa del Giro d'Italia
MAGLIA,Appartiene alla categoria di armatura
MAGLIO,Grande martello da fucina
MAGLIONE,Abbraccia il busto nelle giornate fredde
MAGLIONE,Indumento di lana per l'inverno
MAGLIONE,In certi usi corrisponde a gilet
MAGMA,Roccia prima di diventare pietra
MAGNANI,L'Anna di Roma città aperta
MAGNATE,Nel lessico si avvicina a re
MAGNATE,Una nozione collegata a barone
MAGNESIO,Metallo leggero che brucia con luce bianca
MAGNETE,Attira il ferro
MAGNETE,Attira senza mani
MAGNETE,Comprende anche polo magnetico
MAGNETITE,Minerale ferrifero attratto dalla calamita
MAGNETO,Il nemico mutante degli X-Men
MAGNIFICO,"Bellissimo, secondo il contesto"
MAGNIFICO,Con un significato vicino a meraviglioso
MAGNINI,Il nuotatore azzurro campione del mondo
MAGNOLIA,Albero dai grandi fiori profumati
MAGNUS,Il nome del campione di scacchi Carlsen
MAGO,Fa sparire più che spiegare
MAGO,"Il...Merlino, lo stregone di re Artù"
MAGO,L'illusionista da palcoscenico
MAGO,Un tipo particolare di competente
MAGRA,Fare una...figura: una brutta figura
MAGRA,Poco grassa
MAGRE,Poco grasse
MAGRI,Poco grassi
MAGRITTE,Surrealista che negava fosse una pipa
MAGRO,Il giorno di...: senza carne
MAGRO,Poco grasso o poco ricco
MAGRO,Con un significato vicino a scarso
MAHLER,Compositore di sinfonie monumentali
MAHLER,Sinfonista di grandi organici
MAHMOOD,Il cantante di Soldi a Sanremo
MAI,In nessun momento
MAI,Tempo negato
MAIA,L'ape protagonista dei cartoni
MAIA,La Pleiade madre di Hermes
MAIALE,Animale da cui si ricava il prosciutto
MAIALE,Grugnisce e fornisce salumi
MAIALE,È composto anche da lardo
MAIALINO,Piccolo suino da fiaba o fattoria
MAIEUTICA,Fa nascere idee con domande
MAINE,"...Coon, la grande razza di gatto"
MAINE,Lo Stato americano dell'aragosta a nord-est
MAINECOON,Il grande gatto americano dal pelo lungo
MAIOLICA,Ceramica smaltata dai colori lucidi
MAIORCA,La maggiore delle Baleari
MAIS,Cereale della polenta
MAIS,Cereale delle pannocchie
MAIS,Può includere spiga tra i suoi elementi
MAJORANA,L'Ettore fisico scomparso misteriosamente
MALA,"La criminalità organizzata, nel gergo"
MALABO,La capitale della Guinea Equatoriale
MALACCA,Stretto tra Malesia e Sumatra
MALACHITE,Minerale verde ornamentale
MALACHITE,Pietra verde a venature decorative
MALACIA,Rammollimento in linguaggio medico
MALAFEDE,Un esempio riconducibile a infedeltà
MALAGEVOLE,Difficile da compiere
MALAGEVOLI,Difficili da compiere
MALALA,L'attivista pakistana premio Nobel per la pace
MALANDATA,Ridotta male
MALANDATE,Ridotte male
MALANDATI,Ridotti male
MALANDATO,Ridotto male
MALANDRINO,Furfante da romanzo antico
MALANDRINO,Furfante da romanzo popolare
MALAPENA,Con una sfumatura che richiama quasi
MALAPENA,Con valore vicino a appena
MALARIA,Febbre di palude e zanzare
MALATO,Chi sta male e ha bisogno di cure
MALATO,"Cliente, in un’accezione meno immediata"
MALATO,Può assumere la sfumatura di colpito
MALATTIA,Un indebolimento della salute o un funzionamento non normale
MALATTIA,Si può classificare come turba
MALAVITA,Ambiente della criminalità organizzata
MALCOLM,"...in the Middle, la sitcom"
MALCOLM,Il nome dell'attivista americano X
MALCONTENTO,Un caso particolare di mal umore
MALCONTENTO,Una forma specifica di mal umore
MALDESTRA,Poco abile
MALDESTRE,Poco abili
MALDESTRI,Poco abili
MALDESTRO,Poco abile
MALDESTRO,Può assumere la sfumatura di inesperto
MALDESTRO,Con un significato vicino a novellino
MALDIMARE,Nausea di chi non regge le onde
MALDINI,"Paolo, storico difensore e capitano azzurro"
MALDIPANCIA,Il dolore alla pancia
MALDISCHIENA,Il dolore lombare di chi si è chinato
MALDITESTA,Il dolore che fa pulsare le tempie
MALDIVE,Arcipelago turistico dell'Oceano Indiano
MALE,Dolore o contrario morale
MALE,Il dolore fisico che si sente
MALE,Può rimandare all’idea di colpa
MALEDETTAMENTE,Con una sfumatura che richiama malissimo
MALEDETTAMENTE,Con una sfumatura che richiama tremendamente
MALEDIZIONE,Può assumere il significato di bestemmia
MALEDIZIONE,Può rimandare all’idea di eresia
MALEDUCATO,Si può classificare come antipatico
MALEDUCATO,Una forma specifica di antipatico
MALEFICO,"Cattivo, secondo il contesto"
MALEFICO,Qualità che si avvicina a malvagio
MALESIA,Paese tra penisola e Borneo
MALEVIC,Il pittore russo del Quadrato nero
MALFERMA,Poco stabile
MALFERME,Poco stabili
MALFERMI,Poco stabili
MALFERMO,Poco stabile
MALGA,Alpeggio con latte e formaggi
MALGA,Rifugio alpino con pascoli e formaggi
MALGA,Una variante di casa
MALGRADO,Può rimandare all’idea di dolore
MALGRADO,Si avvicina all’azione di dispiacere
MALI,Stato africano di Timbuctù
MALIGNO,Detto di ciò che richiama l’idea di ostile
MALIGNO,Detto di ciò che richiama l’idea di risentito
MALINCONIA,Tristezza dolce e pensosa
MALINCONIA,"Tristezza dolce, più lenta del pianto"
MALINCONIA,Una manifestazione di infelicità
MALINCONICO,Qualità che si avvicina a triste
MALISSIMO,Con valore vicino a tremendamente
MALISSIMO,In un uso avverbiale legato a maledettamente
MALIZIA,Intelligenza con doppio fondo
MALIZIA,Appartiene alla categoria di trovata
MALIZIA,Rientra nel campo di mal volere
MALIZIOSA,Scaltra con un sorriso sottinteso
MALIZIOSE,Scaltre con sorrisi sottintesi
MALIZIOSI,Scaltri con sorrisi sottintesi
MALIZIOSO,Scaltro con un sorriso sottinteso
MALMESSO,In cattive condizioni
MALO,Può assumere la sfumatura di brutto
MALO,Con un significato vicino a cattivo
MALORE,Appartiene alla categoria di malattia
MALPIGHI,Il Marcello pioniere dell'anatomia microscopica
MALTA,Isola dei cavalieri di San Giovanni
MALTA,L'impasto di calce e sabbia del muratore
MALTA,L'isola-Stato del Mediterraneo
MALTEMPO,Una nozione collegata a brutto
MALTEMPO,Può assumere il significato di intemperie
MALTO,Cereale germinato da birrai
MALVA,Erba officinale dai fiori rosa
MALVA,Il delicato color tra il rosa e il viola
MALVA,Pianta dai fiori violacei
MALVAGIO,Detto di ciò che richiama l’idea di cattivo
MALVAGIO,Una nozione collegata a escluso
MALVAGITA,Nel lessico si avvicina a male
MALVAGITA,In certi usi corrisponde a malizia
MALVEZZO,Abitudine cattiva e radicata
MALWARE,Software malevolo che infetta i computer
MAMBA,Black...: il soprannome di Kobe Bryant
MAMBA,Il velocissimo serpente velenoso africano
MAMBO,Ritmo caraibico da ballare
MAMELUCCO,Soldato orientale diventato epiteto
MAMMA,"...mia!, il musical sulle canzoni degli ABBA"
MAMMA,Nome che spesso si impara per primo
MAMMA,Un tipo particolare di genitore
MAMMONE,Demone della cupidigia
MAMMONE,Il figlio troppo attaccato alla mamma
MAMMUT,Elefante preistorico lanoso
MAMMUT,Gigante peloso dell'era glaciale
MANAGEMENT,La gestione di un'azienda
MANAGEMENT,In certi usi corrisponde a direzione
MANAGEMENT,Nel lessico si avvicina a gestione
MANAGER,Chi dirige un'attività o un atleta
MANAGER,Un esempio riconducibile a amministratore
MANAGER,Appartiene alla categoria di responsabile
MANAGERIALE,"Dirigente, secondo il contesto"
MANAGERIALE,Qualità che si avvicina a direttivo
MANAGUA,La capitale nicaraguense
MANAMA,La capitale del Bahrain
MANATA,La pacca data con la mano aperta
MANAUS,Città amazzonica del Brasile
MANCA,Rientra nel campo di mano
MANCANZA,Una nozione collegata a colpa
MANCANZA,Può rimandare all’idea di errore
MANCARE,Azione vicina al significato di morire
MANCARE,Rientra tra i modi di fallire
MANCHESTER,Città inglese del calcio e dell'industria
MANCIA,Il piccolo extra lasciato al cameriere
MANCIATA,"Pugno, in un’accezione meno immediata"
MANCINI,Il ct azzurro campione d'Europa nel 2021
MANCO,Può rimandare all’idea di inadempimento
MANDA,Fa andare altrove
MANDAI,Feci andare altrove
MANDALAY,Storica città della Birmania
MANDALORIAN,La serie di Star Wars col cacciatore di taglie
MANDARANCIO,Incrocio tra mandarino e arancia
MANDARE,Far andare altrove
MANDARE,Può rappresentare un modo di trasmettere
MANDARE,Una particolare maniera di lanciare
MANDARINO,"Agrume, lingua e funzionario imperiale"
MANDARINO,"Clementina, in un’accezione meno immediata"
MANDATO,Fatto andare altrove
MANDATO,"Autorizzazione, in un’accezione meno immediata"
MANDATO,In certi usi corrisponde a ordinanza
MANDELA,Il leader sudafricano contro l'apartheid
MANDIBOLA,Osso mobile della bocca
MANDO,Faccio andare altrove
MANDOLINO,Strumento a corde napoletano
MANDOLINO,Comprende anche tastiera
MANDORLA,Occhi a...: dal taglio allungato
MANDORLA,Seme del confetto
MANDORLA,Seme dolce nascosto in un guscio duro
MANDORLA,Seme dolce racchiuso nel guscio
MANDORLO,Albero che fiorisce presto
MANDRAGOLA,Pianta leggendaria dalla radice inquietante
MANDRAGORA,Pianta magica delle leggende
MANDRIA,Comprende tra i suoi membri bestiame
MANDRIANO,Chi conduce le mandrie
MANEGGIARE,Può rappresentare un modo di manipolare
MANEGGIARE,Una particolare maniera di manipolare
MANEGGIO,Luogo dove si montano e addestrano cavalli
MANEGGIO,Una forma specifica di patto
MANEGGIO,Un tipo particolare di patto
MANESKIN,La band romana vincitrice dell'Eurovision 2021
MANET,Dipinse colazioni poco accademiche
MANETTA,A...: a tutta velocità
MANETTA,Tiene i polsi o apre gas
MANETTE,Uniscono i polsi di chi viene arrestato
MANFREDI,Il Nino attore ciociaro
MANGANESE,Metallo usato nelle leghe d'acciaio
MANGANO,La Silvana di Riso amaro
MANGERA,Si nutrirà
MANGIA,Si nutre
MANGIANASTRI,Vecchio lettore di musicassette
MANGIARE,Nutrirsi
MANGIARE,Può includere porzione tra i suoi elementi
MANGIARE,Comprende anche porzione
MANGIATO,Nutrito
MANGIATOIA,Dove gli animali trovano fieno e granaglie
MANGIATOIA,Il recipiente del foraggio nella stalla
MANGIATOIA,Recipiente per il cibo degli animali
MANGIME,Cibo per animali
MANGIME,Appartiene alla categoria di cibo
MANGIME,Una manifestazione di scorta alimentare
MANGIO,Mi nutro
MANGO,Frutto tropicale e non manico
MANGO,Il cantautore salentino di Lei verrà
MANGROVIA,Albero tropicale con radici nell'acqua salmastra
MANGROVIA,L'albero delle paludi salmastre tropicali
MANHATTAN,Il cocktail con whisky e vermut rosso
MANI,"...pulite, l'inchiesta sulla corruzione"
MANI,Strumenti del tatto e del furto
MANIA,Fissazione che occupa la mente
MANIA,"La fissazione, l'ossessione"
MANIA,Può rimandare all’idea di malattia
MANIACO,Una forma specifica di malato
MANIACO,Una manifestazione di malato
MANICA,Essere di...larga: indulgenti e generosi
MANICA,Il braccio di mare tra Francia e Inghilterra
MANICA,Parte del vestito e cerchia di complici
MANICA,Parte della camicia o braccio di mare
MANICHE,Una manifestazione di pasta
MANICO,Parte da impugnare
MANICO,Ha tra le sue parti fusto
MANICO,Può includere fusto tra i suoi elementi
MANIERA,Una nozione collegata a mezzo
MANIERA,"Forma, in un’accezione meno immediata"
MANIERISMO,Stile che sa troppo di stile
MANIERO,Castello feudale in cima al colle
MANIERO,Può includere maschio tra i suoi elementi
MANIFATTURA,Ha tra le sue parti catena di montaggio
MANIFATTURA,In certi usi corrisponde a lavorazione
MANIFESTARE,Un modo particolare di mostrare
MANIFESTARE,Una forma specifica del far sapere
MANIFESTARSI,Una particolare maniera di apparire
MANIFESTARSI,"Comparire, in un uso particolare"
MANIFESTAZIONE,Rientra nel campo di dimostrazione
MANIFESTAZIONE,Un tipo particolare di comunicazione
MANIFESTO,"Evidente, secondo il contesto"
MANIFESTO,Detto di ciò che richiama l’idea di ovvio
MANIGLIA,Impugnatura per aprire la porta
MANIGLIA,Si afferra per aprire la porta
MANIGLIA,Ha tra le sue parti fusto
MANILA,Capitale delle Filippine
MANILA,Capitale filippina sulla baia omonima
MANIPOLARE,"Lavorare, in un uso particolare"
MANIPOLARE,Può rappresentare un modo di barare
MANIPOLAZIONE,"Maneggio, in un’accezione meno immediata"
MANIPOLO,Gruppo di persone unite da un comune intento
MANIPOLO,Rientra nel campo di unità
MANISCALCO,Ferra gli zoccoli dei cavalli
MANNA,Un caso particolare di fortuna
MANNA,Un esempio riconducibile a fortuna
MANO,"Aiuta, firma, prende e si alza"
MANO,"Lava l'altra, nel proverbio"
MANO,Lo strato di vernice steso
MANO,Completa la frase: «facciamo ancora l’ultima …»
MANODOPERA,Comprende tra i suoi membri squadra di operai
MANOVALE,Aiuta in cantiere con braccia e fatica
MANOVALE,Operaio addetto ai lavori pesanti
MANOVRA,Aziona con abilità
MANOVRA,Un caso particolare di operazione militare
MANOVRARE,Azionare con abilità
MANOVRARE,Una particolare maniera di gestire
MANOVRARE,Un modo non sempre letterale di curare
MANOVRATO,Azionato con abilità
MANOVRO,Aziono con abilità
MANSARDA,Stanza sotto il tetto
MANSELL,"Il pilota britannico iridato di F1, Nigel"
MANSIONE,Una manifestazione di servizio
MANSIONE,Un esempio riconducibile a servizio
MANSUETA,Docile e mite
MANSUETE,Docili e miti
MANSUETI,Docili e miti
MANSUETO,Docile e mite
MANTA,La gigantesca razza degli oceani
MANTEGNA,L'Andrea della Camera degli Sposi
MANTELLA,Ampio indumento senza maniche
MANTELLO,Copre le spalle o il dorso dell'animale
MANTELLO,Il...dell'invisibilità di Harry Potter
MANTELLO,Il...di neve che copre i campi
MANTELLO,Indumento ampio o copertura
MANTENERE,Rientra tra i modi di obbedire
MANTENERE,Implica anche il fatto di reggere
MANTENIMENTO,Una nozione collegata a supporto
MANTENIMENTO,Nel lessico si avvicina a sostegno
MANTICA,Arte di divinare il futuro
MANTICE,Fa respirare la fisarmonica
MANTICE,Respira aria in fisarmoniche e fucine
MANTICORA,Mostro con corpo di leone e coda di scorpione
MANTIDE,Insetto che sembra pregare
MANTO,Copertura regale o animale
MANTO,Il mantello regale
MANTO,Quello stradale dell'asfalto
MANTO,Si può classificare come colore
MANTOVA,Città dei Gonzaga
MANTOVA,Città dei Gonzaga circondata dai laghi
MANTOVANA,L'abitante di Mantova
MANTOVANA,La fascia decorativa sopra le tende
MANTRA,Formula ripetuta fino a diventare ritmo
MANUALE,Una nozione collegata a corso
MANUBRIO,Si impugna su bici e moto
MANUEL,Il nome del portiere tedesco Neuer
MANZO,Il bovino da cui la bistecca
MANZO,Un esempio riconducibile a carne
MANZONI,L'Alessandro dei Promessi sposi
MAORI,Popolo polinesiano di Aotearoa
MAPPA,Disegno di un territorio
MAPPA,Un caso particolare di raffigurazione
MAPPA,Una forma specifica di raffigurazione
MAPPAMONDO,Globo con terre e mari
MAPPAMONDO,Una forma specifica di modello
MAPUTO,Capitale del Mozambico
MAQUILLAGE,Il trucco del viso alla francese
MARA,Il nome della conduttrice Venier
MARA,La...Maionchi della tv
MARACAIBO,Grande lago del Venezuela
MARACANA,Il leggendario stadio di Rio de Janeiro
MARACAS,Strumento a percussione a sonagli
MARACUJA,Il frutto della passione
MARADONA,Il Diego del gol del secolo
MARANELLO,La cittadina sede della Ferrari
MARASCA,Ciliegia acidula da liquori e sciroppi
MARASMA,Confusione stagnante o deperimento
MARAT,Rivoluzionario francese ucciso nella vasca
MARATONA,Corsa di 42 chilometri e 195 metri
MARATONA,Corsa di oltre quaranta chilometri
MARC,Il nome del pittore Chagall
MARC,"Márquez, asso della MotoGP"
MARCA,"Confine, griffe o regione storica"
MARCA,La regione di confine medievale
MARCA,Un tipo particolare di simbolo
MARCARE,Segnare strettamente
MARCARE,Implica anche il fatto di competere
MARCARE,Presuppone anche di competere
MARCASITE,Minerale simile alla pirite
MARCATO,Segnato strettamente
MARCEL,Il nome dello scrittore Proust
MARCESCENTE,Sta andando a putrefazione
MARCHE,"Regione di colline, grotte e Adriatico"
MARCHERA,Segnerà strettamente
MARCHIO,Una forma specifica di simbolo
MARCIA,"Il passo cadenzato del soldato, o quella dell'auto"
MARCIA,La...nuziale che accompagna gli sposi
MARCIA,La...su Roma del 1922
MARCIAPIEDE,Si cammina a lato della strada
MARCIAPIEDE,Tiene i pedoni lontani dalle ruote
MARCIO,Qualità che si avvicina a rovinato
MARCIO,"Danneggiato, secondo il contesto"
MARCO,L'evangelista del leone alato
MARCO,L'ex moneta della Germania
MARCO,Segno strettamente
MARCO,Una variante di unità monetaria tedesca
MARCONI,Il Guglielmo premio Nobel per la radio
MARCOPOLO,Il veneziano che raccontò la Cina
MARDUK,Il dio supremo di Babilonia
MARE,Distesa che separa e unisce
MARE,Grande distesa d'acqua salata
MARE,Grande distesa salata in movimento
MARE,Una grande quantità: un... di gente
MAREA,Sale e scende per la Luna
MAREA,In certi usi corrisponde a mondo
MAREA,In certi usi corrisponde a oceano
MAREGGIATA,Mare agitato che frusta la costa
MAREMMA,...maiala!: l'imprecazione toscana
MAREMMA,Terra toscana di butteri e paludi bonificate
MAREMMA,Nel lessico si avvicina a palude
MAREMOTO,Onda gigante da sisma sottomarino
MAREZZA,Increspatura irregolare sulla superficie dell'acqua
MAREZZATO,Variegato come marmo o seta
MARGARET,Il nome della premier britannica Thatcher
MARGARITA,Il cocktail messicano con tequila e lime
MARGHERITA,Fiore bianco o pizza semplice
MARGHERITA,Il fiore dei prati dai petali bianchi
MARGHERITA,La pizza col pomodoro e la mozzarella
MARGHERITE,Si sfogliano per gioco in amore
MARGINALIA,Note ai bordi dei libri
MARGINE,Bordo della pagina o del campo
MARGINE,Parte estrema di una superficie
MARGINE,Rientra nel campo di confine
MARGOT,Il nome dell'attrice Robbie
MARGUERITE,Il nome della scrittrice Duras
MARI,I sette...: tutti gli oceani del mondo
MARI,Pluralità di acque vaste
MARIA,Il nome del soprano Callas
MARIA,La madre di Gesù
MARIACHI,Il complesso musicale messicano
MARIJUANA,Una nozione collegata a erba
MARIJUANA,In certi usi corrisponde a hashish
MARILYN,Il nome dell'attrice Monroe
MARIMBA,Strumento a percussione di origine africana
MARINA,Si può classificare come contorno
MARINA,Rientra nel campo di sponda
MARINAI,"Vivono fra ponti, vele e porti"
MARINAIO,Lavora a bordo delle navi
MARINAIO,Uomo di mare
MARIO,Il Monicelli della grande commedia italiana
MARIO,L'idraulico baffuto dei videogiochi
MARION,Il nome dell'attrice francese Cotillard
MARIONETTA,Personaggio mosso da fili e mani nascoste
MARIONETTA,Pupazzo mosso dai fili
MARIONETTA,Appartiene alla categoria di pupazzo
MARITO,"Lo sposo, il consorte"
MARITO,Una variante di coniuge
MARK,Il nome del fondatore di Facebook Zuckerberg
MARK,La vecchia moneta tedesca
MARKETING,Le tecniche per vendere un prodotto
MARLENE,"...Dietrich, la diva di Berlino"
MARLENE,"La Kuntz, band rock italiana"
MARLEY,"Il re del reggae giamaicano, Bob"
MARLIN,Il grande pesce dalla lunga spada del mare
MARLIN,Il papà di Nemo nel cartone
MARMELLATA,Confettura da spalmare sul pane
MARMELLATA,Conserva dolce di frutta
MARMISTA,Artigiano che lavora il marmo
MARMITTA,Pentola grande o silenziatore d'auto
MARMITTA,Si può classificare come pentola
MARMITTA,Un caso particolare di pentola
MARMO,Pietra che gli scultori liberano
MARMOLADA,Regina dolomitica
MARMOTTA,Roditore alpino che fischia
MARMOTTA,Roditore alpino dal fischio d'allarme
MARMOTTA,Appartiene alla categoria di poltrone
MARMOTTE,Dormono a lungo nelle tane alpine
MARNERO,Il Ponto Eusino in forma moderna
MAROCCO,"Paese di Rabat, Fes e Marrakech"
MAROSTICA,Città veneta della partita a scacchi vivente
MARQUEZ,Autore di Cent'anni di solitudine
MARQUEZ,"Marc, fuoriclasse spagnolo della MotoGP"
MARQUEZ,Scrittore di Cent'anni di solitudine
MARRA,Zappa robusta da campi
MARRA,Può assumere il significato di braccio
MARRA,Un caso particolare di attrezzo
MARRACASH,"Il rapper milanese, il King del rap"
MARRAKECH,Città marocchina della piazza Jemaa el-Fna
MARRONE,Può assumere il significato di colpa
MARRONE,Può rimandare all’idea di errore
MARROSSO,Mare tra Africa e Arabia
MARS,La barretta di cioccolato e caramello
MARS,"Marte, in inglese"
MARSALA,Città siciliana del vino e dei Mille
MARSHALL,Il nome del rapper Eminem Mathers
MARSHALL,Il piano...per ricostruire l'Europa
MARSHALL,L'amplificatore per chitarra elettrica
MARSHMELLO,Il dj mascherato dalla testa bianca
MARSIGLIA,Grande porto francese sul Mediterraneo
MARSINA,Giacca da cerimonia ottocentesca
MARSUPIO,Borsa in vita o tasca del canguro
MARSUPIO,Tasca naturale dei canguri o borsa da cintura
MARTA,Sorella di Maria e Lazzaro nei Vangeli
MARTE,"Il pianeta rosso, o il dio della guerra"
MARTELLO,Batte sul chiodo
MARTELLO,Colpisce chiodi e incudini
MARTHA,Il nome della coreografa Graham
MARTIN,Il nome del regista Scorsese
MARTINGALA,Sistema di gioco o fibbia d'abito
MARTINI,Artista senese dell'Annunciazione
MARTINI,Il cocktail con gin e vermut
MARTINI,Pittore senese dell'Annunciazione
MARTINMYSTERE,Il detective dell'impossibile dei fumetti italiani
MARTINO,Appartiene alla categoria di marito
MARTINO,Una forma specifica di marito
MARTORA,Mustelide dei boschi
MARTY,Il nome del McFly di Ritorno al Futuro
MARVEL,La casa dei fumetti di Spider-Man e Avengers
MARVIN,Il nome del cantante soul Gaye
MARX,I fratelli comici di Una notte all'opera
MARX,Il Karl del Capitale
MARY,Il cocktail Bloody...al pomodoro
MARY,Il nome della tata Poppins
MARZAPANE,Pasta dolce di mandorle
MARZO,Mese di vento e idi
MARZO,Pazzerello come il proverbio sul mese
MASACCIO,Rinascimento severo della Cappella Brancacci
MASAI,Popolo guerriero dell'Africa orientale
MASCAGNI,Il Pietro della Cavalleria rusticana
MASCARPONE,Il formaggio cremoso del tiramisù
MASCATE,Capitale dell'Oman
MASCELLA,Osso superiore della bocca
MASCHERA,Copre il volto a Carnevale
MASCHERA,Nasconde il volto
MASCHERA,Rientra nel campo di colore
MASCHERARE,Può rientrare nell’idea di nascondere
MASCHERARE,Azione riconducibile al significato di modificare
MASCHERATA,Rientra nel campo di finta
MASCHERATO,Può assumere la sfumatura di travestito
MASCHERATO,Può assumere la sfumatura di occulto
MASCHERE,Nascondono il volto a Carnevale
MASCHERINA,Copre naso e bocca
MASCHILE,Qualità che si avvicina a virile
MASCHILISTA,"Sessista, in un’accezione meno immediata"
MASCHIO,"Una persona adulta di sesso maschile che ha caratteristiche virili (coraggio, forza, ..)"
